procedimento,2020,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),3,3,130260,2020-03,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),12,12,130260,2020-03,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,17,17,130260,2020-03,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,11,11,130260,2020-03,F
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,1,1,130260,2020-03,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,9,9,130260,2020-03,F
0101050062 SESSAO DE ARTETERAPIA,1,1,130260,2020-03,F
0101050135 SESSAO DE DANCA CIRCULAR,39,39,130260,2020-03,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,2,2,130260,2020-03,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2020-03,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),3,3,130260,2020-03,F
0201010275 BIOPSIA DE MEDULA OSSEA,8,8,130260,2020-03,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,95,95,130260,2020-03,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,33,33,130260,2020-03,F
0201010518 BIOPSIA/PUNCAO DE VULVA,1,1,130260,2020-03,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,2,2,130260,2020-03,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2020-03,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,3,3,130260,2020-03,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,2,2,130260,2020-03,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,52,52,130260,2020-03,F
0201010666 BIOPSIA DO COLO UTERINO,115,115,130260,2020-03,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,788,788,130260,2020-03,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1178,1178,130260,2020-03,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,11,11,130260,2020-03,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,122,122,130260,2020-03,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,3,3,130260,2020-03,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),151,151,130260,2020-03,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),16,16,130260,2020-03,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,39,39,130260,2020-03,F
0202010120 DOSAGEM DE ACIDO URICO,1953,1953,130260,2020-03,F
0202010147 DOSAGEM DE ALDOLASE,18,18,130260,2020-03,F
