procedimento,2022,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),13,13,130260,2022-07,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),5,5,130260,2022-07,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,3,3,130260,2022-07,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,39,39,130260,2022-07,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,893,893,130260,2022-07,F
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,12,12,130260,2022-07,F
0101040024 AVALIACAO ANTROPOMETRICA,53,53,130260,2022-07,F
0101040032 COLETA EXTERNA DE LEITE MATERNO (POR DOADORA),10,10,130260,2022-07,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,60,60,130260,2022-07,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,1,1,130260,2022-07,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,2,2,130260,2022-07,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),2,2,130260,2022-07,F
0201010275 BIOPSIA DE MEDULA OSSEA,10,10,130260,2022-07,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-07,F
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-07,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,105,105,130260,2022-07,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2022-07,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,100,100,130260,2022-07,F
0201010500 BIOPSIA/PUNCAO DE VAGINA,3,3,130260,2022-07,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,3,3,130260,2022-07,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2022-07,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,4,4,130260,2022-07,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,3,3,130260,2022-07,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,103,103,130260,2022-07,F
0201010631 PUNCAO LOMBAR,1,1,130260,2022-07,F
0201010640 PUNCAO P/ ESVAZIAMENTO,1,1,130260,2022-07,F
0201010666 BIOPSIA DO COLO UTERINO,106,106,130260,2022-07,F
0201020025 COLETA DE LINFA PARA PESQUISA DE M LEPRAE,2,2,130260,2022-07,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,154,154,130260,2022-07,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,2,2,130260,2022-07,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2022-07,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,77,77,130260,2022-07,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,5,5,130260,2022-07,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),196,196,130260,2022-07,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2022-07,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),13,13,130260,2022-07,F
0202010082 DETERMINACAO DE OSMOLARIDADE,3,3,130260,2022-07,F
0202010104 DOSAGEM DE ACETONA,1,1,130260,2022-07,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,83,83,130260,2022-07,F
0202010120 DOSAGEM DE ACIDO URICO,2971,2971,130260,2022-07,F
0202010147 DOSAGEM DE ALDOLASE,34,34,130260,2022-07,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,3,3,130260,2022-07,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,11,11,130260,2022-07,F
0202010180 DOSAGEM DE AMILASE,648,648,130260,2022-07,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1700,1700,130260,2022-07,F
0202010210 DOSAGEM DE CALCIO,2031,2031,130260,2022-07,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,762,762,130260,2022-07,F
0202010252 DOSAGEM DE CERULOPLASMINA,4,4,130260,2022-07,F
0202010260 DOSAGEM DE CLORETO,649,649,130260,2022-07,F
0202010279 DOSAGEM DE COLESTEROL HDL,9500,9500,130260,2022-07,F
0202010287 DOSAGEM DE COLESTEROL LDL,7423,7423,130260,2022-07,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,12043,12043,130260,2022-07,F
0202010317 DOSAGEM DE CREATININA,8998,8998,130260,2022-07,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),517,517,130260,2022-07,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,220,220,130260,2022-07,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,348,348,130260,2022-07,F
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2022-07,F
0202010384 DOSAGEM DE FERRITINA,1644,1644,130260,2022-07,F
0202010392 DOSAGEM DE FERRO SERICO,1460,1460,130260,2022-07,F
0202010406 DOSAGEM DE FOLATO,346,346,130260,2022-07,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,4,4,130260,2022-07,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2034,2034,130260,2022-07,F
0202010430 DOSAGEM DE FOSFORO,1281,1281,130260,2022-07,F
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2367,2367,130260,2022-07,F
0202010473 DOSAGEM DE GLICOSE,10758,10758,130260,2022-07,F
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,1,1,130260,2022-07,F
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,5293,5293,130260,2022-07,F
0202010538 DOSAGEM DE LACTATO,26,26,130260,2022-07,F
0202010554 DOSAGEM DE LIPASE,398,398,130260,2022-07,F
0202010562 DOSAGEM DE MAGNESIO,1220,1220,130260,2022-07,F
0202010570 DOSAGEM DE MUCO-PROTEINAS,44,44,130260,2022-07,F
0202010600 DOSAGEM DE POTASSIO,4184,4184,130260,2022-07,F
0202010619 DOSAGEM DE PROTEINAS TOTAIS,43,43,130260,2022-07,F
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,556,556,130260,2022-07,F
0202010635 DOSAGEM DE SODIO,3268,3268,130260,2022-07,F
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),6483,6483,130260,2022-07,F
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),6978,6978,130260,2022-07,F
0202010660 DOSAGEM DE TRANSFERRINA,460,460,130260,2022-07,F
0202010678 DOSAGEM DE TRIGLICERIDEOS,7646,7646,130260,2022-07,F
0202010686 DOSAGEM DE TRIPTOFANO,14,14,130260,2022-07,F
0202010694 DOSAGEM DE UREIA,8473,8473,130260,2022-07,F
0202010708 DOSAGEM DE VITAMINA B12,2085,2085,130260,2022-07,F
0202010716 ELETROFORESE DE LIPOPROTEINAS,1,1,130260,2022-07,F
0202010724 ELETROFORESE DE PROTEINAS,58,58,130260,2022-07,F
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),237,237,130260,2022-07,F
0202010740 PROVA DA D-XILOSE,1,1,130260,2022-07,F
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,15,15,130260,2022-07,F
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,4774,4774,130260,2022-07,F
0202020029 CONTAGEM DE PLAQUETAS,525,525,130260,2022-07,F
0202020037 CONTAGEM DE RETICULOCITOS,47,47,130260,2022-07,F
0202020061 DETERMINACAO DE SULFO-HEMOGLOBINA,1,1,130260,2022-07,F
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,1314,1314,130260,2022-07,F
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,2,2,130260,2022-07,F
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,1191,1191,130260,2022-07,F
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,95,95,130260,2022-07,F
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,4,4,130260,2022-07,F
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,49,49,130260,2022-07,F
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),824,824,130260,2022-07,F
