procedimento,2020,total,municipio_ibge,competencia,sexo
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,1,1,130260,2020-05,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,7,7,130260,2020-05,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,1,1,130260,2020-05,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,3,3,130260,2020-05,M
0201010275 BIOPSIA DE MEDULA OSSEA,3,3,130260,2020-05,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,6,6,130260,2020-05,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,6,6,130260,2020-05,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2020-05,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,91,91,130260,2020-05,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,10,10,130260,2020-05,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,87,87,130260,2020-05,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),13,13,130260,2020-05,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,3,3,130260,2020-05,M
0202010120 DOSAGEM DE ACIDO URICO,273,273,130260,2020-05,M
0202010147 DOSAGEM DE ALDOLASE,2,2,130260,2020-05,M
0202010180 DOSAGEM DE AMILASE,51,51,130260,2020-05,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,337,337,130260,2020-05,M
0202010210 DOSAGEM DE CALCIO,673,673,130260,2020-05,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,47,47,130260,2020-05,M
0202010260 DOSAGEM DE CLORETO,48,48,130260,2020-05,M
0202010279 DOSAGEM DE COLESTEROL HDL,652,652,130260,2020-05,M
0202010287 DOSAGEM DE COLESTEROL LDL,647,647,130260,2020-05,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,809,809,130260,2020-05,M
0202010317 DOSAGEM DE CREATININA,1621,1621,130260,2020-05,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),374,374,130260,2020-05,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,85,85,130260,2020-05,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,313,313,130260,2020-05,M
0202010384 DOSAGEM DE FERRITINA,214,214,130260,2020-05,M
