procedimento,2022,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),26,26,130260,2022-06,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,7,7,130260,2022-06,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,45,45,130260,2022-06,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,230,230,130260,2022-06,F
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,1,1,130260,2022-06,F
0101040024 AVALIACAO ANTROPOMETRICA,17,17,130260,2022-06,F
0101050062 SESSAO DE ARTETERAPIA,1,1,130260,2022-06,F
0101050089 SESSAO DE MUSICOTERAPIA,1,1,130260,2022-06,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,66,66,130260,2022-06,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,1,1,130260,2022-06,F
0201010097 BIOPSIA DE CONJUNTIVA,7,7,130260,2022-06,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,3,3,130260,2022-06,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,9,9,130260,2022-06,F
0201010275 BIOPSIA DE MEDULA OSSEA,15,15,130260,2022-06,F
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-06,F
0201010356 BIOPSIA DE PALPEBRA,1,1,130260,2022-06,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,166,166,130260,2022-06,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2022-06,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,156,156,130260,2022-06,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,5,5,130260,2022-06,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,11,11,130260,2022-06,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,8,8,130260,2022-06,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,108,108,130260,2022-06,F
0201010666 BIOPSIA DO COLO UTERINO,98,98,130260,2022-06,F
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,7,7,130260,2022-06,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,114,114,130260,2022-06,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,15,15,130260,2022-06,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2022-06,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,115,115,130260,2022-06,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,4,4,130260,2022-06,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),230,230,130260,2022-06,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2022-06,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),8,8,130260,2022-06,F
0202010104 DOSAGEM DE ACETONA,2,2,130260,2022-06,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,86,86,130260,2022-06,F
0202010120 DOSAGEM DE ACIDO URICO,3026,3026,130260,2022-06,F
0202010147 DOSAGEM DE ALDOLASE,45,45,130260,2022-06,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,11,11,130260,2022-06,F
0202010180 DOSAGEM DE AMILASE,1228,1228,130260,2022-06,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,2155,2155,130260,2022-06,F
0202010210 DOSAGEM DE CALCIO,2819,2819,130260,2022-06,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,786,786,130260,2022-06,F
0202010252 DOSAGEM DE CERULOPLASMINA,4,4,130260,2022-06,F
0202010260 DOSAGEM DE CLORETO,618,618,130260,2022-06,F
0202010279 DOSAGEM DE COLESTEROL HDL,8933,8933,130260,2022-06,F
0202010287 DOSAGEM DE COLESTEROL LDL,6970,6970,130260,2022-06,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,12007,12007,130260,2022-06,F
0202010317 DOSAGEM DE CREATININA,9372,9372,130260,2022-06,F
