procedimento,2021,total,municipio_ibge,competencia,sexo
0101020058 APLICACAO DE CARIOSTATICO (POR DENTE),1,1,130260,2021-10,M
0101020066 APLICACAO DE SELANTE (POR DENTE),1,1,130260,2021-10,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),11,11,130260,2021-10,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,15,15,130260,2021-10,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,45,45,130260,2021-10,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,13,13,130260,2021-10,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,2,2,130260,2021-10,M
0101050011 PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,11,11,130260,2021-10,M
0101050089 SESSAO DE MUSICOTERAPIA,3,3,130260,2021-10,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,37,37,130260,2021-10,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,8,8,130260,2021-10,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,5,5,130260,2021-10,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,6,6,130260,2021-10,M
0201010275 BIOPSIA DE MEDULA OSSEA,10,10,130260,2021-10,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,97,97,130260,2021-10,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,20,20,130260,2021-10,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,8,8,130260,2021-10,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2021-10,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1188,1188,130260,2021-10,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,15,15,130260,2021-10,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,77,77,130260,2021-10,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,3,3,130260,2021-10,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),47,47,130260,2021-10,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),4,4,130260,2021-10,M
0202010104 DOSAGEM DE ACETONA,1,1,130260,2021-10,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,8,8,130260,2021-10,M
0202010120 DOSAGEM DE ACIDO URICO,908,908,130260,2021-10,M
0202010147 DOSAGEM DE ALDOLASE,5,5,130260,2021-10,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,1,1,130260,2021-10,M
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2021-10,M
0202010180 DOSAGEM DE AMILASE,107,107,130260,2021-10,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,448,448,130260,2021-10,M
0202010210 DOSAGEM DE CALCIO,757,757,130260,2021-10,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,104,104,130260,2021-10,M
0202010260 DOSAGEM DE CLORETO,123,123,130260,2021-10,M
0202010279 DOSAGEM DE COLESTEROL HDL,2195,2195,130260,2021-10,M
0202010287 DOSAGEM DE COLESTEROL LDL,1884,1884,130260,2021-10,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,2919,2919,130260,2021-10,M
0202010317 DOSAGEM DE CREATININA,2770,2770,130260,2021-10,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),142,142,130260,2021-10,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,76,76,130260,2021-10,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,96,96,130260,2021-10,M
0202010384 DOSAGEM DE FERRITINA,609,609,130260,2021-10,M
0202010392 DOSAGEM DE FERRO SERICO,453,453,130260,2021-10,M
0202010406 DOSAGEM DE FOLATO,66,66,130260,2021-10,M
0202010422 DOSAGEM DE FOSFATASE ALCALINA,718,718,130260,2021-10,M
0202010430 DOSAGEM DE FOSFORO,684,684,130260,2021-10,M
0202010449 DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA,1,1,130260,2021-10,M
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),582,582,130260,2021-10,M
0202010473 DOSAGEM DE GLICOSE,3875,3875,130260,2021-10,M
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,3,3,130260,2021-10,M
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,1260,1260,130260,2021-10,M
0202010538 DOSAGEM DE LACTATO,10,10,130260,2021-10,M
0202010554 DOSAGEM DE LIPASE,66,66,130260,2021-10,M
0202010562 DOSAGEM DE MAGNESIO,252,252,130260,2021-10,M
0202010570 DOSAGEM DE MUCO-PROTEINAS,9,9,130260,2021-10,M
0202010600 DOSAGEM DE POTASSIO,1315,1315,130260,2021-10,M
0202010619 DOSAGEM DE PROTEINAS TOTAIS,8,8,130260,2021-10,M
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,301,301,130260,2021-10,M
0202010635 DOSAGEM DE SODIO,918,918,130260,2021-10,M
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),1727,1727,130260,2021-10,M
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),2297,2297,130260,2021-10,M
0202010660 DOSAGEM DE TRANSFERRINA,298,298,130260,2021-10,M
0202010678 DOSAGEM DE TRIGLICERIDEOS,2244,2244,130260,2021-10,M
0202010686 DOSAGEM DE TRIPTOFANO,1,1,130260,2021-10,M
0202010694 DOSAGEM DE UREIA,3191,3191,130260,2021-10,M
0202010708 DOSAGEM DE VITAMINA B12,356,356,130260,2021-10,M
0202010724 ELETROFORESE DE PROTEINAS,11,11,130260,2021-10,M
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),76,76,130260,2021-10,M
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,2,2,130260,2021-10,M
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,918,918,130260,2021-10,M
0202020029 CONTAGEM DE PLAQUETAS,213,213,130260,2021-10,M
0202020037 CONTAGEM DE RETICULOCITOS,6,6,130260,2021-10,M
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,393,393,130260,2021-10,M
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,365,365,130260,2021-10,M
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,11,11,130260,2021-10,M
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,1,1,130260,2021-10,M
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,12,12,130260,2021-10,M
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),246,246,130260,2021-10,M
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),381,381,130260,2021-10,M
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),238,238,130260,2021-10,M
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,2,2,130260,2021-10,M
0202020177 DOSAGEM DE ANTITROMBINA III,2,2,130260,2021-10,M
0202020207 DOSAGEM DE FATOR V,2,2,130260,2021-10,M
0202020290 DOSAGEM DE FIBRINOGENIO,19,19,130260,2021-10,M
0202020304 DOSAGEM DE HEMOGLOBINA,5,5,130260,2021-10,M
0202020355 ELETROFORESE DE HEMOGLOBINA,2,2,130260,2021-10,M
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",231,231,130260,2021-10,M
0202020371 HEMATOCRITO,31,31,130260,2021-10,M
0202020380 HEMOGRAMA COMPLETO,4456,4456,130260,2021-10,M
0202020398 LEUCOGRAMA,192,192,130260,2021-10,M
0202020436 PESQUISA DE FILARIA,7,7,130260,2021-10,M
0202020452 PESQUISA DE PLASMODIO,89,89,130260,2021-10,M
0202020495 PROVA DE RETRACAO DO COAGULO,332,332,130260,2021-10,M
0202020509 PROVA DO LACO,330,330,130260,2021-10,M
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),9,9,130260,2021-10,M
