procedimento,2022,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),1,1,130260,2022-05,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),32,32,130260,2022-05,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,9,9,130260,2022-05,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,38,38,130260,2022-05,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,229,229,130260,2022-05,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,34,34,130260,2022-05,M
0201010097 BIOPSIA DE CONJUNTIVA,4,4,130260,2022-05,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,6,6,130260,2022-05,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,6,6,130260,2022-05,M
0201010275 BIOPSIA DE MEDULA OSSEA,23,23,130260,2022-05,M
0201010313 BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO),1,1,130260,2022-05,M
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-05,M
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-05,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,157,157,130260,2022-05,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2022-05,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,20,20,130260,2022-05,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,11,11,130260,2022-05,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,6,6,130260,2022-05,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2022-05,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2022-05,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,366,366,130260,2022-05,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,90,90,130260,2022-05,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,4,4,130260,2022-05,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),76,76,130260,2022-05,M
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2022-05,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),2,2,130260,2022-05,M
0202010090 DOSAGEM DE 5-NUCLEOTIDASE,1,1,130260,2022-05,M
0202010104 DOSAGEM DE ACETONA,732,732,130260,2022-05,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,24,24,130260,2022-05,M
0202010120 DOSAGEM DE ACIDO URICO,1647,1647,130260,2022-05,M
0202010139 DOSAGEM DE ACIDO VANILMANDELICO,1,1,130260,2022-05,M
0202010147 DOSAGEM DE ALDOLASE,9,9,130260,2022-05,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,3,3,130260,2022-05,M
0202010180 DOSAGEM DE AMILASE,261,261,130260,2022-05,M
0202010198 DOSAGEM DE AMONIA,1,1,130260,2022-05,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,809,809,130260,2022-05,M
0202010210 DOSAGEM DE CALCIO,1270,1270,130260,2022-05,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,427,427,130260,2022-05,M
0202010252 DOSAGEM DE CERULOPLASMINA,3,3,130260,2022-05,M
0202010260 DOSAGEM DE CLORETO,374,374,130260,2022-05,M
0202010279 DOSAGEM DE COLESTEROL HDL,4937,4937,130260,2022-05,M
0202010287 DOSAGEM DE COLESTEROL LDL,3806,3806,130260,2022-05,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,6353,6353,130260,2022-05,M
0202010317 DOSAGEM DE CREATININA,5077,5077,130260,2022-05,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),315,315,130260,2022-05,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,133,133,130260,2022-05,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,155,155,130260,2022-05,M
0202010384 DOSAGEM DE FERRITINA,991,991,130260,2022-05,M
0202010392 DOSAGEM DE FERRO SERICO,784,784,130260,2022-05,M
0202010406 DOSAGEM DE FOLATO,146,146,130260,2022-05,M
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,1,1,130260,2022-05,M
0202010422 DOSAGEM DE FOSFATASE ALCALINA,993,993,130260,2022-05,M
0202010430 DOSAGEM DE FOSFORO,1088,1088,130260,2022-05,M
0202010457 DOSAGEM DE GALACTOSE,1,1,130260,2022-05,M
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1124,1124,130260,2022-05,M
0202010473 DOSAGEM DE GLICOSE,6063,6063,130260,2022-05,M
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,1,1,130260,2022-05,M
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,2247,2247,130260,2022-05,M
0202010538 DOSAGEM DE LACTATO,10,10,130260,2022-05,M
0202010546 DOSAGEM DE LEUCINO-AMINOPEPTIDASE,1,1,130260,2022-05,M
0202010554 DOSAGEM DE LIPASE,147,147,130260,2022-05,M
0202010562 DOSAGEM DE MAGNESIO,656,656,130260,2022-05,M
0202010570 DOSAGEM DE MUCO-PROTEINAS,15,15,130260,2022-05,M
0202010589 DOSAGEM DE PIRUVATO,3,3,130260,2022-05,M
0202010600 DOSAGEM DE POTASSIO,2459,2459,130260,2022-05,M
0202010619 DOSAGEM DE PROTEINAS TOTAIS,22,22,130260,2022-05,M
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,303,303,130260,2022-05,M
0202010635 DOSAGEM DE SODIO,1905,1905,130260,2022-05,M
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),3256,3256,130260,2022-05,M
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),3826,3826,130260,2022-05,M
0202010660 DOSAGEM DE TRANSFERRINA,272,272,130260,2022-05,M
0202010678 DOSAGEM DE TRIGLICERIDEOS,4136,4136,130260,2022-05,M
0202010686 DOSAGEM DE TRIPTOFANO,4,4,130260,2022-05,M
0202010694 DOSAGEM DE UREIA,5404,5404,130260,2022-05,M
0202010708 DOSAGEM DE VITAMINA B12,888,888,130260,2022-05,M
0202010724 ELETROFORESE DE PROTEINAS,19,19,130260,2022-05,M
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),117,117,130260,2022-05,M
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,8,8,130260,2022-05,M
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,2124,2124,130260,2022-05,M
0202020029 CONTAGEM DE PLAQUETAS,401,401,130260,2022-05,M
0202020037 CONTAGEM DE RETICULOCITOS,24,24,130260,2022-05,M
0202020061 DETERMINACAO DE SULFO-HEMOGLOBINA,1,1,130260,2022-05,M
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,850,850,130260,2022-05,M
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,783,783,130260,2022-05,M
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,43,43,130260,2022-05,M
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,41,41,130260,2022-05,M
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),537,537,130260,2022-05,M
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),847,847,130260,2022-05,M
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),439,439,130260,2022-05,M
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,2,2,130260,2022-05,M
0202020193 DOSAGEM DE FATOR IX,1,1,130260,2022-05,M
0202020207 DOSAGEM DE FATOR V,2,2,130260,2022-05,M
0202020290 DOSAGEM DE FIBRINOGENIO,11,11,130260,2022-05,M
0202020304 DOSAGEM DE HEMOGLOBINA,20,20,130260,2022-05,M
0202020355 ELETROFORESE DE HEMOGLOBINA,16,16,130260,2022-05,M
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",111,111,130260,2022-05,M
0202020371 HEMATOCRITO,27,27,130260,2022-05,M
