procedimento,2022,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),10,10,130260,2022-01,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,18,18,130260,2022-01,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,55,55,130260,2022-01,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,155,155,130260,2022-01,M
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,2,2,130260,2022-01,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,2,2,130260,2022-01,M
0101040024 AVALIACAO ANTROPOMETRICA,3,3,130260,2022-01,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,7,7,130260,2022-01,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2022-01,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,4,4,130260,2022-01,M
0201010275 BIOPSIA DE MEDULA OSSEA,17,17,130260,2022-01,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,59,59,130260,2022-01,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,24,24,130260,2022-01,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,5,5,130260,2022-01,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2022-01,M
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,1,1,130260,2022-01,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,3,3,130260,2022-01,M
0201020025 COLETA DE LINFA PARA PESQUISA DE M LEPRAE,1,1,130260,2022-01,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1283,1283,130260,2022-01,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,5,5,130260,2022-01,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,78,78,130260,2022-01,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2022-01,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),59,59,130260,2022-01,M
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2022-01,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),3,3,130260,2022-01,M
0202010082 DETERMINACAO DE OSMOLARIDADE,2,2,130260,2022-01,M
0202010104 DOSAGEM DE ACETONA,1,1,130260,2022-01,M
