procedimento,2020,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),13,13,130260,2020-01,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,9,9,130260,2020-01,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,106,106,130260,2020-01,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,4,4,130260,2020-01,F
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2020-01,F
0101050054 OFICINA DE MASSAGEM/ AUTO-MASSAGEM,3,3,130260,2020-01,F
0101050070 SESSAO DE MEDITACAO,3,3,130260,2020-01,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,12,12,130260,2020-01,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,2,2,130260,2020-01,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,2,2,130260,2020-01,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),3,3,130260,2020-01,F
0201010275 BIOPSIA DE MEDULA OSSEA,8,8,130260,2020-01,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),2,2,130260,2020-01,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,88,88,130260,2020-01,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2020-01,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,64,64,130260,2020-01,F
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2020-01,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,3,3,130260,2020-01,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,3,3,130260,2020-01,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,7,7,130260,2020-01,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,4,4,130260,2020-01,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,59,59,130260,2020-01,F
0201010666 BIOPSIA DO COLO UTERINO,130,130,130260,2020-01,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,879,879,130260,2020-01,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1697,1697,130260,2020-01,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,1,1,130260,2020-01,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,100,100,130260,2020-01,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2020-01,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),149,149,130260,2020-01,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),19,19,130260,2020-01,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,25,25,130260,2020-01,F
0202010120 DOSAGEM DE ACIDO URICO,2141,2141,130260,2020-01,F
0202010147 DOSAGEM DE ALDOLASE,15,15,130260,2020-01,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,3,3,130260,2020-01,F
0202010180 DOSAGEM DE AMILASE,470,470,130260,2020-01,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1525,1525,130260,2020-01,F
0202010210 DOSAGEM DE CALCIO,1697,1697,130260,2020-01,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,192,192,130260,2020-01,F
0202010236 DOSAGEM DE CAROTENO,1,1,130260,2020-01,F
0202010260 DOSAGEM DE CLORETO,342,342,130260,2020-01,F
0202010279 DOSAGEM DE COLESTEROL HDL,5454,5454,130260,2020-01,F
0202010287 DOSAGEM DE COLESTEROL LDL,5546,5546,130260,2020-01,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,6632,6632,130260,2020-01,F
0202010309 DOSAGEM DE COLINESTERASE,4,4,130260,2020-01,F
0202010317 DOSAGEM DE CREATININA,6922,6922,130260,2020-01,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),432,432,130260,2020-01,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,309,309,130260,2020-01,F
0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,1,1,130260,2020-01,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,255,255,130260,2020-01,F
0202010384 DOSAGEM DE FERRITINA,1110,1110,130260,2020-01,F
0202010392 DOSAGEM DE FERRO SERICO,696,696,130260,2020-01,F
0202010406 DOSAGEM DE FOLATO,176,176,130260,2020-01,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,5,5,130260,2020-01,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1785,1785,130260,2020-01,F
0202010430 DOSAGEM DE FOSFORO,1117,1117,130260,2020-01,F
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1782,1782,130260,2020-01,F
0202010473 DOSAGEM DE GLICOSE,8432,8432,130260,2020-01,F
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,3,3,130260,2020-01,F
0202010490 DOSAGEM DE HAPTOGLOBINA,2,2,130260,2020-01,F
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,2261,2261,130260,2020-01,F
0202010538 DOSAGEM DE LACTATO,83,83,130260,2020-01,F
0202010554 DOSAGEM DE LIPASE,291,291,130260,2020-01,F
0202010562 DOSAGEM DE MAGNESIO,1029,1029,130260,2020-01,F
