procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),37,37,130260,2021-05,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,36,36,130260,2021-05,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,132,132,130260,2021-05,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,64,64,130260,2021-05,F
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,1,1,130260,2021-05,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,12,12,130260,2021-05,F
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2021-05,F
0101040067 DISPENSACAO DE SUPLEMENTO DE FERRO,8,8,130260,2021-05,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,23,23,130260,2021-05,F
0201010194 BIOPSIA DE FARINGE/LARINGE,1,1,130260,2021-05,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2021-05,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2021-05,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2021-05,F
0201010275 BIOPSIA DE MEDULA OSSEA,7,7,130260,2021-05,F
0201010364 BIOPSIA DE PAVILHAO AURICULAR,1,1,130260,2021-05,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,74,74,130260,2021-05,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2021-05,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,48,48,130260,2021-05,F
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2021-05,F
0201010518 BIOPSIA/PUNCAO DE VULVA,1,1,130260,2021-05,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,2,2,130260,2021-05,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2021-05,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,2,2,130260,2021-05,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,46,46,130260,2021-05,F
0201010631 PUNCAO LOMBAR,2,2,130260,2021-05,F
0201010666 BIOPSIA DO COLO UTERINO,79,79,130260,2021-05,F
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,5,5,130260,2021-05,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,359,359,130260,2021-05,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,577,577,130260,2021-05,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,15,15,130260,2021-05,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2021-05,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,90,90,130260,2021-05,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,3,3,130260,2021-05,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),233,233,130260,2021-05,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),2,2,130260,2021-05,F
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2021-05,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),17,17,130260,2021-05,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,28,28,130260,2021-05,F
0202010120 DOSAGEM DE ACIDO URICO,2793,2793,130260,2021-05,F
0202010147 DOSAGEM DE ALDOLASE,47,47,130260,2021-05,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,2,2,130260,2021-05,F
0202010180 DOSAGEM DE AMILASE,252,252,130260,2021-05,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1124,1124,130260,2021-05,F
0202010210 DOSAGEM DE CALCIO,1599,1599,130260,2021-05,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,199,199,130260,2021-05,F
0202010252 DOSAGEM DE CERULOPLASMINA,3,3,130260,2021-05,F
0202010260 DOSAGEM DE CLORETO,227,227,130260,2021-05,F
0202010279 DOSAGEM DE COLESTEROL HDL,6791,6791,130260,2021-05,F
0202010287 DOSAGEM DE COLESTEROL LDL,5987,5987,130260,2021-05,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,8580,8580,130260,2021-05,F
0202010317 DOSAGEM DE CREATININA,6957,6957,130260,2021-05,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),410,410,130260,2021-05,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,156,156,130260,2021-05,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,375,375,130260,2021-05,F
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),3,3,130260,2021-05,F
0202010384 DOSAGEM DE FERRITINA,1144,1144,130260,2021-05,F
0202010392 DOSAGEM DE FERRO SERICO,765,765,130260,2021-05,F
0202010406 DOSAGEM DE FOLATO,168,168,130260,2021-05,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,3,3,130260,2021-05,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1390,1390,130260,2021-05,F
0202010430 DOSAGEM DE FOSFORO,629,629,130260,2021-05,F
