procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),3,3,130260,2021-12,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,8,8,130260,2021-12,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,83,83,130260,2021-12,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,14,14,130260,2021-12,F
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,5,5,130260,2021-12,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,12,12,130260,2021-12,F
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2021-12,F
0101040032 COLETA EXTERNA DE LEITE MATERNO (POR DOADORA),15,15,130260,2021-12,F
0101050089 SESSAO DE MUSICOTERAPIA,3,3,130260,2021-12,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,41,41,130260,2021-12,F
0201010194 BIOPSIA DE FARINGE/LARINGE,1,1,130260,2021-12,F
0201010216 BIOPSIA DE FIGADO POR PUNCAO,1,1,130260,2021-12,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,5,5,130260,2021-12,F
0201010275 BIOPSIA DE MEDULA OSSEA,13,13,130260,2021-12,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,103,103,130260,2021-12,F
0201010399 BIOPSIA DE PIRAMIDE NASAL,1,1,130260,2021-12,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2021-12,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,34,34,130260,2021-12,F
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2021-12,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,3,3,130260,2021-12,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,8,8,130260,2021-12,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,10,10,130260,2021-12,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,5,5,130260,2021-12,F
0201010666 BIOPSIA DO COLO UTERINO,81,81,130260,2021-12,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,78,78,130260,2021-12,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1935,1935,130260,2021-12,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2021-12,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,94,94,130260,2021-12,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2021-12,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),68,68,130260,2021-12,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),5,5,130260,2021-12,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,74,74,130260,2021-12,F
0202010120 DOSAGEM DE ACIDO URICO,1746,1746,130260,2021-12,F
0202010147 DOSAGEM DE ALDOLASE,19,19,130260,2021-12,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2021-12,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,13,13,130260,2021-12,F
0202010180 DOSAGEM DE AMILASE,321,321,130260,2021-12,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1027,1027,130260,2021-12,F
0202010210 DOSAGEM DE CALCIO,1313,1313,130260,2021-12,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,418,418,130260,2021-12,F
0202010260 DOSAGEM DE CLORETO,387,387,130260,2021-12,F
0202010279 DOSAGEM DE COLESTEROL HDL,5254,5254,130260,2021-12,F
0202010287 DOSAGEM DE COLESTEROL LDL,3755,3755,130260,2021-12,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,8104,8104,130260,2021-12,F
0202010317 DOSAGEM DE CREATININA,5225,5225,130260,2021-12,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),401,401,130260,2021-12,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,169,169,130260,2021-12,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,268,268,130260,2021-12,F
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2021-12,F
0202010384 DOSAGEM DE FERRITINA,1074,1074,130260,2021-12,F
0202010392 DOSAGEM DE FERRO SERICO,912,912,130260,2021-12,F
0202010406 DOSAGEM DE FOLATO,203,203,130260,2021-12,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,2,2,130260,2021-12,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1406,1406,130260,2021-12,F
0202010430 DOSAGEM DE FOSFORO,1043,1043,130260,2021-12,F
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1268,1268,130260,2021-12,F
0202010473 DOSAGEM DE GLICOSE,8731,8731,130260,2021-12,F
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,2492,2492,130260,2021-12,F
0202010538 DOSAGEM DE LACTATO,24,24,130260,2021-12,F
0202010554 DOSAGEM DE LIPASE,243,243,130260,2021-12,F
0202010562 DOSAGEM DE MAGNESIO,760,760,130260,2021-12,F
0202010570 DOSAGEM DE MUCO-PROTEINAS,25,25,130260,2021-12,F
0202010600 DOSAGEM DE POTASSIO,2354,2354,130260,2021-12,F
0202010619 DOSAGEM DE PROTEINAS TOTAIS,22,22,130260,2021-12,F
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,568,568,130260,2021-12,F
0202010635 DOSAGEM DE SODIO,1923,1923,130260,2021-12,F
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),3888,3888,130260,2021-12,F
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),4318,4318,130260,2021-12,F
0202010660 DOSAGEM DE TRANSFERRINA,432,432,130260,2021-12,F
0202010678 DOSAGEM DE TRIGLICERIDEOS,4864,4864,130260,2021-12,F
0202010686 DOSAGEM DE TRIPTOFANO,5,5,130260,2021-12,F
0202010694 DOSAGEM DE UREIA,5377,5377,130260,2021-12,F
0202010708 DOSAGEM DE VITAMINA B12,1006,1006,130260,2021-12,F
0202010716 ELETROFORESE DE LIPOPROTEINAS,1,1,130260,2021-12,F
0202010724 ELETROFORESE DE PROTEINAS,46,46,130260,2021-12,F
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),149,149,130260,2021-12,F
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,3,3,130260,2021-12,F
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,2118,2118,130260,2021-12,F
0202010791 DOSAGEM DE PEPTIDEOS NATRIURETICOS TIPO B (BNP E NT-PROBNP),1,1,130260,2021-12,F
0202020029 CONTAGEM DE PLAQUETAS,526,526,130260,2021-12,F
0202020037 CONTAGEM DE RETICULOCITOS,31,31,130260,2021-12,F
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,594,594,130260,2021-12,F
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,515,515,130260,2021-12,F
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,9,9,130260,2021-12,F
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,1,1,130260,2021-12,F
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,22,22,130260,2021-12,F
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),393,393,130260,2021-12,F
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),631,631,130260,2021-12,F
