procedimento,2022,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),8,8,130260,2022-03,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,25,25,130260,2022-03,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,35,35,130260,2022-03,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,231,231,130260,2022-03,M
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,6,6,130260,2022-03,M
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,11,11,130260,2022-03,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,11,11,130260,2022-03,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,48,48,130260,2022-03,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,1,1,130260,2022-03,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2022-03,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,8,8,130260,2022-03,M
0201010275 BIOPSIA DE MEDULA OSSEA,10,10,130260,2022-03,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,162,162,130260,2022-03,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2022-03,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,34,34,130260,2022-03,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,9,9,130260,2022-03,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,2,2,130260,2022-03,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,623,623,130260,2022-03,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,13,13,130260,2022-03,M
0202010015 CLEARANCE OSMOLAR,2,2,130260,2022-03,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,112,112,130260,2022-03,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,7,7,130260,2022-03,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),71,71,130260,2022-03,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),12,12,130260,2022-03,M
0202010082 DETERMINACAO DE OSMOLARIDADE,2,2,130260,2022-03,M
