procedimento,2020,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),4,4,130260,2020-07,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,14,14,130260,2020-07,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,18,18,130260,2020-07,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,11,11,130260,2020-07,F
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2020-07,F
0101050062 SESSAO DE ARTETERAPIA,1,1,130260,2020-07,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,3,3,130260,2020-07,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,4,4,130260,2020-07,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,4,4,130260,2020-07,F
0201010275 BIOPSIA DE MEDULA OSSEA,7,7,130260,2020-07,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),4,4,130260,2020-07,F
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2020-07,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,95,95,130260,2020-07,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),3,3,130260,2020-07,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,44,44,130260,2020-07,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2020-07,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,3,3,130260,2020-07,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,40,40,130260,2020-07,F
0201010666 BIOPSIA DO COLO UTERINO,52,52,130260,2020-07,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,171,171,130260,2020-07,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,578,578,130260,2020-07,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,12,12,130260,2020-07,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,70,70,130260,2020-07,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),188,188,130260,2020-07,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),2,2,130260,2020-07,F
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2020-07,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),12,12,130260,2020-07,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,21,21,130260,2020-07,F
0202010120 DOSAGEM DE ACIDO URICO,1986,1986,130260,2020-07,F
0202010147 DOSAGEM DE ALDOLASE,17,17,130260,2020-07,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2020-07,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,10,10,130260,2020-07,F
0202010180 DOSAGEM DE AMILASE,201,201,130260,2020-07,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1194,1194,130260,2020-07,F
0202010210 DOSAGEM DE CALCIO,1222,1222,130260,2020-07,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,95,95,130260,2020-07,F
0202010260 DOSAGEM DE CLORETO,137,137,130260,2020-07,F
0202010279 DOSAGEM DE COLESTEROL HDL,4882,4882,130260,2020-07,F
0202010287 DOSAGEM DE COLESTEROL LDL,4864,4864,130260,2020-07,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,6163,6163,130260,2020-07,F
0202010309 DOSAGEM DE COLINESTERASE,1,1,130260,2020-07,F
