procedimento,2020,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),1,1,130260,2020-09,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),6,6,130260,2020-09,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,4,4,130260,2020-09,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,14,14,130260,2020-09,M
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,3,3,130260,2020-09,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,44,44,130260,2020-09,M
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2020-09,M
0101050011 PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,16,16,130260,2020-09,M
0101050070 SESSAO DE MEDITACAO,58,58,130260,2020-09,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,5,5,130260,2020-09,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,7,7,130260,2020-09,M
0201010119 BIOPSIA DE CORNEA,1,1,130260,2020-09,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2020-09,M
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),2,2,130260,2020-09,M
0201010275 BIOPSIA DE MEDULA OSSEA,9,9,130260,2020-09,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,75,75,130260,2020-09,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,26,26,130260,2020-09,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,6,6,130260,2020-09,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2020-09,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,3,3,130260,2020-09,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2020-09,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2020-09,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,252,252,130260,2020-09,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,82,82,130260,2020-09,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),63,63,130260,2020-09,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),9,9,130260,2020-09,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,10,10,130260,2020-09,M
0202010120 DOSAGEM DE ACIDO URICO,1062,1062,130260,2020-09,M
0202010147 DOSAGEM DE ALDOLASE,5,5,130260,2020-09,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,7,7,130260,2020-09,M
0202010180 DOSAGEM DE AMILASE,127,127,130260,2020-09,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,549,549,130260,2020-09,M
0202010210 DOSAGEM DE CALCIO,840,840,130260,2020-09,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,34,34,130260,2020-09,M
0202010252 DOSAGEM DE CERULOPLASMINA,2,2,130260,2020-09,M
0202010260 DOSAGEM DE CLORETO,88,88,130260,2020-09,M
0202010279 DOSAGEM DE COLESTEROL HDL,2167,2167,130260,2020-09,M
0202010287 DOSAGEM DE COLESTEROL LDL,2097,2097,130260,2020-09,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,2868,2868,130260,2020-09,M
0202010317 DOSAGEM DE CREATININA,2940,2940,130260,2020-09,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),127,127,130260,2020-09,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,100,100,130260,2020-09,M
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,1,1,130260,2020-09,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,63,63,130260,2020-09,M
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),3,3,130260,2020-09,M
