procedimento,2022,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),1,1,130260,2022-04,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),40,40,130260,2022-04,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,3,3,130260,2022-04,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,50,50,130260,2022-04,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,197,197,130260,2022-04,F
0101040032 COLETA EXTERNA DE LEITE MATERNO (POR DOADORA),10,10,130260,2022-04,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,129,129,130260,2022-04,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,4,4,130260,2022-04,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,8,8,130260,2022-04,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,5,5,130260,2022-04,F
0201010275 BIOPSIA DE MEDULA OSSEA,18,18,130260,2022-04,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,168,168,130260,2022-04,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,23,23,130260,2022-04,F
0201010518 BIOPSIA/PUNCAO DE VULVA,1,1,130260,2022-04,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2022-04,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,5,5,130260,2022-04,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,3,3,130260,2022-04,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,7,7,130260,2022-04,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,28,28,130260,2022-04,F
0201010666 BIOPSIA DO COLO UTERINO,81,81,130260,2022-04,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,222,222,130260,2022-04,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,3888,3888,130260,2022-04,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,9,9,130260,2022-04,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,108,108,130260,2022-04,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,4,4,130260,2022-04,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),185,185,130260,2022-04,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),11,11,130260,2022-04,F
0202010082 DETERMINACAO DE OSMOLARIDADE,1,1,130260,2022-04,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,91,91,130260,2022-04,F
0202010120 DOSAGEM DE ACIDO URICO,2808,2808,130260,2022-04,F
0202010147 DOSAGEM DE ALDOLASE,25,25,130260,2022-04,F
