procedimento,2021,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),2,2,130260,2021-11,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),18,18,130260,2021-11,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,27,27,130260,2021-11,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,65,65,130260,2021-11,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,11,11,130260,2021-11,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,4,4,130260,2021-11,M
0101040024 AVALIACAO ANTROPOMETRICA,3,3,130260,2021-11,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,59,59,130260,2021-11,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,15,15,130260,2021-11,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2021-11,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,5,5,130260,2021-11,M
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),4,4,130260,2021-11,M
0201010275 BIOPSIA DE MEDULA OSSEA,11,11,130260,2021-11,M
0201010305 BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO),1,1,130260,2021-11,M
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),7,7,130260,2021-11,M
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),2,2,130260,2021-11,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,122,122,130260,2021-11,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2021-11,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,39,39,130260,2021-11,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,15,15,130260,2021-11,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,7,7,130260,2021-11,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2021-11,M
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,1,1,130260,2021-11,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2021-11,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,4,4,130260,2021-11,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,986,986,130260,2021-11,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,78,78,130260,2021-11,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),38,38,130260,2021-11,M
0202010082 DETERMINACAO DE OSMOLARIDADE,2,2,130260,2021-11,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,12,12,130260,2021-11,M
0202010120 DOSAGEM DE ACIDO URICO,976,976,130260,2021-11,M
0202010147 DOSAGEM DE ALDOLASE,6,6,130260,2021-11,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,3,3,130260,2021-11,M
0202010180 DOSAGEM DE AMILASE,126,126,130260,2021-11,M
0202010198 DOSAGEM DE AMONIA,1,1,130260,2021-11,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,443,443,130260,2021-11,M
0202010210 DOSAGEM DE CALCIO,825,825,130260,2021-11,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,163,163,130260,2021-11,M
0202010260 DOSAGEM DE CLORETO,160,160,130260,2021-11,M
0202010279 DOSAGEM DE COLESTEROL HDL,2416,2416,130260,2021-11,M
0202010287 DOSAGEM DE COLESTEROL LDL,1951,1951,130260,2021-11,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,3659,3659,130260,2021-11,M
