procedimento,2020,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),28,28,130260,2020-02,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,24,24,130260,2020-02,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,38,38,130260,2020-02,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,11,11,130260,2020-02,M
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2020-02,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,12,12,130260,2020-02,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,4,4,130260,2020-02,M
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),5,5,130260,2020-02,M
0201010275 BIOPSIA DE MEDULA OSSEA,9,9,130260,2020-02,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,31,31,130260,2020-02,M
0201010380 BIOPSIA DE PENIS,1,1,130260,2020-02,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,28,28,130260,2020-02,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,11,11,130260,2020-02,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2020-02,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2020-02,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2020-02,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,558,558,130260,2020-02,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,90,90,130260,2020-02,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),57,57,130260,2020-02,M
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2020-02,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),7,7,130260,2020-02,M
