procedimento,2020,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),1,1,130260,2020-08,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,5,5,130260,2020-08,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,7,7,130260,2020-08,M
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,7,7,130260,2020-08,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,46,46,130260,2020-08,M
0101040024 AVALIACAO ANTROPOMETRICA,3,3,130260,2020-08,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,3,3,130260,2020-08,M
0201010194 BIOPSIA DE FARINGE/LARINGE,1,1,130260,2020-08,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,6,6,130260,2020-08,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,2,2,130260,2020-08,M
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),2,2,130260,2020-08,M
0201010275 BIOPSIA DE MEDULA OSSEA,16,16,130260,2020-08,M
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),2,2,130260,2020-08,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,102,102,130260,2020-08,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,23,23,130260,2020-08,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,2,2,130260,2020-08,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,5,5,130260,2020-08,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,2,2,130260,2020-08,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,282,282,130260,2020-08,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,83,83,130260,2020-08,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),61,61,130260,2020-08,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),2,2,130260,2020-08,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,3,3,130260,2020-08,M
0202010120 DOSAGEM DE ACIDO URICO,1007,1007,130260,2020-08,M
0202010147 DOSAGEM DE ALDOLASE,3,3,130260,2020-08,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2020-08,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,5,5,130260,2020-08,M
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2020-08,M
0202010180 DOSAGEM DE AMILASE,105,105,130260,2020-08,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,502,502,130260,2020-08,M
0202010210 DOSAGEM DE CALCIO,783,783,130260,2020-08,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,34,34,130260,2020-08,M
0202010252 DOSAGEM DE CERULOPLASMINA,1,1,130260,2020-08,M
0202010260 DOSAGEM DE CLORETO,69,69,130260,2020-08,M
0202010279 DOSAGEM DE COLESTEROL HDL,2040,2040,130260,2020-08,M
0202010287 DOSAGEM DE COLESTEROL LDL,2032,2032,130260,2020-08,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,2691,2691,130260,2020-08,M
0202010309 DOSAGEM DE COLINESTERASE,2,2,130260,2020-08,M
0202010317 DOSAGEM DE CREATININA,2887,2887,130260,2020-08,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),112,112,130260,2020-08,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,86,86,130260,2020-08,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,25,25,130260,2020-08,M
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2020-08,M
0202010384 DOSAGEM DE FERRITINA,355,355,130260,2020-08,M
0202010392 DOSAGEM DE FERRO SERICO,223,223,130260,2020-08,M
0202010406 DOSAGEM DE FOLATO,20,20,130260,2020-08,M
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,3,3,130260,2020-08,M
0202010422 DOSAGEM DE FOSFATASE ALCALINA,574,574,130260,2020-08,M
0202010430 DOSAGEM DE FOSFORO,575,575,130260,2020-08,M
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),601,601,130260,2020-08,M
0202010473 DOSAGEM DE GLICOSE,3371,3371,130260,2020-08,M
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,2,2,130260,2020-08,M
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,1114,1114,130260,2020-08,M
0202010538 DOSAGEM DE LACTATO,2,2,130260,2020-08,M
0202010554 DOSAGEM DE LIPASE,49,49,130260,2020-08,M
0202010562 DOSAGEM DE MAGNESIO,286,286,130260,2020-08,M
0202010570 DOSAGEM DE MUCO-PROTEINAS,15,15,130260,2020-08,M
0202010600 DOSAGEM DE POTASSIO,1279,1279,130260,2020-08,M
0202010619 DOSAGEM DE PROTEINAS TOTAIS,17,17,130260,2020-08,M
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,222,222,130260,2020-08,M
0202010635 DOSAGEM DE SODIO,871,871,130260,2020-08,M
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),1981,1981,130260,2020-08,M
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),2445,2445,130260,2020-08,M
0202010660 DOSAGEM DE TRANSFERRINA,150,150,130260,2020-08,M
0202010678 DOSAGEM DE TRIGLICERIDEOS,2390,2390,130260,2020-08,M
0202010694 DOSAGEM DE UREIA,3269,3269,130260,2020-08,M
0202010708 DOSAGEM DE VITAMINA B12,211,211,130260,2020-08,M
0202010724 ELETROFORESE DE PROTEINAS,5,5,130260,2020-08,M
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),28,28,130260,2020-08,M
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,11,11,130260,2020-08,M
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,563,563,130260,2020-08,M
0202020029 CONTAGEM DE PLAQUETAS,164,164,130260,2020-08,M
0202020037 CONTAGEM DE RETICULOCITOS,27,27,130260,2020-08,M
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,424,424,130260,2020-08,M
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,408,408,130260,2020-08,M
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,24,24,130260,2020-08,M
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,9,9,130260,2020-08,M
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),197,197,130260,2020-08,M
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),367,367,130260,2020-08,M
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),265,265,130260,2020-08,M
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,1,1,130260,2020-08,M
0202020177 DOSAGEM DE ANTITROMBINA III,1,1,130260,2020-08,M
0202020207 DOSAGEM DE FATOR V,1,1,130260,2020-08,M
0202020231 DOSAGEM DE FATOR VIII (INIBIDOR),1,1,130260,2020-08,M
0202020282 DOSAGEM DE FATOR XIII,1,1,130260,2020-08,M
0202020290 DOSAGEM DE FIBRINOGENIO,1,1,130260,2020-08,M
0202020304 DOSAGEM DE HEMOGLOBINA,7,7,130260,2020-08,M
0202020355 ELETROFORESE DE HEMOGLOBINA,5,5,130260,2020-08,M
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",125,125,130260,2020-08,M
0202020371 HEMATOCRITO,14,14,130260,2020-08,M
0202020380 HEMOGRAMA COMPLETO,4150,4150,130260,2020-08,M
0202020398 LEUCOGRAMA,159,159,130260,2020-08,M
0202020436 PESQUISA DE FILARIA,2,2,130260,2020-08,M
0202020452 PESQUISA DE PLASMODIO,5,5,130260,2020-08,M
0202020460 PESQUISA DE TRIPANOSSOMA,1,1,130260,2020-08,M
0202020495 PROVA DE RETRACAO DO COAGULO,320,320,130260,2020-08,M
0202020509 PROVA DO LACO,330,330,130260,2020-08,M
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),1,1,130260,2020-08,M
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,571,571,130260,2020-08,M
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),2,2,130260,2020-08,M
0202030075 DETERMINACAO DE FATOR REUMATOIDE,203,203,130260,2020-08,M
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,372,372,130260,2020-08,M
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,16,16,130260,2020-08,M
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),977,977,130260,2020-08,M
0202030121 DOSAGEM DE COMPLEMENTO C3,16,16,130260,2020-08,M
0202030130 DOSAGEM DE COMPLEMENTO C4,11,11,130260,2020-08,M
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),6,6,130260,2020-08,M
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),2,2,130260,2020-08,M
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,1,1,130260,2020-08,M
0202030202 DOSAGEM DE PROTEINA C REATIVA,409,409,130260,2020-08,M
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),133,133,130260,2020-08,M
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),9,9,130260,2020-08,M
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,2,2,130260,2020-08,M
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,2,2,130260,2020-08,M
