procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),3,3,130260,2021-12,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,8,8,130260,2021-12,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,38,38,130260,2021-12,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,25,25,130260,2021-12,M
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,3,3,130260,2021-12,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,6,6,130260,2021-12,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,15,15,130260,2021-12,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,5,5,130260,2021-12,M
0201010275 BIOPSIA DE MEDULA OSSEA,12,12,130260,2021-12,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,86,86,130260,2021-12,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,3,3,130260,2021-12,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2021-12,M
0201010631 PUNCAO LOMBAR,1,1,130260,2021-12,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,962,962,130260,2021-12,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,110,110,130260,2021-12,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2021-12,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),24,24,130260,2021-12,M
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2021-12,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,16,16,130260,2021-12,M
0202010120 DOSAGEM DE ACIDO URICO,910,910,130260,2021-12,M
0202010147 DOSAGEM DE ALDOLASE,2,2,130260,2021-12,M
