procedimento,2022,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),6,6,130260,2022-01,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,16,16,130260,2022-01,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,29,29,130260,2022-01,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,157,157,130260,2022-01,F
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,1,1,130260,2022-01,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,1,1,130260,2022-01,F
0101040024 AVALIACAO ANTROPOMETRICA,3,3,130260,2022-01,F
0101040032 COLETA EXTERNA DE LEITE MATERNO (POR DOADORA),15,15,130260,2022-01,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,25,25,130260,2022-01,F
0201010151 BIOPSIA DE ENDOMETRIO,1,1,130260,2022-01,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,1,1,130260,2022-01,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,8,8,130260,2022-01,F
0201010275 BIOPSIA DE MEDULA OSSEA,13,13,130260,2022-01,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,78,78,130260,2022-01,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2022-01,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,33,33,130260,2022-01,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,3,3,130260,2022-01,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2022-01,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,3,3,130260,2022-01,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,2,2,130260,2022-01,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,52,52,130260,2022-01,F
0201010631 PUNCAO LOMBAR,1,1,130260,2022-01,F
0201010666 BIOPSIA DO COLO UTERINO,78,78,130260,2022-01,F
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2022-01,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,120,120,130260,2022-01,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,2984,2984,130260,2022-01,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,9,9,130260,2022-01,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2022-01,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,81,81,130260,2022-01,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2022-01,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),169,169,130260,2022-01,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2022-01,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),11,11,130260,2022-01,F
0202010090 DOSAGEM DE 5-NUCLEOTIDASE,1,1,130260,2022-01,F
0202010104 DOSAGEM DE ACETONA,1,1,130260,2022-01,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,66,66,130260,2022-01,F
0202010120 DOSAGEM DE ACIDO URICO,2404,2404,130260,2022-01,F
0202010147 DOSAGEM DE ALDOLASE,21,21,130260,2022-01,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,14,14,130260,2022-01,F
0202010180 DOSAGEM DE AMILASE,406,406,130260,2022-01,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1208,1208,130260,2022-01,F
0202010210 DOSAGEM DE CALCIO,1527,1527,130260,2022-01,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,415,415,130260,2022-01,F
0202010252 DOSAGEM DE CERULOPLASMINA,1,1,130260,2022-01,F
0202010260 DOSAGEM DE CLORETO,399,399,130260,2022-01,F
0202010279 DOSAGEM DE COLESTEROL HDL,6173,6173,130260,2022-01,F
0202010287 DOSAGEM DE COLESTEROL LDL,5019,5019,130260,2022-01,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,8453,8453,130260,2022-01,F
0202010317 DOSAGEM DE CREATININA,6592,6592,130260,2022-01,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),455,455,130260,2022-01,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,174,174,130260,2022-01,F
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,2,2,130260,2022-01,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,351,351,130260,2022-01,F
0202010384 DOSAGEM DE FERRITINA,1346,1346,130260,2022-01,F
0202010392 DOSAGEM DE FERRO SERICO,998,998,130260,2022-01,F
0202010406 DOSAGEM DE FOLATO,260,260,130260,2022-01,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,2,2,130260,2022-01,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1580,1580,130260,2022-01,F
0202010430 DOSAGEM DE FOSFORO,940,940,130260,2022-01,F
0202010457 DOSAGEM DE GALACTOSE,1,1,130260,2022-01,F
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1658,1658,130260,2022-01,F
0202010473 DOSAGEM DE GLICOSE,8914,8914,130260,2022-01,F
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,4,4,130260,2022-01,F
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,3497,3497,130260,2022-01,F
0202010511 DOSAGEM DE HIDROXIPROLINA,1,1,130260,2022-01,F
0202010538 DOSAGEM DE LACTATO,17,17,130260,2022-01,F
0202010554 DOSAGEM DE LIPASE,268,268,130260,2022-01,F
