procedimento,2022,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),44,44,130260,2022-06,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,6,6,130260,2022-06,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,46,46,130260,2022-06,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,204,204,130260,2022-06,M
0101040024 AVALIACAO ANTROPOMETRICA,7,7,130260,2022-06,M
0101050062 SESSAO DE ARTETERAPIA,4,4,130260,2022-06,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,31,31,130260,2022-06,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,8,8,130260,2022-06,M
0201010097 BIOPSIA DE CONJUNTIVA,4,4,130260,2022-06,M
0201010194 BIOPSIA DE FARINGE/LARINGE,1,1,130260,2022-06,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,4,4,130260,2022-06,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,5,5,130260,2022-06,M
0201010275 BIOPSIA DE MEDULA OSSEA,15,15,130260,2022-06,M
0201010313 BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO),1,1,130260,2022-06,M
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-06,M
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-06,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,153,153,130260,2022-06,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2022-06,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,43,43,130260,2022-06,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,20,20,130260,2022-06,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,6,6,130260,2022-06,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,3,3,130260,2022-06,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2022-06,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,4,4,130260,2022-06,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,9,9,130260,2022-06,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,108,108,130260,2022-06,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,8,8,130260,2022-06,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),58,58,130260,2022-06,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),2,2,130260,2022-06,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,32,32,130260,2022-06,M
0202010120 DOSAGEM DE ACIDO URICO,1586,1586,130260,2022-06,M
0202010147 DOSAGEM DE ALDOLASE,317,317,130260,2022-06,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,1,1,130260,2022-06,M
0202010180 DOSAGEM DE AMILASE,701,701,130260,2022-06,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1144,1144,130260,2022-06,M
0202010210 DOSAGEM DE CALCIO,2004,2004,130260,2022-06,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,357,357,130260,2022-06,M
0202010252 DOSAGEM DE CERULOPLASMINA,4,4,130260,2022-06,M
0202010260 DOSAGEM DE CLORETO,326,326,130260,2022-06,M
0202010279 DOSAGEM DE COLESTEROL HDL,4506,4506,130260,2022-06,M
0202010287 DOSAGEM DE COLESTEROL LDL,3558,3558,130260,2022-06,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,5967,5967,130260,2022-06,M
0202010317 DOSAGEM DE CREATININA,5489,5489,130260,2022-06,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),597,597,130260,2022-06,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,1050,1050,130260,2022-06,M
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,26,26,130260,2022-06,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,673,673,130260,2022-06,M
0202010384 DOSAGEM DE FERRITINA,1203,1203,130260,2022-06,M
0202010392 DOSAGEM DE FERRO SERICO,1013,1013,130260,2022-06,M
0202010406 DOSAGEM DE FOLATO,127,127,130260,2022-06,M
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,4,4,130260,2022-06,M
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1746,1746,130260,2022-06,M
0202010430 DOSAGEM DE FOSFORO,998,998,130260,2022-06,M
0202010449 DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA,1,1,130260,2022-06,M
0202010457 DOSAGEM DE GALACTOSE,1,1,130260,2022-06,M
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1424,1424,130260,2022-06,M
0202010473 DOSAGEM DE GLICOSE,6360,6360,130260,2022-06,M
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,3,3,130260,2022-06,M
