procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),6,6,130260,2021-01,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,5,5,130260,2021-01,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,20,20,130260,2021-01,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,1,1,130260,2021-01,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,4,4,130260,2021-01,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,3,3,130260,2021-01,F
0201010275 BIOPSIA DE MEDULA OSSEA,12,12,130260,2021-01,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,31,31,130260,2021-01,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,35,35,130260,2021-01,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2021-01,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2021-01,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,2,2,130260,2021-01,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,49,49,130260,2021-01,F
0201010666 BIOPSIA DO COLO UTERINO,38,38,130260,2021-01,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,79,79,130260,2021-01,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,678,678,130260,2021-01,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,89,89,130260,2021-01,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),244,244,130260,2021-01,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),14,14,130260,2021-01,F
0202010082 DETERMINACAO DE OSMOLARIDADE,2,2,130260,2021-01,F
0202010104 DOSAGEM DE ACETONA,731,731,130260,2021-01,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,16,16,130260,2021-01,F
0202010120 DOSAGEM DE ACIDO URICO,1729,1729,130260,2021-01,F
0202010147 DOSAGEM DE ALDOLASE,17,17,130260,2021-01,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,3,3,130260,2021-01,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,11,11,130260,2021-01,F
0202010180 DOSAGEM DE AMILASE,203,203,130260,2021-01,F
