procedimento,2021,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),1,1,130260,2021-05,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),20,20,130260,2021-05,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,27,27,130260,2021-05,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,107,107,130260,2021-05,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,79,79,130260,2021-05,M
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,1,1,130260,2021-05,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,3,3,130260,2021-05,M
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2021-05,M
0101040067 DISPENSACAO DE SUPLEMENTO DE FERRO,12,12,130260,2021-05,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,17,17,130260,2021-05,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,7,7,130260,2021-05,M
0201010194 BIOPSIA DE FARINGE/LARINGE,3,3,130260,2021-05,M
0201010216 BIOPSIA DE FIGADO POR PUNCAO,2,2,130260,2021-05,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,7,7,130260,2021-05,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,2,2,130260,2021-05,M
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2021-05,M
0201010275 BIOPSIA DE MEDULA OSSEA,14,14,130260,2021-05,M
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2021-05,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,62,62,130260,2021-05,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2021-05,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,31,31,130260,2021-05,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,4,4,130260,2021-05,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,11,11,130260,2021-05,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2021-05,M
0201010631 PUNCAO LOMBAR,1,1,130260,2021-05,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,5,5,130260,2021-05,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,151,151,130260,2021-05,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,15,15,130260,2021-05,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,66,66,130260,2021-05,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,2,2,130260,2021-05,M
