procedimento,2022,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),23,23,130260,2022-02,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,19,19,130260,2022-02,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,51,51,130260,2022-02,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,126,126,130260,2022-02,M
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,3,3,130260,2022-02,M
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,9,9,130260,2022-02,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,4,4,130260,2022-02,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,23,23,130260,2022-02,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,5,5,130260,2022-02,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,5,5,130260,2022-02,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2022-02,M
0201010275 BIOPSIA DE MEDULA OSSEA,1,1,130260,2022-02,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,134,134,130260,2022-02,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,43,43,130260,2022-02,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,4,4,130260,2022-02,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,3,3,130260,2022-02,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,7,7,130260,2022-02,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1172,1172,130260,2022-02,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,82,82,130260,2022-02,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,3,3,130260,2022-02,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),60,60,130260,2022-02,M
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2022-02,M
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2022-02,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),4,4,130260,2022-02,M
0202010090 DOSAGEM DE 5-NUCLEOTIDASE,1,1,130260,2022-02,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,38,38,130260,2022-02,M
0202010120 DOSAGEM DE ACIDO URICO,1375,1375,130260,2022-02,M
0202010147 DOSAGEM DE ALDOLASE,9,9,130260,2022-02,M
