procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),5,5,130260,2021-03,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,16,16,130260,2021-03,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,11,11,130260,2021-03,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,26,26,130260,2021-03,F
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2021-03,F
0101050089 SESSAO DE MUSICOTERAPIA,18,18,130260,2021-03,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,7,7,130260,2021-03,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,4,4,130260,2021-03,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,4,4,130260,2021-03,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2021-03,F
0201010275 BIOPSIA DE MEDULA OSSEA,5,5,130260,2021-03,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2021-03,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,77,77,130260,2021-03,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,58,58,130260,2021-03,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2021-03,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,3,3,130260,2021-03,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,41,41,130260,2021-03,F
0201010666 BIOPSIA DO COLO UTERINO,69,69,130260,2021-03,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,221,221,130260,2021-03,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,512,512,130260,2021-03,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,77,77,130260,2021-03,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),267,267,130260,2021-03,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),4,4,130260,2021-03,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),14,14,130260,2021-03,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,23,23,130260,2021-03,F
0202010120 DOSAGEM DE ACIDO URICO,2868,2868,130260,2021-03,F
0202010147 DOSAGEM DE ALDOLASE,71,71,130260,2021-03,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,3,3,130260,2021-03,F
