procedimento,2022,total,municipio_ibge,competencia,sexo
0101020058 APLICACAO DE CARIOSTATICO (POR DENTE),8,8,130260,2022-08,M
0101020066 APLICACAO DE SELANTE (POR DENTE),12,12,130260,2022-08,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),60,60,130260,2022-08,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,17,17,130260,2022-08,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,81,81,130260,2022-08,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,2883,2883,130260,2022-08,M
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,41,41,130260,2022-08,M
0101040024 AVALIACAO ANTROPOMETRICA,35,35,130260,2022-08,M
0101040059 ADMINISTRACAO DE VITAMINA A,1,1,130260,2022-08,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,23,23,130260,2022-08,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,7,7,130260,2022-08,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2022-08,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2022-08,M
0201010275 BIOPSIA DE MEDULA OSSEA,16,16,130260,2022-08,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,126,126,130260,2022-08,M
0201010380 BIOPSIA DE PENIS,1,1,130260,2022-08,M
0201010399 BIOPSIA DE PIRAMIDE NASAL,1,1,130260,2022-08,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,49,49,130260,2022-08,M
0201010437 BIOPSIA DE RIM POR PUNCAO,3,3,130260,2022-08,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,14,14,130260,2022-08,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2022-08,M
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,1,1,130260,2022-08,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,4,4,130260,2022-08,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,123,123,130260,2022-08,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,76,76,130260,2022-08,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,84,84,130260,2022-08,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),53,53,130260,2022-08,M
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2022-08,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),2,2,130260,2022-08,M
0202010082 DETERMINACAO DE OSMOLARIDADE,1,1,130260,2022-08,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,56,56,130260,2022-08,M
0202010120 DOSAGEM DE ACIDO URICO,1613,1613,130260,2022-08,M
0202010147 DOSAGEM DE ALDOLASE,4,4,130260,2022-08,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,1,1,130260,2022-08,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,7,7,130260,2022-08,M
0202010180 DOSAGEM DE AMILASE,312,312,130260,2022-08,M
0202010198 DOSAGEM DE AMONIA,1,1,130260,2022-08,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,895,895,130260,2022-08,M
0202010210 DOSAGEM DE CALCIO,1223,1223,130260,2022-08,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,391,391,130260,2022-08,M
0202010252 DOSAGEM DE CERULOPLASMINA,2,2,130260,2022-08,M
0202010260 DOSAGEM DE CLORETO,338,338,130260,2022-08,M
0202010279 DOSAGEM DE COLESTEROL HDL,4992,4992,130260,2022-08,M
0202010287 DOSAGEM DE COLESTEROL LDL,3957,3957,130260,2022-08,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,6357,6357,130260,2022-08,M
