procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),6,6,130260,2021-02,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,5,5,130260,2021-02,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,14,14,130260,2021-02,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,15,15,130260,2021-02,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,7,7,130260,2021-02,M
0101050089 SESSAO DE MUSICOTERAPIA,14,14,130260,2021-02,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,1,1,130260,2021-02,M
0201010275 BIOPSIA DE MEDULA OSSEA,4,4,130260,2021-02,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,23,23,130260,2021-02,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,22,22,130260,2021-02,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,3,3,130260,2021-02,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2021-02,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,133,133,130260,2021-02,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,4,4,130260,2021-02,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,76,76,130260,2021-02,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),70,70,130260,2021-02,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,7,7,130260,2021-02,M
0202010120 DOSAGEM DE ACIDO URICO,1360,1360,130260,2021-02,M
0202010147 DOSAGEM DE ALDOLASE,4,4,130260,2021-02,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,4,4,130260,2021-02,M
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2021-02,M
0202010180 DOSAGEM DE AMILASE,187,187,130260,2021-02,M
0202010198 DOSAGEM DE AMONIA,1,1,130260,2021-02,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,695,695,130260,2021-02,M
0202010210 DOSAGEM DE CALCIO,854,854,130260,2021-02,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,61,61,130260,2021-02,M
0202010252 DOSAGEM DE CERULOPLASMINA,3,3,130260,2021-02,M
0202010260 DOSAGEM DE CLORETO,113,113,130260,2021-02,M
0202010279 DOSAGEM DE COLESTEROL HDL,3267,3267,130260,2021-02,M
