procedimento,2021,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),1,1,130260,2021-11,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),14,14,130260,2021-11,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,16,16,130260,2021-11,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,69,69,130260,2021-11,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,8,8,130260,2021-11,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,10,10,130260,2021-11,F
0101040024 AVALIACAO ANTROPOMETRICA,22,22,130260,2021-11,F
0101050089 SESSAO DE MUSICOTERAPIA,3,3,130260,2021-11,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,55,55,130260,2021-11,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,3,3,130260,2021-11,F
0201010119 BIOPSIA DE CORNEA,1,1,130260,2021-11,F
0201010151 BIOPSIA DE ENDOMETRIO,1,1,130260,2021-11,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,1,1,130260,2021-11,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,12,12,130260,2021-11,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),2,2,130260,2021-11,F
0201010275 BIOPSIA DE MEDULA OSSEA,16,16,130260,2021-11,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),3,3,130260,2021-11,F
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),3,3,130260,2021-11,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,120,120,130260,2021-11,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,48,48,130260,2021-11,F
0201010518 BIOPSIA/PUNCAO DE VULVA,2,2,130260,2021-11,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,5,5,130260,2021-11,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2021-11,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,7,7,130260,2021-11,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,4,4,130260,2021-11,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,50,50,130260,2021-11,F
0201010631 PUNCAO LOMBAR,1,1,130260,2021-11,F
0201010666 BIOPSIA DO COLO UTERINO,130,130,130260,2021-11,F
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,3,3,130260,2021-11,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,180,180,130260,2021-11,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,2601,2601,130260,2021-11,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2021-11,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,79,79,130260,2021-11,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,2,2,130260,2021-11,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),97,97,130260,2021-11,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2021-11,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),4,4,130260,2021-11,F
0202010082 DETERMINACAO DE OSMOLARIDADE,1,1,130260,2021-11,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,53,53,130260,2021-11,F
0202010120 DOSAGEM DE ACIDO URICO,1876,1876,130260,2021-11,F
0202010147 DOSAGEM DE ALDOLASE,15,15,130260,2021-11,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,1,1,130260,2021-11,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,10,10,130260,2021-11,F
0202010180 DOSAGEM DE AMILASE,265,265,130260,2021-11,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,925,925,130260,2021-11,F
0202010210 DOSAGEM DE CALCIO,1125,1125,130260,2021-11,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,336,336,130260,2021-11,F
0202010252 DOSAGEM DE CERULOPLASMINA,1,1,130260,2021-11,F
0202010260 DOSAGEM DE CLORETO,281,281,130260,2021-11,F
