procedimento,2020,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),3,3,130260,2020-08,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,7,7,130260,2020-08,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,5,5,130260,2020-08,F
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,6,6,130260,2020-08,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,5,5,130260,2020-08,F
0101040024 AVALIACAO ANTROPOMETRICA,2,2,130260,2020-08,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,13,13,130260,2020-08,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,3,3,130260,2020-08,F
0201010194 BIOPSIA DE FARINGE/LARINGE,1,1,130260,2020-08,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2020-08,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,4,4,130260,2020-08,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),3,3,130260,2020-08,F
0201010275 BIOPSIA DE MEDULA OSSEA,8,8,130260,2020-08,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),2,2,130260,2020-08,F
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2020-08,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,104,104,130260,2020-08,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2020-08,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,58,58,130260,2020-08,F
0201010518 BIOPSIA/PUNCAO DE VULVA,2,2,130260,2020-08,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2020-08,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2020-08,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,49,49,130260,2020-08,F
0201010666 BIOPSIA DO COLO UTERINO,65,65,130260,2020-08,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,167,167,130260,2020-08,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,819,819,130260,2020-08,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2020-08,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,76,76,130260,2020-08,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),199,199,130260,2020-08,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),2,2,130260,2020-08,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),15,15,130260,2020-08,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,11,11,130260,2020-08,F
