procedimento,2021,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),7,7,130260,2021-09,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),3,3,130260,2021-09,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,7,7,130260,2021-09,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,63,63,130260,2021-09,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,28,28,130260,2021-09,F
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,2,2,130260,2021-09,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,15,15,130260,2021-09,F
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2021-09,F
0101050011 PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,78,78,130260,2021-09,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,47,47,130260,2021-09,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,3,3,130260,2021-09,F
0201010097 BIOPSIA DE CONJUNTIVA,1,1,130260,2021-09,F
0201010151 BIOPSIA DE ENDOMETRIO,1,1,130260,2021-09,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,10,10,130260,2021-09,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2021-09,F
0201010275 BIOPSIA DE MEDULA OSSEA,15,15,130260,2021-09,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,119,119,130260,2021-09,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2021-09,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,58,58,130260,2021-09,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,10,10,130260,2021-09,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,2,2,130260,2021-09,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,2,2,130260,2021-09,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,64,64,130260,2021-09,F
0201010631 PUNCAO LOMBAR,1,1,130260,2021-09,F
0201010666 BIOPSIA DO COLO UTERINO,90,90,130260,2021-09,F
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2021-09,F
0201020025 COLETA DE LINFA PARA PESQUISA DE M LEPRAE,2,2,130260,2021-09,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,124,124,130260,2021-09,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,3225,3225,130260,2021-09,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2021-09,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,99,99,130260,2021-09,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),135,135,130260,2021-09,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2021-09,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),10,10,130260,2021-09,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,67,67,130260,2021-09,F
0202010120 DOSAGEM DE ACIDO URICO,2140,2140,130260,2021-09,F
0202010147 DOSAGEM DE ALDOLASE,16,16,130260,2021-09,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2021-09,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,23,23,130260,2021-09,F
0202010180 DOSAGEM DE AMILASE,255,255,130260,2021-09,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1029,1029,130260,2021-09,F
0202010210 DOSAGEM DE CALCIO,1406,1406,130260,2021-09,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,436,436,130260,2021-09,F
0202010236 DOSAGEM DE CAROTENO,1,1,130260,2021-09,F
0202010252 DOSAGEM DE CERULOPLASMINA,1,1,130260,2021-09,F
0202010260 DOSAGEM DE CLORETO,416,416,130260,2021-09,F
0202010279 DOSAGEM DE COLESTEROL HDL,6375,6375,130260,2021-09,F
0202010287 DOSAGEM DE COLESTEROL LDL,4792,4792,130260,2021-09,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,9248,9248,130260,2021-09,F
0202010317 DOSAGEM DE CREATININA,5985,5985,130260,2021-09,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),333,333,130260,2021-09,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,115,115,130260,2021-09,F
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,4,4,130260,2021-09,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,275,275,130260,2021-09,F
0202010384 DOSAGEM DE FERRITINA,1113,1113,130260,2021-09,F
0202010392 DOSAGEM DE FERRO SERICO,971,971,130260,2021-09,F
0202010406 DOSAGEM DE FOLATO,175,175,130260,2021-09,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,5,5,130260,2021-09,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1518,1518,130260,2021-09,F
0202010430 DOSAGEM DE FOSFORO,1034,1034,130260,2021-09,F
0202010457 DOSAGEM DE GALACTOSE,1,1,130260,2021-09,F
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1504,1504,130260,2021-09,F
0202010473 DOSAGEM DE GLICOSE,9083,9083,130260,2021-09,F
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,1,1,130260,2021-09,F
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,3176,3176,130260,2021-09,F
0202010511 DOSAGEM DE HIDROXIPROLINA,1,1,130260,2021-09,F
0202010538 DOSAGEM DE LACTATO,6,6,130260,2021-09,F
0202010554 DOSAGEM DE LIPASE,149,149,130260,2021-09,F
0202010562 DOSAGEM DE MAGNESIO,852,852,130260,2021-09,F
0202010570 DOSAGEM DE MUCO-PROTEINAS,43,43,130260,2021-09,F
0202010600 DOSAGEM DE POTASSIO,2512,2512,130260,2021-09,F
0202010619 DOSAGEM DE PROTEINAS TOTAIS,34,34,130260,2021-09,F
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,544,544,130260,2021-09,F
0202010635 DOSAGEM DE SODIO,1877,1877,130260,2021-09,F
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),4424,4424,130260,2021-09,F
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),4821,4821,130260,2021-09,F
0202010660 DOSAGEM DE TRANSFERRINA,410,410,130260,2021-09,F
0202010678 DOSAGEM DE TRIGLICERIDEOS,5914,5914,130260,2021-09,F
0202010686 DOSAGEM DE TRIPTOFANO,4,4,130260,2021-09,F
0202010694 DOSAGEM DE UREIA,5814,5814,130260,2021-09,F
0202010708 DOSAGEM DE VITAMINA B12,1081,1081,130260,2021-09,F
0202010716 ELETROFORESE DE LIPOPROTEINAS,2,2,130260,2021-09,F
0202010724 ELETROFORESE DE PROTEINAS,31,31,130260,2021-09,F
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),124,124,130260,2021-09,F
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,16,16,130260,2021-09,F
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,2493,2493,130260,2021-09,F
0202020029 CONTAGEM DE PLAQUETAS,443,443,130260,2021-09,F
0202020037 CONTAGEM DE RETICULOCITOS,28,28,130260,2021-09,F
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,602,602,130260,2021-09,F
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,2,2,130260,2021-09,F
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,533,533,130260,2021-09,F
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,25,25,130260,2021-09,F
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,2,2,130260,2021-09,F
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,11,11,130260,2021-09,F
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),370,370,130260,2021-09,F
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),594,594,130260,2021-09,F
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),860,860,130260,2021-09,F
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,5,5,130260,2021-09,F
0202020177 DOSAGEM DE ANTITROMBINA III,2,2,130260,2021-09,F
0202020185 DOSAGEM DE FATOR II,1,1,130260,2021-09,F
0202020193 DOSAGEM DE FATOR IX,1,1,130260,2021-09,F
0202020207 DOSAGEM DE FATOR V,1,1,130260,2021-09,F
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),2,2,130260,2021-09,F
0202020290 DOSAGEM DE FIBRINOGENIO,18,18,130260,2021-09,F
0202020304 DOSAGEM DE HEMOGLOBINA,33,33,130260,2021-09,F
0202020339 DOSAGEM DE HEMOSSIDERINA,1,1,130260,2021-09,F
0202020355 ELETROFORESE DE HEMOGLOBINA,80,80,130260,2021-09,F
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",363,363,130260,2021-09,F
0202020371 HEMATOCRITO,35,35,130260,2021-09,F
0202020380 HEMOGRAMA COMPLETO,9868,9868,130260,2021-09,F
0202020398 LEUCOGRAMA,590,590,130260,2021-09,F
0202020436 PESQUISA DE FILARIA,7,7,130260,2021-09,F
0202020452 PESQUISA DE PLASMODIO,152,152,130260,2021-09,F
0202020487 PROVA DE CONSUMO DE PROTROMBINA,1,1,130260,2021-09,F
0202020495 PROVA DE RETRACAO DO COAGULO,456,456,130260,2021-09,F
0202020509 PROVA DO LACO,449,449,130260,2021-09,F
0202020517 RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS,1,1,130260,2021-09,F
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,1,1,130260,2021-09,F
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),18,18,130260,2021-09,F
0202020576 PESQUISA DE ANTICOAGULANTE LUPICO,3,3,130260,2021-09,F
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,169,169,130260,2021-09,F
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),4,4,130260,2021-09,F
0202030059 DETECCAO DE RNA DO VIRUS DA HEPATITE C (QUALITATIVO),25,25,130260,2021-09,F
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),5,5,130260,2021-09,F
0202030075 DETERMINACAO DE FATOR REUMATOIDE,507,507,130260,2021-09,F
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,400,400,130260,2021-09,F
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,21,21,130260,2021-09,F
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,3,3,130260,2021-09,F
0202030121 DOSAGEM DE COMPLEMENTO C3,88,88,130260,2021-09,F
0202030130 DOSAGEM DE COMPLEMENTO C4,85,85,130260,2021-09,F
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),5,5,130260,2021-09,F
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),35,35,130260,2021-09,F
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),4,4,130260,2021-09,F
0202030202 DOSAGEM DE PROTEINA C REATIVA,1648,1648,130260,2021-09,F
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),170,170,130260,2021-09,F
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),26,26,130260,2021-09,F
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,16,16,130260,2021-09,F
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,15,15,130260,2021-09,F
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,60,60,130260,2021-09,F
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,17,17,130260,2021-09,F
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),4,4,130260,2021-09,F
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),3742,3742,130260,2021-09,F
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,9,9,130260,2021-09,F
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),8,8,130260,2021-09,F
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,23,23,130260,2021-09,F
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),29,29,130260,2021-09,F
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),22,22,130260,2021-09,F
0202030423 PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),1,1,130260,2021-09,F
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),3,3,130260,2021-09,F
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),522,522,130260,2021-09,F
0202030512 PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS,1,1,130260,2021-09,F
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,3,3,130260,2021-09,F
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,118,118,130260,2021-09,F
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,6,6,130260,2021-09,F
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,7,7,130260,2021-09,F
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,413,413,130260,2021-09,F
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,1,1,130260,2021-09,F
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,40,40,130260,2021-09,F
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),432,432,130260,2021-09,F
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),26,26,130260,2021-09,F
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),2583,2583,130260,2021-09,F
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),8,8,130260,2021-09,F
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,4,4,130260,2021-09,F
0202030717 PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO,1,1,130260,2021-09,F
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,3,3,130260,2021-09,F
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,121,121,130260,2021-09,F
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,161,161,130260,2021-09,F
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),140,140,130260,2021-09,F
0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,118,118,130260,2021-09,F
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),25,25,130260,2021-09,F
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,121,121,130260,2021-09,F
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,2,2,130260,2021-09,F
