procedimento,2020,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),5,5,130260,2020-12,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),5,5,130260,2020-12,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,29,29,130260,2020-12,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,45,45,130260,2020-12,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,8,8,130260,2020-12,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,11,11,130260,2020-12,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,2,2,130260,2020-12,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2020-12,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2020-12,M
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2020-12,M
0201010275 BIOPSIA DE MEDULA OSSEA,7,7,130260,2020-12,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,77,77,130260,2020-12,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,3,3,130260,2020-12,M
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,1,1,130260,2020-12,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,198,198,130260,2020-12,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,8,8,130260,2020-12,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,83,83,130260,2020-12,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),89,89,130260,2020-12,M
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2020-12,M
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2020-12,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),3,3,130260,2020-12,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,11,11,130260,2020-12,M
0202010120 DOSAGEM DE ACIDO URICO,1411,1411,130260,2020-12,M
0202010147 DOSAGEM DE ALDOLASE,5,5,130260,2020-12,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,1,1,130260,2020-12,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,7,7,130260,2020-12,M
0202010180 DOSAGEM DE AMILASE,117,117,130260,2020-12,M
0202010198 DOSAGEM DE AMONIA,1,1,130260,2020-12,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,604,604,130260,2020-12,M
0202010210 DOSAGEM DE CALCIO,905,905,130260,2020-12,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,32,32,130260,2020-12,M
0202010252 DOSAGEM DE CERULOPLASMINA,2,2,130260,2020-12,M
0202010260 DOSAGEM DE CLORETO,70,70,130260,2020-12,M
0202010279 DOSAGEM DE COLESTEROL HDL,3324,3324,130260,2020-12,M
0202010287 DOSAGEM DE COLESTEROL LDL,2959,2959,130260,2020-12,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,4183,4183,130260,2020-12,M
0202010309 DOSAGEM DE COLINESTERASE,1,1,130260,2020-12,M
0202010317 DOSAGEM DE CREATININA,3676,3676,130260,2020-12,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),82,82,130260,2020-12,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,30,30,130260,2020-12,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,59,59,130260,2020-12,M
0202010384 DOSAGEM DE FERRITINA,822,822,130260,2020-12,M
0202010392 DOSAGEM DE FERRO SERICO,540,540,130260,2020-12,M
0202010406 DOSAGEM DE FOLATO,64,64,130260,2020-12,M
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,4,4,130260,2020-12,M
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1036,1036,130260,2020-12,M
0202010430 DOSAGEM DE FOSFORO,628,628,130260,2020-12,M
0202010457 DOSAGEM DE GALACTOSE,1,1,130260,2020-12,M
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),869,869,130260,2020-12,M
0202010473 DOSAGEM DE GLICOSE,4673,4673,130260,2020-12,M
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,3,3,130260,2020-12,M
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,1646,1646,130260,2020-12,M
0202010538 DOSAGEM DE LACTATO,3,3,130260,2020-12,M
0202010554 DOSAGEM DE LIPASE,60,60,130260,2020-12,M
0202010562 DOSAGEM DE MAGNESIO,324,324,130260,2020-12,M
0202010570 DOSAGEM DE MUCO-PROTEINAS,8,8,130260,2020-12,M
0202010600 DOSAGEM DE POTASSIO,1352,1352,130260,2020-12,M
0202010619 DOSAGEM DE PROTEINAS TOTAIS,23,23,130260,2020-12,M
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,431,431,130260,2020-12,M
0202010635 DOSAGEM DE SODIO,867,867,130260,2020-12,M
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),2677,2677,130260,2020-12,M
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),3130,3130,130260,2020-12,M
0202010660 DOSAGEM DE TRANSFERRINA,376,376,130260,2020-12,M
0202010678 DOSAGEM DE TRIGLICERIDEOS,3393,3393,130260,2020-12,M
0202010694 DOSAGEM DE UREIA,4067,4067,130260,2020-12,M
0202010708 DOSAGEM DE VITAMINA B12,349,349,130260,2020-12,M
0202010716 ELETROFORESE DE LIPOPROTEINAS,2,2,130260,2020-12,M
0202010724 ELETROFORESE DE PROTEINAS,15,15,130260,2020-12,M
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),24,24,130260,2020-12,M
0202010740 PROVA DA D-XILOSE,1,1,130260,2020-12,M
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,7,7,130260,2020-12,M
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,1136,1136,130260,2020-12,M
0202020029 CONTAGEM DE PLAQUETAS,320,320,130260,2020-12,M
0202020037 CONTAGEM DE RETICULOCITOS,31,31,130260,2020-12,M
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,462,462,130260,2020-12,M
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,2,2,130260,2020-12,M
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,438,438,130260,2020-12,M
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,15,15,130260,2020-12,M
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,12,12,130260,2020-12,M
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),152,152,130260,2020-12,M
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),375,375,130260,2020-12,M
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),373,373,130260,2020-12,M
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,3,3,130260,2020-12,M
0202020177 DOSAGEM DE ANTITROMBINA III,1,1,130260,2020-12,M
0202020207 DOSAGEM DE FATOR V,1,1,130260,2020-12,M
0202020290 DOSAGEM DE FIBRINOGENIO,3,3,130260,2020-12,M
0202020304 DOSAGEM DE HEMOGLOBINA,7,7,130260,2020-12,M
0202020355 ELETROFORESE DE HEMOGLOBINA,6,6,130260,2020-12,M
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",58,58,130260,2020-12,M
0202020371 HEMATOCRITO,12,12,130260,2020-12,M
0202020380 HEMOGRAMA COMPLETO,5577,5577,130260,2020-12,M
0202020398 LEUCOGRAMA,63,63,130260,2020-12,M
