procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),8,8,130260,2021-09,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,17,17,130260,2021-09,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,48,48,130260,2021-09,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,11,11,130260,2021-09,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,4,4,130260,2021-09,M
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2021-09,M
0101050011 PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,36,36,130260,2021-09,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,21,21,130260,2021-09,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,6,6,130260,2021-09,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,6,6,130260,2021-09,M
0201010275 BIOPSIA DE MEDULA OSSEA,19,19,130260,2021-09,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,92,92,130260,2021-09,M
0201010380 BIOPSIA DE PENIS,1,1,130260,2021-09,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,23,23,130260,2021-09,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,9,9,130260,2021-09,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2021-09,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2021-09,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2021-09,M
0201010631 PUNCAO LOMBAR,1,1,130260,2021-09,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,5,5,130260,2021-09,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1343,1343,130260,2021-09,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,109,109,130260,2021-09,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2021-09,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),29,29,130260,2021-09,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),3,3,130260,2021-09,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,16,16,130260,2021-09,M
