procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),6,6,130260,2021-07,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,11,11,130260,2021-07,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,42,42,130260,2021-07,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,1,1,130260,2021-07,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,2,2,130260,2021-07,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,51,51,130260,2021-07,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,4,4,130260,2021-07,M
0201010194 BIOPSIA DE FARINGE/LARINGE,2,2,130260,2021-07,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,1,1,130260,2021-07,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,5,5,130260,2021-07,M
"0201010240 BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E TUMOR INTRA OCULAR",1,1,130260,2021-07,M
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),2,2,130260,2021-07,M
0201010275 BIOPSIA DE MEDULA OSSEA,4,4,130260,2021-07,M
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),7,7,130260,2021-07,M
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),2,2,130260,2021-07,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,122,122,130260,2021-07,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2021-07,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,23,23,130260,2021-07,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,6,6,130260,2021-07,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,7,7,130260,2021-07,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,2,2,130260,2021-07,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2021-07,M
