procedimento,2022,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),5,5,130260,2022-04,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),23,23,130260,2022-04,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,7,7,130260,2022-04,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,37,37,130260,2022-04,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,181,181,130260,2022-04,M
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,1,1,130260,2022-04,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,61,61,130260,2022-04,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,2,2,130260,2022-04,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,10,10,130260,2022-04,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,8,8,130260,2022-04,M
0201010275 BIOPSIA DE MEDULA OSSEA,19,19,130260,2022-04,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,140,140,130260,2022-04,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2022-04,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,26,26,130260,2022-04,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,6,6,130260,2022-04,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2022-04,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2022-04,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,2,2,130260,2022-04,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1641,1641,130260,2022-04,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,10,10,130260,2022-04,M
0202010015 CLEARANCE OSMOLAR,1,1,130260,2022-04,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,90,90,130260,2022-04,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,9,9,130260,2022-04,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),45,45,130260,2022-04,M
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),3,3,130260,2022-04,M
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),2,2,130260,2022-04,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),6,6,130260,2022-04,M
0202010082 DETERMINACAO DE OSMOLARIDADE,1,1,130260,2022-04,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,42,42,130260,2022-04,M
0202010120 DOSAGEM DE ACIDO URICO,1377,1377,130260,2022-04,M
0202010147 DOSAGEM DE ALDOLASE,313,313,130260,2022-04,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2022-04,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,6,6,130260,2022-04,M
0202010180 DOSAGEM DE AMILASE,451,451,130260,2022-04,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,921,921,130260,2022-04,M
0202010210 DOSAGEM DE CALCIO,1512,1512,130260,2022-04,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,457,457,130260,2022-04,M
0202010252 DOSAGEM DE CERULOPLASMINA,3,3,130260,2022-04,M
0202010260 DOSAGEM DE CLORETO,436,436,130260,2022-04,M
0202010279 DOSAGEM DE COLESTEROL HDL,4651,4651,130260,2022-04,M
0202010287 DOSAGEM DE COLESTEROL LDL,3656,3656,130260,2022-04,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,6213,6213,130260,2022-04,M
0202010317 DOSAGEM DE CREATININA,5511,5511,130260,2022-04,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),560,560,130260,2022-04,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,552,552,130260,2022-04,M
0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,1,1,130260,2022-04,M
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,7,7,130260,2022-04,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,512,512,130260,2022-04,M
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2022-04,M
0202010384 DOSAGEM DE FERRITINA,1143,1143,130260,2022-04,M
0202010392 DOSAGEM DE FERRO SERICO,879,879,130260,2022-04,M
0202010406 DOSAGEM DE FOLATO,157,157,130260,2022-04,M
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,3,3,130260,2022-04,M
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1389,1389,130260,2022-04,M
0202010430 DOSAGEM DE FOSFORO,1089,1089,130260,2022-04,M
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1330,1330,130260,2022-04,M
0202010473 DOSAGEM DE GLICOSE,6302,6302,130260,2022-04,M
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,6,6,130260,2022-04,M
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,2334,2334,130260,2022-04,M
0202010511 DOSAGEM DE HIDROXIPROLINA,1,1,130260,2022-04,M
0202010538 DOSAGEM DE LACTATO,135,135,130260,2022-04,M
0202010554 DOSAGEM DE LIPASE,298,298,130260,2022-04,M
0202010562 DOSAGEM DE MAGNESIO,727,727,130260,2022-04,M
0202010570 DOSAGEM DE MUCO-PROTEINAS,20,20,130260,2022-04,M
0202010600 DOSAGEM DE POTASSIO,2876,2876,130260,2022-04,M
0202010619 DOSAGEM DE PROTEINAS TOTAIS,16,16,130260,2022-04,M
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,473,473,130260,2022-04,M
0202010635 DOSAGEM DE SODIO,2322,2322,130260,2022-04,M
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),3931,3931,130260,2022-04,M
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),4227,4227,130260,2022-04,M
0202010660 DOSAGEM DE TRANSFERRINA,412,412,130260,2022-04,M
0202010678 DOSAGEM DE TRIGLICERIDEOS,4234,4234,130260,2022-04,M
0202010686 DOSAGEM DE TRIPTOFANO,6,6,130260,2022-04,M
0202010694 DOSAGEM DE UREIA,6436,6436,130260,2022-04,M
0202010708 DOSAGEM DE VITAMINA B12,861,861,130260,2022-04,M
