procedimento,2020,total,municipio_ibge,competencia,sexo
0101020058 APLICACAO DE CARIOSTATICO (POR DENTE),1,1,130260,2020-11,F
0101020066 APLICACAO DE SELANTE (POR DENTE),13,13,130260,2020-11,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),17,17,130260,2020-11,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,29,29,130260,2020-11,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,10,10,130260,2020-11,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,48,48,130260,2020-11,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,4,4,130260,2020-11,F
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2020-11,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,25,25,130260,2020-11,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,2,2,130260,2020-11,F
0201010216 BIOPSIA DE FIGADO POR PUNCAO,2,2,130260,2020-11,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2020-11,F
0201010275 BIOPSIA DE MEDULA OSSEA,8,8,130260,2020-11,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),2,2,130260,2020-11,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,86,86,130260,2020-11,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2020-11,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,55,55,130260,2020-11,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2020-11,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,4,4,130260,2020-11,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,2,2,130260,2020-11,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,3,3,130260,2020-11,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,56,56,130260,2020-11,F
0201010666 BIOPSIA DO COLO UTERINO,186,186,130260,2020-11,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,221,221,130260,2020-11,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,924,924,130260,2020-11,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,6,6,130260,2020-11,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,97,97,130260,2020-11,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),247,247,130260,2020-11,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),15,15,130260,2020-11,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,43,43,130260,2020-11,F
0202010120 DOSAGEM DE ACIDO URICO,2654,2654,130260,2020-11,F
0202010147 DOSAGEM DE ALDOLASE,47,47,130260,2020-11,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,1,1,130260,2020-11,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,16,16,130260,2020-11,F
0202010180 DOSAGEM DE AMILASE,247,247,130260,2020-11,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1383,1383,130260,2020-11,F
0202010210 DOSAGEM DE CALCIO,1714,1714,130260,2020-11,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,78,78,130260,2020-11,F
0202010236 DOSAGEM DE CAROTENO,1,1,130260,2020-11,F
0202010252 DOSAGEM DE CERULOPLASMINA,1,1,130260,2020-11,F
0202010260 DOSAGEM DE CLORETO,122,122,130260,2020-11,F
0202010279 DOSAGEM DE COLESTEROL HDL,6561,6561,130260,2020-11,F
0202010287 DOSAGEM DE COLESTEROL LDL,6365,6365,130260,2020-11,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,7935,7935,130260,2020-11,F
0202010309 DOSAGEM DE COLINESTERASE,5,5,130260,2020-11,F
0202010317 DOSAGEM DE CREATININA,6900,6900,130260,2020-11,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),168,168,130260,2020-11,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,69,69,130260,2020-11,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,122,122,130260,2020-11,F
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),3,3,130260,2020-11,F
0202010384 DOSAGEM DE FERRITINA,1015,1015,130260,2020-11,F
0202010392 DOSAGEM DE FERRO SERICO,599,599,130260,2020-11,F
0202010406 DOSAGEM DE FOLATO,132,132,130260,2020-11,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,3,3,130260,2020-11,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1752,1752,130260,2020-11,F
0202010430 DOSAGEM DE FOSFORO,917,917,130260,2020-11,F
