procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),12,12,130260,2021-04,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,16,16,130260,2021-04,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,7,7,130260,2021-04,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,17,17,130260,2021-04,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,1,1,130260,2021-04,M
0101040024 AVALIACAO ANTROPOMETRICA,5,5,130260,2021-04,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,5,5,130260,2021-04,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,4,4,130260,2021-04,M
0201010097 BIOPSIA DE CONJUNTIVA,1,1,130260,2021-04,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2021-04,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2021-04,M
0201010275 BIOPSIA DE MEDULA OSSEA,16,16,130260,2021-04,M
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2021-04,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,70,70,130260,2021-04,M
0201010380 BIOPSIA DE PENIS,1,1,130260,2021-04,M
0201010399 BIOPSIA DE PIRAMIDE NASAL,2,2,130260,2021-04,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2021-04,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,25,25,130260,2021-04,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,3,3,130260,2021-04,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2021-04,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2021-04,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2021-04,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,173,173,130260,2021-04,M
0202010015 CLEARANCE OSMOLAR,2,2,130260,2021-04,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,104,104,130260,2021-04,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),91,91,130260,2021-04,M
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2021-04,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),2,2,130260,2021-04,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,12,12,130260,2021-04,M
0202010120 DOSAGEM DE ACIDO URICO,1564,1564,130260,2021-04,M
0202010147 DOSAGEM DE ALDOLASE,37,37,130260,2021-04,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2021-04,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,1,1,130260,2021-04,M
0202010180 DOSAGEM DE AMILASE,149,149,130260,2021-04,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,622,622,130260,2021-04,M
0202010210 DOSAGEM DE CALCIO,953,953,130260,2021-04,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,139,139,130260,2021-04,M
0202010252 DOSAGEM DE CERULOPLASMINA,5,5,130260,2021-04,M
0202010260 DOSAGEM DE CLORETO,179,179,130260,2021-04,M
0202010279 DOSAGEM DE COLESTEROL HDL,4146,4146,130260,2021-04,M
0202010287 DOSAGEM DE COLESTEROL LDL,3502,3502,130260,2021-04,M
0202010295 DOSAGEM DE COLESTEROL TOTAL,5263,5263,130260,2021-04,M
0202010309 DOSAGEM DE COLINESTERASE,1,1,130260,2021-04,M
0202010317 DOSAGEM DE CREATININA,4442,4442,130260,2021-04,M
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),295,295,130260,2021-04,M
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,142,142,130260,2021-04,M
0202010368 DOSAGEM DE DESIDROGENASE LATICA,289,289,130260,2021-04,M
0202010384 DOSAGEM DE FERRITINA,888,888,130260,2021-04,M
0202010392 DOSAGEM DE FERRO SERICO,613,613,130260,2021-04,M
0202010406 DOSAGEM DE FOLATO,90,90,130260,2021-04,M
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,1,1,130260,2021-04,M
0202010422 DOSAGEM DE FOSFATASE ALCALINA,963,963,130260,2021-04,M
0202010430 DOSAGEM DE FOSFORO,736,736,130260,2021-04,M
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),961,961,130260,2021-04,M
0202010473 DOSAGEM DE GLICOSE,5668,5668,130260,2021-04,M
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,2,2,130260,2021-04,M
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,1965,1965,130260,2021-04,M
0202010538 DOSAGEM DE LACTATO,12,12,130260,2021-04,M
0202010554 DOSAGEM DE LIPASE,120,120,130260,2021-04,M
0202010562 DOSAGEM DE MAGNESIO,450,450,130260,2021-04,M
0202010570 DOSAGEM DE MUCO-PROTEINAS,15,15,130260,2021-04,M
0202010600 DOSAGEM DE POTASSIO,1961,1961,130260,2021-04,M
0202010619 DOSAGEM DE PROTEINAS TOTAIS,9,9,130260,2021-04,M
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,404,404,130260,2021-04,M
0202010635 DOSAGEM DE SODIO,1312,1312,130260,2021-04,M
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),3101,3101,130260,2021-04,M
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),3635,3635,130260,2021-04,M
0202010660 DOSAGEM DE TRANSFERRINA,348,348,130260,2021-04,M
0202010678 DOSAGEM DE TRIGLICERIDEOS,3913,3913,130260,2021-04,M
0202010686 DOSAGEM DE TRIPTOFANO,2,2,130260,2021-04,M
0202010694 DOSAGEM DE UREIA,4710,4710,130260,2021-04,M
0202010708 DOSAGEM DE VITAMINA B12,536,536,130260,2021-04,M
0202010716 ELETROFORESE DE LIPOPROTEINAS,2,2,130260,2021-04,M
0202010724 ELETROFORESE DE PROTEINAS,7,7,130260,2021-04,M
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),151,151,130260,2021-04,M
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,15,15,130260,2021-04,M
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,1346,1346,130260,2021-04,M
0202020029 CONTAGEM DE PLAQUETAS,189,189,130260,2021-04,M
0202020037 CONTAGEM DE RETICULOCITOS,11,11,130260,2021-04,M
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,450,450,130260,2021-04,M
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,395,395,130260,2021-04,M
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,19,19,130260,2021-04,M
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,14,14,130260,2021-04,M
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),230,230,130260,2021-04,M
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),430,430,130260,2021-04,M
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),338,338,130260,2021-04,M
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,2,2,130260,2021-04,M
0202020185 DOSAGEM DE FATOR II,1,1,130260,2021-04,M
0202020290 DOSAGEM DE FIBRINOGENIO,19,19,130260,2021-04,M
0202020304 DOSAGEM DE HEMOGLOBINA,26,26,130260,2021-04,M
0202020312 DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC,1,1,130260,2021-04,M
0202020355 ELETROFORESE DE HEMOGLOBINA,7,7,130260,2021-04,M
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",159,159,130260,2021-04,M
0202020371 HEMATOCRITO,109,109,130260,2021-04,M
0202020380 HEMOGRAMA COMPLETO,7558,7558,130260,2021-04,M
0202020398 LEUCOGRAMA,221,221,130260,2021-04,M
0202020444 PESQUISA DE HEMOGLOBINA S,2,2,130260,2021-04,M
0202020452 PESQUISA DE PLASMODIO,117,117,130260,2021-04,M
0202020487 PROVA DE CONSUMO DE PROTROMBINA,1,1,130260,2021-04,M
0202020495 PROVA DE RETRACAO DO COAGULO,322,322,130260,2021-04,M
0202020509 PROVA DO LACO,333,333,130260,2021-04,M
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,2,2,130260,2021-04,M
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),3,3,130260,2021-04,M
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,573,573,130260,2021-04,M
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),2,2,130260,2021-04,M
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),6,6,130260,2021-04,M
0202030075 DETERMINACAO DE FATOR REUMATOIDE,178,178,130260,2021-04,M
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,361,361,130260,2021-04,M
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,12,12,130260,2021-04,M
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),2249,2249,130260,2021-04,M
0202030121 DOSAGEM DE COMPLEMENTO C3,15,15,130260,2021-04,M
0202030130 DOSAGEM DE COMPLEMENTO C4,13,13,130260,2021-04,M
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),6,6,130260,2021-04,M
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),5,5,130260,2021-04,M
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),3,3,130260,2021-04,M
0202030202 DOSAGEM DE PROTEINA C REATIVA,922,922,130260,2021-04,M
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),217,217,130260,2021-04,M
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),8,8,130260,2021-04,M
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,3,3,130260,2021-04,M
