procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),8,8,130260,2021-03,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,24,24,130260,2021-03,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,25,25,130260,2021-03,M
0101020104 ORIENTACAO DE HIGIENE BUCAL,19,19,130260,2021-03,M
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,1,1,130260,2021-03,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,3,3,130260,2021-03,M
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2021-03,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,4,4,130260,2021-03,M
0201010046 BIOPSIA DE ANUS E CANAL ANAL,5,5,130260,2021-03,M
0201010194 BIOPSIA DE FARINGE/LARINGE,3,3,130260,2021-03,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2021-03,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,2,2,130260,2021-03,M
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2021-03,M
0201010275 BIOPSIA DE MEDULA OSSEA,5,5,130260,2021-03,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,71,71,130260,2021-03,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,33,33,130260,2021-03,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,11,11,130260,2021-03,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,2,2,130260,2021-03,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,233,233,130260,2021-03,M
0202010015 CLEARANCE OSMOLAR,1,1,130260,2021-03,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,105,105,130260,2021-03,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2021-03,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),95,95,130260,2021-03,M
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2021-03,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),4,4,130260,2021-03,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,9,9,130260,2021-03,M
0202010120 DOSAGEM DE ACIDO URICO,1607,1607,130260,2021-03,M
0202010147 DOSAGEM DE ALDOLASE,13,13,130260,2021-03,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2021-03,M
