procedimento,2020,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),7,7,130260,2020-12,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),8,8,130260,2020-12,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,8,8,130260,2020-12,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,81,81,130260,2020-12,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,15,15,130260,2020-12,F
0101050062 SESSAO DE ARTETERAPIA,1,1,130260,2020-12,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,14,14,130260,2020-12,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2020-12,F
0201010275 BIOPSIA DE MEDULA OSSEA,9,9,130260,2020-12,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,71,71,130260,2020-12,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,18,18,130260,2020-12,F
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2020-12,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2020-12,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,4,4,130260,2020-12,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,1,1,130260,2020-12,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2020-12,F
0201010666 BIOPSIA DO COLO UTERINO,88,88,130260,2020-12,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,80,80,130260,2020-12,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,712,712,130260,2020-12,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,3,3,130260,2020-12,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,79,79,130260,2020-12,F
