procedimento,2022,total,municipio_ibge,competencia,sexo
0101020058 APLICACAO DE CARIOSTATICO (POR DENTE),5,5,130260,2022-08,F
0101020066 APLICACAO DE SELANTE (POR DENTE),32,32,130260,2022-08,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),56,56,130260,2022-08,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,21,21,130260,2022-08,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,100,100,130260,2022-08,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,7216,7216,130260,2022-08,F
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,130,130,130260,2022-08,F
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,2,2,130260,2022-08,F
0101040024 AVALIACAO ANTROPOMETRICA,21,21,130260,2022-08,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,16,16,130260,2022-08,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,1,1,130260,2022-08,F
0201010097 BIOPSIA DE CONJUNTIVA,1,1,130260,2022-08,F
0201010216 BIOPSIA DE FIGADO POR PUNCAO,1,1,130260,2022-08,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2022-08,F
0201010275 BIOPSIA DE MEDULA OSSEA,13,13,130260,2022-08,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),3,3,130260,2022-08,F
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-08,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,155,155,130260,2022-08,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2022-08,F
0201010437 BIOPSIA DE RIM POR PUNCAO,4,4,130260,2022-08,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,81,81,130260,2022-08,F
0201010500 BIOPSIA/PUNCAO DE VAGINA,2,2,130260,2022-08,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2022-08,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,23,23,130260,2022-08,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,5,5,130260,2022-08,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,118,118,130260,2022-08,F
0201010666 BIOPSIA DO COLO UTERINO,108,108,130260,2022-08,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,113,113,130260,2022-08,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,220,220,130260,2022-08,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2022-08,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,95,95,130260,2022-08,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,3,3,130260,2022-08,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),258,258,130260,2022-08,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),12,12,130260,2022-08,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,112,112,130260,2022-08,F
0202010120 DOSAGEM DE ACIDO URICO,3054,3054,130260,2022-08,F
0202010147 DOSAGEM DE ALDOLASE,21,21,130260,2022-08,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,3,3,130260,2022-08,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,12,12,130260,2022-08,F
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2022-08,F
0202010180 DOSAGEM DE AMILASE,717,717,130260,2022-08,F
0202010198 DOSAGEM DE AMONIA,1,1,130260,2022-08,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1808,1808,130260,2022-08,F
0202010210 DOSAGEM DE CALCIO,2153,2153,130260,2022-08,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,811,811,130260,2022-08,F
0202010252 DOSAGEM DE CERULOPLASMINA,3,3,130260,2022-08,F
0202010260 DOSAGEM DE CLORETO,658,658,130260,2022-08,F
0202010279 DOSAGEM DE COLESTEROL HDL,9640,9640,130260,2022-08,F
0202010287 DOSAGEM DE COLESTEROL LDL,7634,7634,130260,2022-08,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,12223,12223,130260,2022-08,F
0202010317 DOSAGEM DE CREATININA,9264,9264,130260,2022-08,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),482,482,130260,2022-08,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,200,200,130260,2022-08,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,332,332,130260,2022-08,F
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2022-08,F
0202010384 DOSAGEM DE FERRITINA,1652,1652,130260,2022-08,F
0202010392 DOSAGEM DE FERRO SERICO,1435,1435,130260,2022-08,F
0202010406 DOSAGEM DE FOLATO,392,392,130260,2022-08,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,8,8,130260,2022-08,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2290,2290,130260,2022-08,F
0202010430 DOSAGEM DE FOSFORO,1326,1326,130260,2022-08,F
0202010457 DOSAGEM DE GALACTOSE,2,2,130260,2022-08,F
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2662,2662,130260,2022-08,F
0202010473 DOSAGEM DE GLICOSE,11315,11315,130260,2022-08,F
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,4,4,130260,2022-08,F
0202010490 DOSAGEM DE HAPTOGLOBINA,2,2,130260,2022-08,F
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,5514,5514,130260,2022-08,F
0202010538 DOSAGEM DE LACTATO,41,41,130260,2022-08,F
0202010554 DOSAGEM DE LIPASE,400,400,130260,2022-08,F
0202010562 DOSAGEM DE MAGNESIO,1362,1362,130260,2022-08,F
0202010570 DOSAGEM DE MUCO-PROTEINAS,28,28,130260,2022-08,F
0202010600 DOSAGEM DE POTASSIO,4249,4249,130260,2022-08,F
0202010619 DOSAGEM DE PROTEINAS TOTAIS,44,44,130260,2022-08,F
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,641,641,130260,2022-08,F
0202010635 DOSAGEM DE SODIO,3238,3238,130260,2022-08,F
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),6799,6799,130260,2022-08,F
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),7259,7259,130260,2022-08,F
0202010660 DOSAGEM DE TRANSFERRINA,411,411,130260,2022-08,F
0202010678 DOSAGEM DE TRIGLICERIDEOS,8105,8105,130260,2022-08,F
0202010686 DOSAGEM DE TRIPTOFANO,18,18,130260,2022-08,F
0202010694 DOSAGEM DE UREIA,8704,8704,130260,2022-08,F
0202010708 DOSAGEM DE VITAMINA B12,2354,2354,130260,2022-08,F
0202010724 ELETROFORESE DE PROTEINAS,51,51,130260,2022-08,F
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),188,188,130260,2022-08,F
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,33,33,130260,2022-08,F
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,5113,5113,130260,2022-08,F
0202020029 CONTAGEM DE PLAQUETAS,579,579,130260,2022-08,F
0202020037 CONTAGEM DE RETICULOCITOS,50,50,130260,2022-08,F
0202020061 DETERMINACAO DE SULFO-HEMOGLOBINA,1,1,130260,2022-08,F
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,1461,1461,130260,2022-08,F
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,1339,1339,130260,2022-08,F
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,104,104,130260,2022-08,F
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,1,1,130260,2022-08,F
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,59,59,130260,2022-08,F
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),946,946,130260,2022-08,F
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),1535,1535,130260,2022-08,F
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1316,1316,130260,2022-08,F
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,10,10,130260,2022-08,F
0202020177 DOSAGEM DE ANTITROMBINA III,4,4,130260,2022-08,F
0202020185 DOSAGEM DE FATOR II,3,3,130260,2022-08,F
0202020193 DOSAGEM DE FATOR IX,1,1,130260,2022-08,F
0202020207 DOSAGEM DE FATOR V,1,1,130260,2022-08,F
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),3,3,130260,2022-08,F
0202020290 DOSAGEM DE FIBRINOGENIO,16,16,130260,2022-08,F
0202020304 DOSAGEM DE HEMOGLOBINA,21,21,130260,2022-08,F
0202020355 ELETROFORESE DE HEMOGLOBINA,174,174,130260,2022-08,F
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",128,128,130260,2022-08,F
0202020371 HEMATOCRITO,23,23,130260,2022-08,F
0202020380 HEMOGRAMA COMPLETO,13093,13093,130260,2022-08,F
0202020398 LEUCOGRAMA,144,144,130260,2022-08,F
0202020410 PESQUISA DE CELULAS LE,3,3,130260,2022-08,F
0202020444 PESQUISA DE HEMOGLOBINA S,1,1,130260,2022-08,F
0202020452 PESQUISA DE PLASMODIO,2,2,130260,2022-08,F
0202020460 PESQUISA DE TRIPANOSSOMA,1,1,130260,2022-08,F
0202020487 PROVA DE CONSUMO DE PROTROMBINA,2,2,130260,2022-08,F
0202020495 PROVA DE RETRACAO DO COAGULO,1044,1044,130260,2022-08,F
0202020509 PROVA DO LACO,1074,1074,130260,2022-08,F
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,1,1,130260,2022-08,F
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),36,36,130260,2022-08,F
0202020576 PESQUISA DE ANTICOAGULANTE LUPICO,6,6,130260,2022-08,F
0202030016 CONTAGEM DE LINFOCITOS B,1,1,130260,2022-08,F
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,481,481,130260,2022-08,F
0202030032 CONTAGEM DE LINFOCITOS T TOTAIS,6,6,130260,2022-08,F
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),7,7,130260,2022-08,F
0202030059 DETECCAO DE RNA DO VIRUS DA HEPATITE C (QUALITATIVO),13,13,130260,2022-08,F
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),15,15,130260,2022-08,F
0202030075 DETERMINACAO DE FATOR REUMATOIDE,695,695,130260,2022-08,F
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,423,423,130260,2022-08,F
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,58,58,130260,2022-08,F
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,7,7,130260,2022-08,F
0202030121 DOSAGEM DE COMPLEMENTO C3,130,130,130260,2022-08,F
0202030130 DOSAGEM DE COMPLEMENTO C4,134,134,130260,2022-08,F
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),26,26,130260,2022-08,F
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),71,71,130260,2022-08,F
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),23,23,130260,2022-08,F
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,11,11,130260,2022-08,F
0202030202 DOSAGEM DE PROTEINA C REATIVA,2198,2198,130260,2022-08,F
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),120,120,130260,2022-08,F
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,24,24,130260,2022-08,F
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,19,19,130260,2022-08,F
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,115,115,130260,2022-08,F
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,23,23,130260,2022-08,F
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),8,8,130260,2022-08,F
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),2070,2070,130260,2022-08,F
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,18,18,130260,2022-08,F
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),18,18,130260,2022-08,F
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,44,44,130260,2022-08,F
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),75,75,130260,2022-08,F
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),63,63,130260,2022-08,F
0202030423 PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),1,1,130260,2022-08,F
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),8,8,130260,2022-08,F
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),466,466,130260,2022-08,F
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,2,2,130260,2022-08,F
0202030547 PESQUISA DE ANTICORPOS ANTILISTERIA,1,1,130260,2022-08,F
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,279,279,130260,2022-08,F
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,18,18,130260,2022-08,F
0202030571 PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO,2,2,130260,2022-08,F
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,15,15,130260,2022-08,F
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,690,690,130260,2022-08,F
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,1,1,130260,2022-08,F
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,124,124,130260,2022-08,F
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),664,664,130260,2022-08,F
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),109,109,130260,2022-08,F
0202030660 PESQUISA DE ANTICORPOS CONTRA O SPOROTRIX SCHENKII,2,2,130260,2022-08,F
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),2258,2258,130260,2022-08,F
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),30,30,130260,2022-08,F
