procedimento,2021,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),1,1,130260,2021-01,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,9,9,130260,2021-01,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,19,19,130260,2021-01,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,8,8,130260,2021-01,M
0101040024 AVALIACAO ANTROPOMETRICA,2,2,130260,2021-01,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,4,4,130260,2021-01,M
0201010275 BIOPSIA DE MEDULA OSSEA,13,13,130260,2021-01,M
0201010364 BIOPSIA DE PAVILHAO AURICULAR,1,1,130260,2021-01,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,23,23,130260,2021-01,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,27,27,130260,2021-01,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,3,3,130260,2021-01,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2021-01,M
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2021-01,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2021-01,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,225,225,130260,2021-01,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,89,89,130260,2021-01,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),64,64,130260,2021-01,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),2,2,130260,2021-01,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,3,3,130260,2021-01,M
0202010120 DOSAGEM DE ACIDO URICO,973,973,130260,2021-01,M
0202010147 DOSAGEM DE ALDOLASE,6,6,130260,2021-01,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,1,1,130260,2021-01,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,5,5,130260,2021-01,M
0202010180 DOSAGEM DE AMILASE,142,142,130260,2021-01,M
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,521,521,130260,2021-01,M
0202010210 DOSAGEM DE CALCIO,826,826,130260,2021-01,M
0202010228 DOSAGEM DE CALCIO IONIZAVEL,31,31,130260,2021-01,M
0202010260 DOSAGEM DE CLORETO,68,68,130260,2021-01,M
0202010279 DOSAGEM DE COLESTEROL HDL,2831,2831,130260,2021-01,M
0202010287 DOSAGEM DE COLESTEROL LDL,2527,2527,130260,2021-01,M
