procedimento,2022,total,municipio_ibge,competencia,sexo
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),27,27,130260,2022-05,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,8,8,130260,2022-05,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,48,48,130260,2022-05,F
0101020104 ORIENTACAO DE HIGIENE BUCAL,229,229,130260,2022-05,F
0101040024 AVALIACAO ANTROPOMETRICA,3,3,130260,2022-05,F
0101040032 COLETA EXTERNA DE LEITE MATERNO (POR DOADORA),14,14,130260,2022-05,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,41,41,130260,2022-05,F
0201010097 BIOPSIA DE CONJUNTIVA,2,2,130260,2022-05,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,1,1,130260,2022-05,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,6,6,130260,2022-05,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2022-05,F
0201010275 BIOPSIA DE MEDULA OSSEA,10,10,130260,2022-05,F
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-05,F
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-05,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,158,158,130260,2022-05,F
0201010399 BIOPSIA DE PIRAMIDE NASAL,1,1,130260,2022-05,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,136,136,130260,2022-05,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,2,2,130260,2022-05,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2022-05,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,9,9,130260,2022-05,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,7,7,130260,2022-05,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,31,31,130260,2022-05,F
0201010666 BIOPSIA DO COLO UTERINO,103,103,130260,2022-05,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,127,127,130260,2022-05,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1084,1084,130260,2022-05,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,113,113,130260,2022-05,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,3,3,130260,2022-05,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),241,241,130260,2022-05,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2022-05,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),14,14,130260,2022-05,F
0202010082 DETERMINACAO DE OSMOLARIDADE,2,2,130260,2022-05,F
0202010090 DOSAGEM DE 5-NUCLEOTIDASE,1,1,130260,2022-05,F
0202010104 DOSAGEM DE ACETONA,2,2,130260,2022-05,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,95,95,130260,2022-05,F
0202010120 DOSAGEM DE ACIDO URICO,3296,3296,130260,2022-05,F
0202010147 DOSAGEM DE ALDOLASE,35,35,130260,2022-05,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2022-05,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,9,9,130260,2022-05,F
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2022-05,F
0202010180 DOSAGEM DE AMILASE,567,567,130260,2022-05,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1650,1650,130260,2022-05,F
0202010210 DOSAGEM DE CALCIO,2147,2147,130260,2022-05,F
