procedimento,2020,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),1,1,130260,2020-01,M
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),16,16,130260,2020-01,M
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,7,7,130260,2020-01,M
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,104,104,130260,2020-01,M
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,7,7,130260,2020-01,M
0101040024 AVALIACAO ANTROPOMETRICA,2,2,130260,2020-01,M
0101050054 OFICINA DE MASSAGEM/ AUTO-MASSAGEM,1,1,130260,2020-01,M
0101050070 SESSAO DE MEDITACAO,3,3,130260,2020-01,M
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,10,10,130260,2020-01,M
0201010194 BIOPSIA DE FARINGE/LARINGE,1,1,130260,2020-01,M
0201010224 BIOPSIA DE GANGLIO LINFATICO,5,5,130260,2020-01,M
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2020-01,M
0201010275 BIOPSIA DE MEDULA OSSEA,9,9,130260,2020-01,M
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),2,2,130260,2020-01,M
0201010372 BIOPSIA DE PELE E PARTES MOLES,56,56,130260,2020-01,M
0201010380 BIOPSIA DE PENIS,1,1,130260,2020-01,M
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),4,4,130260,2020-01,M
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,38,38,130260,2020-01,M
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,4,4,130260,2020-01,M
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,6,6,130260,2020-01,M
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,2,2,130260,2020-01,M
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2020-01,M
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,610,610,130260,2020-01,M
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,4,4,130260,2020-01,M
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,125,125,130260,2020-01,M
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,4,4,130260,2020-01,M
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),28,28,130260,2020-01,M
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),8,8,130260,2020-01,M
0202010112 DOSAGEM DE ACIDO ASCORBICO,9,9,130260,2020-01,M
0202010120 DOSAGEM DE ACIDO URICO,1170,1170,130260,2020-01,M
0202010147 DOSAGEM DE ALDOLASE,4,4,130260,2020-01,M
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,9,9,130260,2020-01,M
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,1,1,130260,2020-01,M
