procedimento,2020,total,municipio_ibge,competencia,sexo
0101020066 APLICACAO DE SELANTE (POR DENTE),13,13,130260,2020-09,F
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),7,7,130260,2020-09,F
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,9,9,130260,2020-09,F
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,13,13,130260,2020-09,F
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,3,3,130260,2020-09,F
0101050011 PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,31,31,130260,2020-09,F
0101050062 SESSAO DE ARTETERAPIA,1,1,130260,2020-09,F
0101050070 SESSAO DE MEDITACAO,130,130,130260,2020-09,F
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,18,18,130260,2020-09,F
0201010046 BIOPSIA DE ANUS E CANAL ANAL,3,3,130260,2020-09,F
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2020-09,F
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2020-09,F
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),2,2,130260,2020-09,F
0201010275 BIOPSIA DE MEDULA OSSEA,9,9,130260,2020-09,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,96,96,130260,2020-09,F
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2020-09,F
0201010445 BIOPSIA DE SEIO PARANASAL,1,1,130260,2020-09,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,49,49,130260,2020-09,F
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2020-09,F
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2020-09,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2020-09,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,1,1,130260,2020-09,F
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,2,2,130260,2020-09,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,31,31,130260,2020-09,F
0201010666 BIOPSIA DO COLO UTERINO,52,52,130260,2020-09,F
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2020-09,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,222,222,130260,2020-09,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,763,763,130260,2020-09,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,91,91,130260,2020-09,F
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2020-09,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),232,232,130260,2020-09,F
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2020-09,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),6,6,130260,2020-09,F
0202010082 DETERMINACAO DE OSMOLARIDADE,1,1,130260,2020-09,F
0202010090 DOSAGEM DE 5-NUCLEOTIDASE,1,1,130260,2020-09,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,39,39,130260,2020-09,F
0202010120 DOSAGEM DE ACIDO URICO,2169,2169,130260,2020-09,F
0202010139 DOSAGEM DE ACIDO VANILMANDELICO,1,1,130260,2020-09,F
0202010147 DOSAGEM DE ALDOLASE,60,60,130260,2020-09,F
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2020-09,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,12,12,130260,2020-09,F
0202010180 DOSAGEM DE AMILASE,254,254,130260,2020-09,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1156,1156,130260,2020-09,F
0202010210 DOSAGEM DE CALCIO,1369,1369,130260,2020-09,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,80,80,130260,2020-09,F
0202010252 DOSAGEM DE CERULOPLASMINA,2,2,130260,2020-09,F
0202010260 DOSAGEM DE CLORETO,112,112,130260,2020-09,F
0202010279 DOSAGEM DE COLESTEROL HDL,4883,4883,130260,2020-09,F
0202010287 DOSAGEM DE COLESTEROL LDL,4752,4752,130260,2020-09,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,6383,6383,130260,2020-09,F
0202010309 DOSAGEM DE COLINESTERASE,3,3,130260,2020-09,F
0202010317 DOSAGEM DE CREATININA,5464,5464,130260,2020-09,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),225,225,130260,2020-09,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,136,136,130260,2020-09,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,113,113,130260,2020-09,F
0202010384 DOSAGEM DE FERRITINA,909,909,130260,2020-09,F
0202010392 DOSAGEM DE FERRO SERICO,646,646,130260,2020-09,F
0202010406 DOSAGEM DE FOLATO,66,66,130260,2020-09,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,2,2,130260,2020-09,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1548,1548,130260,2020-09,F
0202010430 DOSAGEM DE FOSFORO,440,440,130260,2020-09,F
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1488,1488,130260,2020-09,F
0202010473 DOSAGEM DE GLICOSE,7617,7617,130260,2020-09,F
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,2,2,130260,2020-09,F
0202010490 DOSAGEM DE HAPTOGLOBINA,1,1,130260,2020-09,F
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,2588,2588,130260,2020-09,F
0202010538 DOSAGEM DE LACTATO,7,7,130260,2020-09,F
0202010554 DOSAGEM DE LIPASE,108,108,130260,2020-09,F
0202010562 DOSAGEM DE MAGNESIO,554,554,130260,2020-09,F
0202010570 DOSAGEM DE MUCO-PROTEINAS,45,45,130260,2020-09,F
0202010600 DOSAGEM DE POTASSIO,1903,1903,130260,2020-09,F
0202010619 DOSAGEM DE PROTEINAS TOTAIS,57,57,130260,2020-09,F
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,490,490,130260,2020-09,F
0202010635 DOSAGEM DE SODIO,1317,1317,130260,2020-09,F
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),4300,4300,130260,2020-09,F
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),4633,4633,130260,2020-09,F
0202010660 DOSAGEM DE TRANSFERRINA,413,413,130260,2020-09,F
0202010678 DOSAGEM DE TRIGLICERIDEOS,5590,5590,130260,2020-09,F
0202010686 DOSAGEM DE TRIPTOFANO,7,7,130260,2020-09,F
0202010694 DOSAGEM DE UREIA,5568,5568,130260,2020-09,F
0202010708 DOSAGEM DE VITAMINA B12,749,749,130260,2020-09,F
0202010716 ELETROFORESE DE LIPOPROTEINAS,3,3,130260,2020-09,F
0202010724 ELETROFORESE DE PROTEINAS,12,12,130260,2020-09,F
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),23,23,130260,2020-09,F
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,34,34,130260,2020-09,F
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,1898,1898,130260,2020-09,F
0202020029 CONTAGEM DE PLAQUETAS,372,372,130260,2020-09,F
0202020037 CONTAGEM DE RETICULOCITOS,66,66,130260,2020-09,F
0202020053 DETERMINACAO DE ENZIMAS ERITROCITARIAS (CADA),2,2,130260,2020-09,F
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,607,607,130260,2020-09,F
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,2,2,130260,2020-09,F
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,576,576,130260,2020-09,F
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,19,19,130260,2020-09,F
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,13,13,130260,2020-09,F
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),170,170,130260,2020-09,F
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),504,504,130260,2020-09,F
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),912,912,130260,2020-09,F
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,9,9,130260,2020-09,F
0202020177 DOSAGEM DE ANTITROMBINA III,1,1,130260,2020-09,F
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),1,1,130260,2020-09,F
0202020290 DOSAGEM DE FIBRINOGENIO,5,5,130260,2020-09,F
0202020304 DOSAGEM DE HEMOGLOBINA,6,6,130260,2020-09,F
0202020355 ELETROFORESE DE HEMOGLOBINA,102,102,130260,2020-09,F
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",367,367,130260,2020-09,F
0202020371 HEMATOCRITO,58,58,130260,2020-09,F
0202020380 HEMOGRAMA COMPLETO,9063,9063,130260,2020-09,F
0202020398 LEUCOGRAMA,354,354,130260,2020-09,F
0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,1,1,130260,2020-09,F
0202020410 PESQUISA DE CELULAS LE,6,6,130260,2020-09,F
0202020460 PESQUISA DE TRIPANOSSOMA,2,2,130260,2020-09,F
0202020495 PROVA DE RETRACAO DO COAGULO,463,463,130260,2020-09,F
0202020509 PROVA DO LACO,463,463,130260,2020-09,F
0202020517 RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS,1,1,130260,2020-09,F
0202020533 TESTE DE HAM (HEMOLISE ACIDA),1,1,130260,2020-09,F
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),16,16,130260,2020-09,F
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,268,268,130260,2020-09,F
0202030032 CONTAGEM DE LINFOCITOS T TOTAIS,1,1,130260,2020-09,F
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),5,5,130260,2020-09,F
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),5,5,130260,2020-09,F
0202030075 DETERMINACAO DE FATOR REUMATOIDE,774,774,130260,2020-09,F
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,643,643,130260,2020-09,F
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,29,29,130260,2020-09,F
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,2,2,130260,2020-09,F
0202030121 DOSAGEM DE COMPLEMENTO C3,99,99,130260,2020-09,F
0202030130 DOSAGEM DE COMPLEMENTO C4,94,94,130260,2020-09,F
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),3,3,130260,2020-09,F
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),14,14,130260,2020-09,F
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),6,6,130260,2020-09,F
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,1,1,130260,2020-09,F
0202030202 DOSAGEM DE PROTEINA C REATIVA,1020,1020,130260,2020-09,F
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),204,204,130260,2020-09,F
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),39,39,130260,2020-09,F
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,26,26,130260,2020-09,F
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,18,18,130260,2020-09,F
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,65,65,130260,2020-09,F
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,24,24,130260,2020-09,F
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),24,24,130260,2020-09,F
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),3003,3003,130260,2020-09,F
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,9,9,130260,2020-09,F
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),18,18,130260,2020-09,F
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,28,28,130260,2020-09,F
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),42,42,130260,2020-09,F
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),40,40,130260,2020-09,F
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),4,4,130260,2020-09,F
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),478,478,130260,2020-09,F
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,3,3,130260,2020-09,F
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,149,149,130260,2020-09,F
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,7,7,130260,2020-09,F
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,8,8,130260,2020-09,F
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,365,365,130260,2020-09,F
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,19,19,130260,2020-09,F
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,45,45,130260,2020-09,F
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),513,513,130260,2020-09,F
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),26,26,130260,2020-09,F
0202030652 PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA,1,1,130260,2020-09,F
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),2379,2379,130260,2020-09,F
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),5,5,130260,2020-09,F
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,10,10,130260,2020-09,F
0202030725 PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA,2,2,130260,2020-09,F
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,5,5,130260,2020-09,F
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,214,214,130260,2020-09,F
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,706,706,130260,2020-09,F
0202030776 PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI,1,1,130260,2020-09,F
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),263,263,130260,2020-09,F
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),19,19,130260,2020-09,F
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,226,226,130260,2020-09,F
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,3,3,130260,2020-09,F
0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,5,5,130260,2020-09,F
0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,38,38,130260,2020-09,F
0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,221,221,130260,2020-09,F
0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,735,735,130260,2020-09,F
0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),125,125,130260,2020-09,F
0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,10,10,130260,2020-09,F
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),16,16,130260,2020-09,F
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,228,228,130260,2020-09,F
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,2,2,130260,2020-09,F
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,5,5,130260,2020-09,F
0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,36,36,130260,2020-09,F
0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),33,33,130260,2020-09,F
0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),974,974,130260,2020-09,F
0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),61,61,130260,2020-09,F
0202031004 PESQUISA DE CRIOGLOBULINAS,3,3,130260,2020-09,F
