procedimento,2020,total,municipio_ibge,competencia,sexo
0201010275 BIOPSIA DE MEDULA OSSEA,3,3,130260,2020-06,F
0201010372 BIOPSIA DE PELE E PARTES MOLES,20,20,130260,2020-06,F
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,21,21,130260,2020-06,F
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2020-06,F
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,5,5,130260,2020-06,F
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,33,33,130260,2020-06,F
0201010666 BIOPSIA DO COLO UTERINO,65,65,130260,2020-06,F
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2020-06,F
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,40,40,130260,2020-06,F
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,482,482,130260,2020-06,F
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,3,3,130260,2020-06,F
0202010015 CLEARANCE OSMOLAR,1,1,130260,2020-06,F
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,76,76,130260,2020-06,F
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),122,122,130260,2020-06,F
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),18,18,130260,2020-06,F
0202010112 DOSAGEM DE ACIDO ASCORBICO,10,10,130260,2020-06,F
0202010120 DOSAGEM DE ACIDO URICO,1450,1450,130260,2020-06,F
0202010147 DOSAGEM DE ALDOLASE,16,16,130260,2020-06,F
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,3,3,130260,2020-06,F
0202010180 DOSAGEM DE AMILASE,156,156,130260,2020-06,F
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,896,896,130260,2020-06,F
0202010210 DOSAGEM DE CALCIO,1213,1213,130260,2020-06,F
0202010228 DOSAGEM DE CALCIO IONIZAVEL,71,71,130260,2020-06,F
0202010252 DOSAGEM DE CERULOPLASMINA,1,1,130260,2020-06,F
0202010260 DOSAGEM DE CLORETO,113,113,130260,2020-06,F
0202010279 DOSAGEM DE COLESTEROL HDL,3552,3552,130260,2020-06,F
0202010287 DOSAGEM DE COLESTEROL LDL,3558,3558,130260,2020-06,F
0202010295 DOSAGEM DE COLESTEROL TOTAL,4258,4258,130260,2020-06,F
0202010309 DOSAGEM DE COLINESTERASE,2,2,130260,2020-06,F
0202010317 DOSAGEM DE CREATININA,4267,4267,130260,2020-06,F
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),206,206,130260,2020-06,F
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,51,51,130260,2020-06,F
0202010368 DOSAGEM DE DESIDROGENASE LATICA,135,135,130260,2020-06,F
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),2,2,130260,2020-06,F
0202010384 DOSAGEM DE FERRITINA,820,820,130260,2020-06,F
0202010392 DOSAGEM DE FERRO SERICO,589,589,130260,2020-06,F
0202010406 DOSAGEM DE FOLATO,69,69,130260,2020-06,F
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,5,5,130260,2020-06,F
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1241,1241,130260,2020-06,F
0202010430 DOSAGEM DE FOSFORO,695,695,130260,2020-06,F
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),970,970,130260,2020-06,F
0202010473 DOSAGEM DE GLICOSE,5818,5818,130260,2020-06,F
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,1,1,130260,2020-06,F
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,1659,1659,130260,2020-06,F
0202010538 DOSAGEM DE LACTATO,15,15,130260,2020-06,F
0202010554 DOSAGEM DE LIPASE,77,77,130260,2020-06,F
0202010562 DOSAGEM DE MAGNESIO,420,420,130260,2020-06,F
0202010570 DOSAGEM DE MUCO-PROTEINAS,26,26,130260,2020-06,F
0202010589 DOSAGEM DE PIRUVATO,1,1,130260,2020-06,F
0202010600 DOSAGEM DE POTASSIO,1649,1649,130260,2020-06,F
0202010619 DOSAGEM DE PROTEINAS TOTAIS,63,63,130260,2020-06,F
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,497,497,130260,2020-06,F
0202010635 DOSAGEM DE SODIO,1217,1217,130260,2020-06,F
