procedimento,2020,total,municipio_ibge,competencia
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),4,4,130260,2020-08
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,12,12,130260,2020-08
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,12,12,130260,2020-08
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,13,13,130260,2020-08
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,51,51,130260,2020-08
0101040024 AVALIACAO ANTROPOMETRICA,5,5,130260,2020-08
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,16,16,130260,2020-08
0201010046 BIOPSIA DE ANUS E CANAL ANAL,3,3,130260,2020-08
0201010194 BIOPSIA DE FARINGE/LARINGE,2,2,130260,2020-08
0201010224 BIOPSIA DE GANGLIO LINFATICO,8,8,130260,2020-08
0201010232 BIOPSIA DE GLANDULA SALIVAR,6,6,130260,2020-08
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),5,5,130260,2020-08
0201010275 BIOPSIA DE MEDULA OSSEA,24,24,130260,2020-08
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),4,4,130260,2020-08
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2020-08
0201010372 BIOPSIA DE PELE E PARTES MOLES,206,206,130260,2020-08
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2020-08
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,23,23,130260,2020-08
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,60,60,130260,2020-08
0201010518 BIOPSIA/PUNCAO DE VULVA,2,2,130260,2020-08
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,9,9,130260,2020-08
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2020-08
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,51,51,130260,2020-08
0201010666 BIOPSIA DO COLO UTERINO,65,65,130260,2020-08
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,167,167,130260,2020-08
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,1101,1101,130260,2020-08
0202010015 CLEARANCE OSMOLAR,1,1,130260,2020-08
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,159,159,130260,2020-08
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),260,260,130260,2020-08
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),2,2,130260,2020-08
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),17,17,130260,2020-08
0202010112 DOSAGEM DE ACIDO ASCORBICO,14,14,130260,2020-08
0202010120 DOSAGEM DE ACIDO URICO,3001,3001,130260,2020-08
0202010147 DOSAGEM DE ALDOLASE,25,25,130260,2020-08
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,3,3,130260,2020-08
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,13,13,130260,2020-08
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2020-08
0202010180 DOSAGEM DE AMILASE,295,295,130260,2020-08
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1558,1558,130260,2020-08
0202010210 DOSAGEM DE CALCIO,2165,2165,130260,2020-08
0202010228 DOSAGEM DE CALCIO IONIZAVEL,163,163,130260,2020-08
0202010252 DOSAGEM DE CERULOPLASMINA,7,7,130260,2020-08
0202010260 DOSAGEM DE CLORETO,176,176,130260,2020-08
0202010279 DOSAGEM DE COLESTEROL HDL,6473,6473,130260,2020-08
0202010287 DOSAGEM DE COLESTEROL LDL,6457,6457,130260,2020-08
0202010295 DOSAGEM DE COLESTEROL TOTAL,8402,8402,130260,2020-08
0202010309 DOSAGEM DE COLINESTERASE,3,3,130260,2020-08
0202010317 DOSAGEM DE CREATININA,8045,8045,130260,2020-08
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),295,295,130260,2020-08
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,188,188,130260,2020-08
0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,2,2,130260,2020-08
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,2,2,130260,2020-08
0202010368 DOSAGEM DE DESIDROGENASE LATICA,113,113,130260,2020-08
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),2,2,130260,2020-08
0202010384 DOSAGEM DE FERRITINA,997,997,130260,2020-08
0202010392 DOSAGEM DE FERRO SERICO,599,599,130260,2020-08
0202010406 DOSAGEM DE FOLATO,81,81,130260,2020-08
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,4,4,130260,2020-08
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1763,1763,130260,2020-08
0202010430 DOSAGEM DE FOSFORO,1094,1094,130260,2020-08
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1903,1903,130260,2020-08
0202010473 DOSAGEM DE GLICOSE,10443,10443,130260,2020-08
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,4,4,130260,2020-08
0202010490 DOSAGEM DE HAPTOGLOBINA,1,1,130260,2020-08
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,3501,3501,130260,2020-08
0202010538 DOSAGEM DE LACTATO,10,10,130260,2020-08
0202010554 DOSAGEM DE LIPASE,148,148,130260,2020-08
0202010562 DOSAGEM DE MAGNESIO,845,845,130260,2020-08
0202010570 DOSAGEM DE MUCO-PROTEINAS,51,51,130260,2020-08
0202010600 DOSAGEM DE POTASSIO,3163,3163,130260,2020-08
0202010619 DOSAGEM DE PROTEINAS TOTAIS,79,79,130260,2020-08
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,495,495,130260,2020-08
0202010635 DOSAGEM DE SODIO,2248,2248,130260,2020-08
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),5995,5995,130260,2020-08
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),6794,6794,130260,2020-08
0202010660 DOSAGEM DE TRANSFERRINA,346,346,130260,2020-08
0202010678 DOSAGEM DE TRIGLICERIDEOS,7687,7687,130260,2020-08
0202010686 DOSAGEM DE TRIPTOFANO,3,3,130260,2020-08
0202010694 DOSAGEM DE UREIA,8467,8467,130260,2020-08
0202010708 DOSAGEM DE VITAMINA B12,838,838,130260,2020-08
0202010716 ELETROFORESE DE LIPOPROTEINAS,4,4,130260,2020-08
0202010724 ELETROFORESE DE PROTEINAS,23,23,130260,2020-08
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),61,61,130260,2020-08
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,47,47,130260,2020-08
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,2391,2391,130260,2020-08
0202020029 CONTAGEM DE PLAQUETAS,487,487,130260,2020-08
0202020037 CONTAGEM DE RETICULOCITOS,70,70,130260,2020-08
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,919,919,130260,2020-08
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,873,873,130260,2020-08
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,43,43,130260,2020-08
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,29,29,130260,2020-08
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),373,373,130260,2020-08
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),793,793,130260,2020-08
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1114,1114,130260,2020-08
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,13,13,130260,2020-08
0202020177 DOSAGEM DE ANTITROMBINA III,3,3,130260,2020-08
0202020193 DOSAGEM DE FATOR IX,1,1,130260,2020-08
0202020207 DOSAGEM DE FATOR V,3,3,130260,2020-08
0202020231 DOSAGEM DE FATOR VIII (INIBIDOR),1,1,130260,2020-08
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),1,1,130260,2020-08
0202020282 DOSAGEM DE FATOR XIII,1,1,130260,2020-08
0202020290 DOSAGEM DE FIBRINOGENIO,3,3,130260,2020-08
0202020304 DOSAGEM DE HEMOGLOBINA,21,21,130260,2020-08
0202020355 ELETROFORESE DE HEMOGLOBINA,115,115,130260,2020-08
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",453,453,130260,2020-08
0202020371 HEMATOCRITO,40,40,130260,2020-08
0202020380 HEMOGRAMA COMPLETO,12435,12435,130260,2020-08
0202020398 LEUCOGRAMA,629,629,130260,2020-08
0202020410 PESQUISA DE CELULAS LE,2,2,130260,2020-08
0202020436 PESQUISA DE FILARIA,3,3,130260,2020-08
0202020452 PESQUISA DE PLASMODIO,8,8,130260,2020-08
0202020460 PESQUISA DE TRIPANOSSOMA,2,2,130260,2020-08
0202020495 PROVA DE RETRACAO DO COAGULO,698,698,130260,2020-08
0202020509 PROVA DO LACO,707,707,130260,2020-08
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,2,2,130260,2020-08
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),14,14,130260,2020-08
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,834,834,130260,2020-08
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),2,2,130260,2020-08
0202030075 DETERMINACAO DE FATOR REUMATOIDE,856,856,130260,2020-08
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,1029,1029,130260,2020-08
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,38,38,130260,2020-08
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),977,977,130260,2020-08
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,5,5,130260,2020-08
0202030121 DOSAGEM DE COMPLEMENTO C3,92,92,130260,2020-08
0202030130 DOSAGEM DE COMPLEMENTO C4,82,82,130260,2020-08
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),2,2,130260,2020-08
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),17,17,130260,2020-08
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),5,5,130260,2020-08
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,1,1,130260,2020-08
0202030202 DOSAGEM DE PROTEINA C REATIVA,1320,1320,130260,2020-08
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),262,262,130260,2020-08
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),21,21,130260,2020-08
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,28,28,130260,2020-08
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,17,17,130260,2020-08
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,52,52,130260,2020-08
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,25,25,130260,2020-08
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),31,31,130260,2020-08
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),3425,3425,130260,2020-08
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,13,13,130260,2020-08
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),9,9,130260,2020-08
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,22,22,130260,2020-08
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),35,35,130260,2020-08
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),32,32,130260,2020-08
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),4,4,130260,2020-08
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,17,17,130260,2020-08
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),606,606,130260,2020-08
0202030512 PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS,2,2,130260,2020-08
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,6,6,130260,2020-08
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,161,161,130260,2020-08
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,7,7,130260,2020-08
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,12,12,130260,2020-08
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,436,436,130260,2020-08
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,9,9,130260,2020-08
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,66,66,130260,2020-08
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),457,457,130260,2020-08
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),73,73,130260,2020-08
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),2454,2454,130260,2020-08
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),12,12,130260,2020-08
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,5,5,130260,2020-08
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,2,2,130260,2020-08
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,233,233,130260,2020-08
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,643,643,130260,2020-08
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),220,220,130260,2020-08
0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,1,1,130260,2020-08
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),30,30,130260,2020-08
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,197,197,130260,2020-08
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,10,10,130260,2020-08
0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,7,7,130260,2020-08
0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,56,56,130260,2020-08
0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,235,235,130260,2020-08
0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,674,674,130260,2020-08
0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),196,196,130260,2020-08
0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,19,19,130260,2020-08
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),29,29,130260,2020-08
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,198,198,130260,2020-08
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,8,8,130260,2020-08
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,7,7,130260,2020-08
