procedimento,2021,total,municipio_ibge,competencia
0101020066 APLICACAO DE SELANTE (POR DENTE),4,4,130260,2021-08
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),70,70,130260,2021-08
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,61,61,130260,2021-08
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,106,106,130260,2021-08
0101020104 ORIENTACAO DE HIGIENE BUCAL,31,31,130260,2021-08
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,3,3,130260,2021-08
0101040024 AVALIACAO ANTROPOMETRICA,5,5,130260,2021-08
0101050089 SESSAO DE MUSICOTERAPIA,4,4,130260,2021-08
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,62,62,130260,2021-08
0201010046 BIOPSIA DE ANUS E CANAL ANAL,9,9,130260,2021-08
0201010097 BIOPSIA DE CONJUNTIVA,1,1,130260,2021-08
0201010224 BIOPSIA DE GANGLIO LINFATICO,9,9,130260,2021-08
0201010232 BIOPSIA DE GLANDULA SALIVAR,11,11,130260,2021-08
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),5,5,130260,2021-08
0201010275 BIOPSIA DE MEDULA OSSEA,33,33,130260,2021-08
0201010372 BIOPSIA DE PELE E PARTES MOLES,199,199,130260,2021-08
0201010399 BIOPSIA DE PIRAMIDE NASAL,1,1,130260,2021-08
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2021-08
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,51,51,130260,2021-08
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,76,76,130260,2021-08
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,9,9,130260,2021-08
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,3,3,130260,2021-08
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,2,2,130260,2021-08
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,10,10,130260,2021-08
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,53,53,130260,2021-08
0201010631 PUNCAO LOMBAR,2,2,130260,2021-08
0201010666 BIOPSIA DO COLO UTERINO,76,76,130260,2021-08
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,3,3,130260,2021-08
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,146,146,130260,2021-08
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,4444,4444,130260,2021-08
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,206,206,130260,2021-08
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2021-08
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),254,254,130260,2021-08
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),10,10,130260,2021-08
0202010104 DOSAGEM DE ACETONA,1,1,130260,2021-08
0202010112 DOSAGEM DE ACIDO ASCORBICO,83,83,130260,2021-08
0202010120 DOSAGEM DE ACIDO URICO,3934,3934,130260,2021-08
0202010147 DOSAGEM DE ALDOLASE,23,23,130260,2021-08
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2021-08
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,21,21,130260,2021-08
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2021-08
0202010180 DOSAGEM DE AMILASE,489,489,130260,2021-08
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1912,1912,130260,2021-08
0202010210 DOSAGEM DE CALCIO,2315,2315,130260,2021-08
0202010228 DOSAGEM DE CALCIO IONIZAVEL,478,478,130260,2021-08
0202010252 DOSAGEM DE CERULOPLASMINA,5,5,130260,2021-08
0202010260 DOSAGEM DE CLORETO,517,517,130260,2021-08
0202010279 DOSAGEM DE COLESTEROL HDL,9491,9491,130260,2021-08
0202010287 DOSAGEM DE COLESTEROL LDL,7907,7907,130260,2021-08
0202010295 DOSAGEM DE COLESTEROL TOTAL,13208,13208,130260,2021-08
0202010317 DOSAGEM DE CREATININA,10389,10389,130260,2021-08
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),663,663,130260,2021-08
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,320,320,130260,2021-08
0202010368 DOSAGEM DE DESIDROGENASE LATICA,532,532,130260,2021-08
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2021-08
0202010384 DOSAGEM DE FERRITINA,1778,1778,130260,2021-08
0202010392 DOSAGEM DE FERRO SERICO,1154,1154,130260,2021-08
0202010406 DOSAGEM DE FOLATO,302,302,130260,2021-08
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,2,2,130260,2021-08
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2089,2089,130260,2021-08
0202010430 DOSAGEM DE FOSFORO,1528,1528,130260,2021-08
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2176,2176,130260,2021-08
0202010473 DOSAGEM DE GLICOSE,15231,15231,130260,2021-08
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,1,1,130260,2021-08
0202010490 DOSAGEM DE HAPTOGLOBINA,1,1,130260,2021-08
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,4927,4927,130260,2021-08
0202010538 DOSAGEM DE LACTATO,30,30,130260,2021-08
0202010554 DOSAGEM DE LIPASE,302,302,130260,2021-08
0202010562 DOSAGEM DE MAGNESIO,1130,1130,130260,2021-08
0202010570 DOSAGEM DE MUCO-PROTEINAS,64,64,130260,2021-08
0202010600 DOSAGEM DE POTASSIO,4164,4164,130260,2021-08
0202010619 DOSAGEM DE PROTEINAS TOTAIS,39,39,130260,2021-08
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,606,606,130260,2021-08
0202010635 DOSAGEM DE SODIO,3119,3119,130260,2021-08
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),7650,7650,130260,2021-08
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),8725,8725,130260,2021-08
0202010660 DOSAGEM DE TRANSFERRINA,493,493,130260,2021-08
0202010678 DOSAGEM DE TRIGLICERIDEOS,9619,9619,130260,2021-08
0202010686 DOSAGEM DE TRIPTOFANO,4,4,130260,2021-08
0202010694 DOSAGEM DE UREIA,10432,10432,130260,2021-08
0202010708 DOSAGEM DE VITAMINA B12,1551,1551,130260,2021-08
0202010716 ELETROFORESE DE LIPOPROTEINAS,3,3,130260,2021-08
0202010724 ELETROFORESE DE PROTEINAS,42,42,130260,2021-08
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),302,302,130260,2021-08
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,22,22,130260,2021-08
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,3673,3673,130260,2021-08
0202020010 CITOQUIMICA HEMATOLOGICA,1,1,130260,2021-08
0202020029 CONTAGEM DE PLAQUETAS,745,745,130260,2021-08
0202020037 CONTAGEM DE RETICULOCITOS,47,47,130260,2021-08
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,971,971,130260,2021-08
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,1,1,130260,2021-08
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,891,891,130260,2021-08
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,46,46,130260,2021-08
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,2,2,130260,2021-08
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,69,69,130260,2021-08
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),592,592,130260,2021-08
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),1001,1001,130260,2021-08
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1284,1284,130260,2021-08
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,5,5,130260,2021-08
0202020185 DOSAGEM DE FATOR II,1,1,130260,2021-08
0202020193 DOSAGEM DE FATOR IX,1,1,130260,2021-08
0202020207 DOSAGEM DE FATOR V,2,2,130260,2021-08
0202020215 DOSAGEM DE FATOR VII,1,1,130260,2021-08
0202020223 DOSAGEM DE FATOR VIII,2,2,130260,2021-08
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),1,1,130260,2021-08
0202020290 DOSAGEM DE FIBRINOGENIO,29,29,130260,2021-08
0202020304 DOSAGEM DE HEMOGLOBINA,44,44,130260,2021-08
0202020355 ELETROFORESE DE HEMOGLOBINA,165,165,130260,2021-08
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",796,796,130260,2021-08
0202020371 HEMATOCRITO,150,150,130260,2021-08
0202020380 HEMOGRAMA COMPLETO,18224,18224,130260,2021-08
0202020398 LEUCOGRAMA,1046,1046,130260,2021-08
0202020410 PESQUISA DE CELULAS LE,1,1,130260,2021-08
0202020436 PESQUISA DE FILARIA,10,10,130260,2021-08
0202020452 PESQUISA DE PLASMODIO,207,207,130260,2021-08
0202020460 PESQUISA DE TRIPANOSSOMA,1,1,130260,2021-08
0202020487 PROVA DE CONSUMO DE PROTROMBINA,5,5,130260,2021-08
0202020495 PROVA DE RETRACAO DO COAGULO,835,835,130260,2021-08
0202020509 PROVA DO LACO,817,817,130260,2021-08
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),16,16,130260,2021-08
0202020576 PESQUISA DE ANTICOAGULANTE LUPICO,3,3,130260,2021-08
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,681,681,130260,2021-08
0202030032 CONTAGEM DE LINFOCITOS T TOTAIS,1,1,130260,2021-08
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),12,12,130260,2021-08
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),4,4,130260,2021-08
0202030075 DETERMINACAO DE FATOR REUMATOIDE,857,857,130260,2021-08
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,918,918,130260,2021-08
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,58,58,130260,2021-08
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),2135,2135,130260,2021-08
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,3,3,130260,2021-08
0202030121 DOSAGEM DE COMPLEMENTO C3,94,94,130260,2021-08
0202030130 DOSAGEM DE COMPLEMENTO C4,95,95,130260,2021-08
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),6,6,130260,2021-08
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),43,43,130260,2021-08
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),6,6,130260,2021-08
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,1,1,130260,2021-08
0202030202 DOSAGEM DE PROTEINA C REATIVA,2817,2817,130260,2021-08
0202030229 IMUNOELETROFORESE DE PROTEINAS,2,2,130260,2021-08
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),270,270,130260,2021-08
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),63,63,130260,2021-08
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,24,24,130260,2021-08
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,22,22,130260,2021-08
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,68,68,130260,2021-08
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,39,39,130260,2021-08
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),12,12,130260,2021-08
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),3774,3774,130260,2021-08
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,16,16,130260,2021-08
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),11,11,130260,2021-08
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,16,16,130260,2021-08
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),36,36,130260,2021-08
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),36,36,130260,2021-08
0202030377 PESQUISA DE ANTICORPOS ANTIADENOVIRUS,1,1,130260,2021-08
0202030393 PESQUISA DE ANTICORPOS ANTIASPERGILLUS,1,1,130260,2021-08
0202030423 PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),1,1,130260,2021-08
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),2,2,130260,2021-08
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,7,7,130260,2021-08
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),745,745,130260,2021-08
0202030482 PESQUISA DE ANTICORPOS ANTIFIGADO,1,1,130260,2021-08
0202030512 PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS,1,1,130260,2021-08
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,1,1,130260,2021-08
0202030539 PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS,2,2,130260,2021-08
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,210,210,130260,2021-08
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,11,11,130260,2021-08
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,10,10,130260,2021-08
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,487,487,130260,2021-08
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,5,5,130260,2021-08
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,41,41,130260,2021-08
