procedimento,2021,total,municipio_ibge,competencia
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),7,7,130260,2021-01
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,14,14,130260,2021-01
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,39,39,130260,2021-01
0101020104 ORIENTACAO DE HIGIENE BUCAL,1,1,130260,2021-01
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,12,12,130260,2021-01
0101040024 AVALIACAO ANTROPOMETRICA,2,2,130260,2021-01
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,7,7,130260,2021-01
0201010275 BIOPSIA DE MEDULA OSSEA,25,25,130260,2021-01
0201010364 BIOPSIA DE PAVILHAO AURICULAR,1,1,130260,2021-01
0201010372 BIOPSIA DE PELE E PARTES MOLES,54,54,130260,2021-01
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,27,27,130260,2021-01
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,38,38,130260,2021-01
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,2,2,130260,2021-01
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,3,3,130260,2021-01
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,2,2,130260,2021-01
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,50,50,130260,2021-01
0201010666 BIOPSIA DO COLO UTERINO,38,38,130260,2021-01
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,79,79,130260,2021-01
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,903,903,130260,2021-01
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,178,178,130260,2021-01
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),308,308,130260,2021-01
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),16,16,130260,2021-01
0202010082 DETERMINACAO DE OSMOLARIDADE,2,2,130260,2021-01
0202010104 DOSAGEM DE ACETONA,731,731,130260,2021-01
0202010112 DOSAGEM DE ACIDO ASCORBICO,19,19,130260,2021-01
0202010120 DOSAGEM DE ACIDO URICO,2702,2702,130260,2021-01
0202010147 DOSAGEM DE ALDOLASE,23,23,130260,2021-01
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,4,4,130260,2021-01
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,16,16,130260,2021-01
0202010180 DOSAGEM DE AMILASE,345,345,130260,2021-01
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1468,1468,130260,2021-01
0202010210 DOSAGEM DE CALCIO,1933,1933,130260,2021-01
0202010228 DOSAGEM DE CALCIO IONIZAVEL,94,94,130260,2021-01
0202010252 DOSAGEM DE CERULOPLASMINA,2,2,130260,2021-01
0202010260 DOSAGEM DE CLORETO,139,139,130260,2021-01
0202010279 DOSAGEM DE COLESTEROL HDL,7643,7643,130260,2021-01
0202010287 DOSAGEM DE COLESTEROL LDL,6871,6871,130260,2021-01
0202010295 DOSAGEM DE COLESTEROL TOTAL,8989,8989,130260,2021-01
0202010309 DOSAGEM DE COLINESTERASE,4,4,130260,2021-01
0202010317 DOSAGEM DE CREATININA,8467,8467,130260,2021-01
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),521,521,130260,2021-01
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,319,319,130260,2021-01
0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,1,1,130260,2021-01
0202010368 DOSAGEM DE DESIDROGENASE LATICA,381,381,130260,2021-01
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),3,3,130260,2021-01
0202010384 DOSAGEM DE FERRITINA,1339,1339,130260,2021-01
0202010392 DOSAGEM DE FERRO SERICO,889,889,130260,2021-01
0202010406 DOSAGEM DE FOLATO,143,143,130260,2021-01
0202010422 DOSAGEM DE FOSFATASE ALCALINA,1976,1976,130260,2021-01
0202010430 DOSAGEM DE FOSFORO,1198,1198,130260,2021-01
0202010457 DOSAGEM DE GALACTOSE,1,1,130260,2021-01
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2000,2000,130260,2021-01
0202010473 DOSAGEM DE GLICOSE,10430,10430,130260,2021-01
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,1,1,130260,2021-01
0202010490 DOSAGEM DE HAPTOGLOBINA,2,2,130260,2021-01
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,3743,3743,130260,2021-01
0202010538 DOSAGEM DE LACTATO,24,24,130260,2021-01
0202010554 DOSAGEM DE LIPASE,230,230,130260,2021-01
0202010562 DOSAGEM DE MAGNESIO,758,758,130260,2021-01
0202010570 DOSAGEM DE MUCO-PROTEINAS,37,37,130260,2021-01
0202010589 DOSAGEM DE PIRUVATO,1,1,130260,2021-01
0202010600 DOSAGEM DE POTASSIO,3295,3295,130260,2021-01
0202010619 DOSAGEM DE PROTEINAS TOTAIS,41,41,130260,2021-01
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,648,648,130260,2021-01
0202010635 DOSAGEM DE SODIO,2357,2357,130260,2021-01
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),6293,6293,130260,2021-01
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),7158,7158,130260,2021-01
0202010660 DOSAGEM DE TRANSFERRINA,539,539,130260,2021-01
0202010678 DOSAGEM DE TRIGLICERIDEOS,7591,7591,130260,2021-01
0202010686 DOSAGEM DE TRIPTOFANO,3,3,130260,2021-01
0202010694 DOSAGEM DE UREIA,8835,8835,130260,2021-01
0202010708 DOSAGEM DE VITAMINA B12,901,901,130260,2021-01
0202010716 ELETROFORESE DE LIPOPROTEINAS,1,1,130260,2021-01
0202010724 ELETROFORESE DE PROTEINAS,48,48,130260,2021-01
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),226,226,130260,2021-01
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,22,22,130260,2021-01
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,2492,2492,130260,2021-01
0202020010 CITOQUIMICA HEMATOLOGICA,1,1,130260,2021-01
0202020029 CONTAGEM DE PLAQUETAS,388,388,130260,2021-01
0202020037 CONTAGEM DE RETICULOCITOS,49,49,130260,2021-01
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,852,852,130260,2021-01
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,769,769,130260,2021-01
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,30,30,130260,2021-01
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,35,35,130260,2021-01
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),298,298,130260,2021-01
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),735,735,130260,2021-01
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),922,922,130260,2021-01
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,18,18,130260,2021-01
0202020177 DOSAGEM DE ANTITROMBINA III,3,3,130260,2021-01
0202020185 DOSAGEM DE FATOR II,1,1,130260,2021-01
0202020207 DOSAGEM DE FATOR V,2,2,130260,2021-01
0202020231 DOSAGEM DE FATOR VIII (INIBIDOR),1,1,130260,2021-01
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),3,3,130260,2021-01
0202020266 DOSAGEM DE FATOR XI,1,1,130260,2021-01
0202020274 DOSAGEM DE FATOR XII,1,1,130260,2021-01
0202020282 DOSAGEM DE FATOR XIII,1,1,130260,2021-01
0202020290 DOSAGEM DE FIBRINOGENIO,29,29,130260,2021-01
0202020304 DOSAGEM DE HEMOGLOBINA,33,33,130260,2021-01
0202020355 ELETROFORESE DE HEMOGLOBINA,149,149,130260,2021-01
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",356,356,130260,2021-01
0202020371 HEMATOCRITO,125,125,130260,2021-01
0202020380 HEMOGRAMA COMPLETO,14369,14369,130260,2021-01
0202020398 LEUCOGRAMA,322,322,130260,2021-01
0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,1,1,130260,2021-01
0202020410 PESQUISA DE CELULAS LE,8,8,130260,2021-01
0202020444 PESQUISA DE HEMOGLOBINA S,3,3,130260,2021-01
0202020452 PESQUISA DE PLASMODIO,356,356,130260,2021-01
0202020460 PESQUISA DE TRIPANOSSOMA,2,2,130260,2021-01
