procedimento,2020,total,municipio_ibge,competencia
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,1,1,130260,2020-05
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,12,12,130260,2020-05
0101040024 AVALIACAO ANTROPOMETRICA,1,1,130260,2020-05
0201010046 BIOPSIA DE ANUS E CANAL ANAL,2,2,130260,2020-05
0201010224 BIOPSIA DE GANGLIO LINFATICO,3,3,130260,2020-05
0201010275 BIOPSIA DE MEDULA OSSEA,8,8,130260,2020-05
0201010372 BIOPSIA DE PELE E PARTES MOLES,13,13,130260,2020-05
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,6,6,130260,2020-05
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,7,7,130260,2020-05
0201010518 BIOPSIA/PUNCAO DE VULVA,1,1,130260,2020-05
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2020-05
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2020-05
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,2,2,130260,2020-05
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,4,4,130260,2020-05
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,26,26,130260,2020-05
0201010666 BIOPSIA DO COLO UTERINO,24,24,130260,2020-05
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,9,9,130260,2020-05
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,277,277,130260,2020-05
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,17,17,130260,2020-05
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,140,140,130260,2020-05
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),94,94,130260,2020-05
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2020-05
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2020-05
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),21,21,130260,2020-05
0202010112 DOSAGEM DE ACIDO ASCORBICO,8,8,130260,2020-05
0202010120 DOSAGEM DE ACIDO URICO,813,813,130260,2020-05
0202010147 DOSAGEM DE ALDOLASE,9,9,130260,2020-05
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,1,1,130260,2020-05
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,4,4,130260,2020-05
0202010180 DOSAGEM DE AMILASE,133,133,130260,2020-05
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,811,811,130260,2020-05
0202010210 DOSAGEM DE CALCIO,1428,1428,130260,2020-05
0202010228 DOSAGEM DE CALCIO IONIZAVEL,116,116,130260,2020-05
0202010252 DOSAGEM DE CERULOPLASMINA,1,1,130260,2020-05
0202010260 DOSAGEM DE CLORETO,111,111,130260,2020-05
0202010279 DOSAGEM DE COLESTEROL HDL,1913,1913,130260,2020-05
0202010287 DOSAGEM DE COLESTEROL LDL,1895,1895,130260,2020-05
0202010295 DOSAGEM DE COLESTEROL TOTAL,2340,2340,130260,2020-05
0202010317 DOSAGEM DE CREATININA,3631,3631,130260,2020-05
