procedimento,2021,total,municipio_ibge,competencia
0101020066 APLICACAO DE SELANTE (POR DENTE),7,7,130260,2021-09
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),11,11,130260,2021-09
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,24,24,130260,2021-09
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,111,111,130260,2021-09
0101020104 ORIENTACAO DE HIGIENE BUCAL,39,39,130260,2021-09
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,2,2,130260,2021-09
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,19,19,130260,2021-09
0101040024 AVALIACAO ANTROPOMETRICA,2,2,130260,2021-09
0101050011 PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,114,114,130260,2021-09
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,68,68,130260,2021-09
0201010046 BIOPSIA DE ANUS E CANAL ANAL,9,9,130260,2021-09
0201010097 BIOPSIA DE CONJUNTIVA,1,1,130260,2021-09
0201010151 BIOPSIA DE ENDOMETRIO,1,1,130260,2021-09
0201010232 BIOPSIA DE GLANDULA SALIVAR,16,16,130260,2021-09
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2021-09
0201010275 BIOPSIA DE MEDULA OSSEA,34,34,130260,2021-09
0201010372 BIOPSIA DE PELE E PARTES MOLES,211,211,130260,2021-09
0201010380 BIOPSIA DE PENIS,1,1,130260,2021-09
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2021-09
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,23,23,130260,2021-09
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,67,67,130260,2021-09
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,14,14,130260,2021-09
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2021-09
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,2,2,130260,2021-09
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,2,2,130260,2021-09
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,65,65,130260,2021-09
0201010631 PUNCAO LOMBAR,2,2,130260,2021-09
0201010666 BIOPSIA DO COLO UTERINO,90,90,130260,2021-09
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,6,6,130260,2021-09
0201020025 COLETA DE LINFA PARA PESQUISA DE M LEPRAE,2,2,130260,2021-09
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,124,124,130260,2021-09
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,4568,4568,130260,2021-09
0202010015 CLEARANCE OSMOLAR,1,1,130260,2021-09
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,208,208,130260,2021-09
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,1,1,130260,2021-09
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),164,164,130260,2021-09
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2021-09
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),13,13,130260,2021-09
0202010112 DOSAGEM DE ACIDO ASCORBICO,83,83,130260,2021-09
0202010120 DOSAGEM DE ACIDO URICO,3253,3253,130260,2021-09
0202010147 DOSAGEM DE ALDOLASE,24,24,130260,2021-09
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2021-09
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,29,29,130260,2021-09
0202010180 DOSAGEM DE AMILASE,390,390,130260,2021-09
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1552,1552,130260,2021-09
0202010210 DOSAGEM DE CALCIO,2284,2284,130260,2021-09
0202010228 DOSAGEM DE CALCIO IONIZAVEL,658,658,130260,2021-09
0202010236 DOSAGEM DE CAROTENO,1,1,130260,2021-09
0202010252 DOSAGEM DE CERULOPLASMINA,1,1,130260,2021-09
0202010260 DOSAGEM DE CLORETO,650,650,130260,2021-09
0202010279 DOSAGEM DE COLESTEROL HDL,9328,9328,130260,2021-09
0202010287 DOSAGEM DE COLESTEROL LDL,7033,7033,130260,2021-09
0202010295 DOSAGEM DE COLESTEROL TOTAL,13444,13444,130260,2021-09
0202010317 DOSAGEM DE CREATININA,9357,9357,130260,2021-09
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),557,557,130260,2021-09
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,211,211,130260,2021-09
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,4,4,130260,2021-09
0202010368 DOSAGEM DE DESIDROGENASE LATICA,447,447,130260,2021-09
0202010384 DOSAGEM DE FERRITINA,1913,1913,130260,2021-09
0202010392 DOSAGEM DE FERRO SERICO,1635,1635,130260,2021-09
0202010406 DOSAGEM DE FOLATO,246,246,130260,2021-09
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,6,6,130260,2021-09
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2420,2420,130260,2021-09
0202010430 DOSAGEM DE FOSFORO,1887,1887,130260,2021-09
0202010457 DOSAGEM DE GALACTOSE,1,1,130260,2021-09
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2191,2191,130260,2021-09
0202010473 DOSAGEM DE GLICOSE,13462,13462,130260,2021-09
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,2,2,130260,2021-09
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,4570,4570,130260,2021-09
0202010511 DOSAGEM DE HIDROXIPROLINA,1,1,130260,2021-09
0202010538 DOSAGEM DE LACTATO,15,15,130260,2021-09
0202010554 DOSAGEM DE LIPASE,225,225,130260,2021-09
0202010562 DOSAGEM DE MAGNESIO,1244,1244,130260,2021-09
0202010570 DOSAGEM DE MUCO-PROTEINAS,53,53,130260,2021-09
0202010600 DOSAGEM DE POTASSIO,4160,4160,130260,2021-09
0202010619 DOSAGEM DE PROTEINAS TOTAIS,46,46,130260,2021-09
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,982,982,130260,2021-09
0202010635 DOSAGEM DE SODIO,3110,3110,130260,2021-09
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),6669,6669,130260,2021-09
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),7589,7589,130260,2021-09
0202010660 DOSAGEM DE TRANSFERRINA,813,813,130260,2021-09
0202010678 DOSAGEM DE TRIGLICERIDEOS,8598,8598,130260,2021-09
0202010686 DOSAGEM DE TRIPTOFANO,4,4,130260,2021-09
0202010694 DOSAGEM DE UREIA,9597,9597,130260,2021-09
0202010708 DOSAGEM DE VITAMINA B12,1503,1503,130260,2021-09
0202010716 ELETROFORESE DE LIPOPROTEINAS,2,2,130260,2021-09
0202010724 ELETROFORESE DE PROTEINAS,41,41,130260,2021-09
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),223,223,130260,2021-09
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,18,18,130260,2021-09
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,3557,3557,130260,2021-09
0202020029 CONTAGEM DE PLAQUETAS,656,656,130260,2021-09
0202020037 CONTAGEM DE RETICULOCITOS,40,40,130260,2021-09
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,965,965,130260,2021-09
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,2,2,130260,2021-09
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,850,850,130260,2021-09
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,39,39,130260,2021-09
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,2,2,130260,2021-09
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,21,21,130260,2021-09
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),593,593,130260,2021-09
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),963,963,130260,2021-09
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1136,1136,130260,2021-09
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,5,5,130260,2021-09
0202020177 DOSAGEM DE ANTITROMBINA III,3,3,130260,2021-09
0202020185 DOSAGEM DE FATOR II,1,1,130260,2021-09
0202020193 DOSAGEM DE FATOR IX,2,2,130260,2021-09
0202020207 DOSAGEM DE FATOR V,2,2,130260,2021-09
0202020223 DOSAGEM DE FATOR VIII,1,1,130260,2021-09
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),3,3,130260,2021-09
0202020290 DOSAGEM DE FIBRINOGENIO,24,24,130260,2021-09
0202020304 DOSAGEM DE HEMOGLOBINA,58,58,130260,2021-09
0202020339 DOSAGEM DE HEMOSSIDERINA,1,1,130260,2021-09
0202020347 DOSAGEM DE PLASMINOGENIO,1,1,130260,2021-09
0202020355 ELETROFORESE DE HEMOGLOBINA,87,87,130260,2021-09
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",498,498,130260,2021-09
0202020371 HEMATOCRITO,70,70,130260,2021-09
0202020380 HEMOGRAMA COMPLETO,15215,15215,130260,2021-09
0202020398 LEUCOGRAMA,845,845,130260,2021-09
0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,271,271,130260,2021-09
0202020410 PESQUISA DE CELULAS LE,1,1,130260,2021-09
0202020436 PESQUISA DE FILARIA,13,13,130260,2021-09
0202020452 PESQUISA DE PLASMODIO,313,313,130260,2021-09
0202020487 PROVA DE CONSUMO DE PROTROMBINA,1,1,130260,2021-09
0202020495 PROVA DE RETRACAO DO COAGULO,727,727,130260,2021-09
0202020509 PROVA DO LACO,715,715,130260,2021-09
0202020517 RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS,1,1,130260,2021-09
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,4,4,130260,2021-09
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),21,21,130260,2021-09
0202020576 PESQUISA DE ANTICOAGULANTE LUPICO,3,3,130260,2021-09
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,567,567,130260,2021-09
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),7,7,130260,2021-09
0202030059 DETECCAO DE RNA DO VIRUS DA HEPATITE C (QUALITATIVO),32,32,130260,2021-09
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),7,7,130260,2021-09
0202030075 DETERMINACAO DE FATOR REUMATOIDE,639,639,130260,2021-09
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,653,653,130260,2021-09
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,33,33,130260,2021-09
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),1784,1784,130260,2021-09
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,5,5,130260,2021-09
0202030121 DOSAGEM DE COMPLEMENTO C3,100,100,130260,2021-09
0202030130 DOSAGEM DE COMPLEMENTO C4,96,96,130260,2021-09
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),7,7,130260,2021-09
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),53,53,130260,2021-09
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),7,7,130260,2021-09
0202030202 DOSAGEM DE PROTEINA C REATIVA,2514,2514,130260,2021-09
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),310,310,130260,2021-09
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),48,48,130260,2021-09
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,17,17,130260,2021-09
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,16,16,130260,2021-09
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,65,65,130260,2021-09
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,23,23,130260,2021-09
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),7,7,130260,2021-09
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),4679,4679,130260,2021-09
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,14,14,130260,2021-09
