procedimento,2020,total,municipio_ibge,competencia
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,8,8,130260,2020-04
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,55,55,130260,2020-04
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,2,2,130260,2020-04
0201010046 BIOPSIA DE ANUS E CANAL ANAL,1,1,130260,2020-04
0201010224 BIOPSIA DE GANGLIO LINFATICO,1,1,130260,2020-04
0201010232 BIOPSIA DE GLANDULA SALIVAR,11,11,130260,2020-04
0201010275 BIOPSIA DE MEDULA OSSEA,18,18,130260,2020-04
0201010372 BIOPSIA DE PELE E PARTES MOLES,35,35,130260,2020-04
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2020-04
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,1,1,130260,2020-04
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,2,2,130260,2020-04
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2020-04
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,4,4,130260,2020-04
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,3,3,130260,2020-04
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,1,1,130260,2020-04
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,4,4,130260,2020-04
0201010666 BIOPSIA DO COLO UTERINO,68,68,130260,2020-04
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2020-04
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,23,23,130260,2020-04
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,267,267,130260,2020-04
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,1,1,130260,2020-04
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,147,147,130260,2020-04
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,2,2,130260,2020-04
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),57,57,130260,2020-04
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2020-04
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2020-04
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),6,6,130260,2020-04
0202010112 DOSAGEM DE ACIDO ASCORBICO,12,12,130260,2020-04
0202010120 DOSAGEM DE ACIDO URICO,716,716,130260,2020-04
0202010139 DOSAGEM DE ACIDO VANILMANDELICO,1,1,130260,2020-04
0202010147 DOSAGEM DE ALDOLASE,1,1,130260,2020-04
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,1,1,130260,2020-04
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2020-04
0202010180 DOSAGEM DE AMILASE,297,297,130260,2020-04
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,867,867,130260,2020-04
0202010210 DOSAGEM DE CALCIO,984,984,130260,2020-04
0202010228 DOSAGEM DE CALCIO IONIZAVEL,164,164,130260,2020-04
0202010260 DOSAGEM DE CLORETO,98,98,130260,2020-04
0202010279 DOSAGEM DE COLESTEROL HDL,1535,1535,130260,2020-04
0202010287 DOSAGEM DE COLESTEROL LDL,1527,1527,130260,2020-04
0202010295 DOSAGEM DE COLESTEROL TOTAL,2119,2119,130260,2020-04
0202010309 DOSAGEM DE COLINESTERASE,1,1,130260,2020-04
0202010317 DOSAGEM DE CREATININA,4046,4046,130260,2020-04
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),989,989,130260,2020-04
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,325,325,130260,2020-04
0202010368 DOSAGEM DE DESIDROGENASE LATICA,519,519,130260,2020-04
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2020-04
0202010384 DOSAGEM DE FERRITINA,573,573,130260,2020-04
0202010392 DOSAGEM DE FERRO SERICO,427,427,130260,2020-04
0202010406 DOSAGEM DE FOLATO,39,39,130260,2020-04
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,2,2,130260,2020-04
0202010422 DOSAGEM DE FOSFATASE ALCALINA,887,887,130260,2020-04
0202010430 DOSAGEM DE FOSFORO,1149,1149,130260,2020-04
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),693,693,130260,2020-04
0202010473 DOSAGEM DE GLICOSE,3427,3427,130260,2020-04
