procedimento,2022,total,municipio_ibge,competencia
0101020058 APLICACAO DE CARIOSTATICO (POR DENTE),13,13,130260,2022-08
0101020066 APLICACAO DE SELANTE (POR DENTE),44,44,130260,2022-08
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),116,116,130260,2022-08
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,38,38,130260,2022-08
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,181,181,130260,2022-08
0101020104 ORIENTACAO DE HIGIENE BUCAL,10099,10099,130260,2022-08
0101020120 ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,171,171,130260,2022-08
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,2,2,130260,2022-08
0101040024 AVALIACAO ANTROPOMETRICA,56,56,130260,2022-08
0101040059 ADMINISTRACAO DE VITAMINA A,1,1,130260,2022-08
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,39,39,130260,2022-08
0201010046 BIOPSIA DE ANUS E CANAL ANAL,8,8,130260,2022-08
0201010097 BIOPSIA DE CONJUNTIVA,1,1,130260,2022-08
0201010216 BIOPSIA DE FIGADO POR PUNCAO,1,1,130260,2022-08
0201010224 BIOPSIA DE GANGLIO LINFATICO,4,4,130260,2022-08
0201010232 BIOPSIA DE GLANDULA SALIVAR,1,1,130260,2022-08
0201010275 BIOPSIA DE MEDULA OSSEA,29,29,130260,2022-08
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),3,3,130260,2022-08
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2022-08
0201010372 BIOPSIA DE PELE E PARTES MOLES,281,281,130260,2022-08
0201010380 BIOPSIA DE PENIS,1,1,130260,2022-08
0201010399 BIOPSIA DE PIRAMIDE NASAL,1,1,130260,2022-08
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2022-08
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,49,49,130260,2022-08
0201010437 BIOPSIA DE RIM POR PUNCAO,7,7,130260,2022-08
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,95,95,130260,2022-08
0201010500 BIOPSIA/PUNCAO DE VAGINA,2,2,130260,2022-08
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,1,1,130260,2022-08
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,1,1,130260,2022-08
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,24,24,130260,2022-08
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,5,5,130260,2022-08
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,122,122,130260,2022-08
0201010666 BIOPSIA DO COLO UTERINO,108,108,130260,2022-08
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,113,113,130260,2022-08
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,343,343,130260,2022-08
0202010015 CLEARANCE OSMOLAR,1,1,130260,2022-08
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,171,171,130260,2022-08
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,87,87,130260,2022-08
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),311,311,130260,2022-08
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2022-08
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),14,14,130260,2022-08
0202010082 DETERMINACAO DE OSMOLARIDADE,1,1,130260,2022-08
0202010112 DOSAGEM DE ACIDO ASCORBICO,168,168,130260,2022-08
0202010120 DOSAGEM DE ACIDO URICO,4667,4667,130260,2022-08
0202010147 DOSAGEM DE ALDOLASE,25,25,130260,2022-08
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,4,4,130260,2022-08
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,19,19,130260,2022-08
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,1,1,130260,2022-08
0202010180 DOSAGEM DE AMILASE,1029,1029,130260,2022-08
0202010198 DOSAGEM DE AMONIA,2,2,130260,2022-08
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,2703,2703,130260,2022-08
0202010210 DOSAGEM DE CALCIO,3376,3376,130260,2022-08
0202010228 DOSAGEM DE CALCIO IONIZAVEL,1202,1202,130260,2022-08
0202010252 DOSAGEM DE CERULOPLASMINA,5,5,130260,2022-08
0202010260 DOSAGEM DE CLORETO,996,996,130260,2022-08
0202010279 DOSAGEM DE COLESTEROL HDL,14632,14632,130260,2022-08
0202010287 DOSAGEM DE COLESTEROL LDL,11591,11591,130260,2022-08
0202010295 DOSAGEM DE COLESTEROL TOTAL,18580,18580,130260,2022-08
0202010317 DOSAGEM DE CREATININA,14651,14651,130260,2022-08
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),872,872,130260,2022-08
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,378,378,130260,2022-08
0202010368 DOSAGEM DE DESIDROGENASE LATICA,561,561,130260,2022-08
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2022-08
0202010384 DOSAGEM DE FERRITINA,2706,2706,130260,2022-08
0202010392 DOSAGEM DE FERRO SERICO,2252,2252,130260,2022-08
0202010406 DOSAGEM DE FOLATO,571,571,130260,2022-08
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,9,9,130260,2022-08
0202010422 DOSAGEM DE FOSFATASE ALCALINA,3394,3394,130260,2022-08
0202010430 DOSAGEM DE FOSFORO,2336,2336,130260,2022-08
0202010457 DOSAGEM DE GALACTOSE,2,2,130260,2022-08
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),3915,3915,130260,2022-08
0202010473 DOSAGEM DE GLICOSE,17541,17541,130260,2022-08
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,6,6,130260,2022-08
0202010490 DOSAGEM DE HAPTOGLOBINA,2,2,130260,2022-08
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,8132,8132,130260,2022-08
0202010538 DOSAGEM DE LACTATO,72,72,130260,2022-08
0202010554 DOSAGEM DE LIPASE,603,603,130260,2022-08
0202010562 DOSAGEM DE MAGNESIO,2022,2022,130260,2022-08
0202010570 DOSAGEM DE MUCO-PROTEINAS,36,36,130260,2022-08
0202010589 DOSAGEM DE PIRUVATO,1,1,130260,2022-08
0202010600 DOSAGEM DE POTASSIO,7012,7012,130260,2022-08
0202010619 DOSAGEM DE PROTEINAS TOTAIS,69,69,130260,2022-08
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,999,999,130260,2022-08
0202010635 DOSAGEM DE SODIO,5399,5399,130260,2022-08
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),10351,10351,130260,2022-08
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),11407,11407,130260,2022-08
0202010660 DOSAGEM DE TRANSFERRINA,736,736,130260,2022-08
0202010678 DOSAGEM DE TRIGLICERIDEOS,12312,12312,130260,2022-08
0202010686 DOSAGEM DE TRIPTOFANO,22,22,130260,2022-08
0202010694 DOSAGEM DE UREIA,14319,14319,130260,2022-08
0202010708 DOSAGEM DE VITAMINA B12,3279,3279,130260,2022-08
0202010716 ELETROFORESE DE LIPOPROTEINAS,2,2,130260,2022-08
0202010724 ELETROFORESE DE PROTEINAS,78,78,130260,2022-08
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),357,357,130260,2022-08
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,39,39,130260,2022-08
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,7412,7412,130260,2022-08
0202020029 CONTAGEM DE PLAQUETAS,922,922,130260,2022-08
0202020037 CONTAGEM DE RETICULOCITOS,69,69,130260,2022-08
0202020061 DETERMINACAO DE SULFO-HEMOGLOBINA,1,1,130260,2022-08
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,2445,2445,130260,2022-08
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,2,2,130260,2022-08
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,2235,2235,130260,2022-08
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,158,158,130260,2022-08
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,2,2,130260,2022-08
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,107,107,130260,2022-08
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),1556,1556,130260,2022-08
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),2573,2573,130260,2022-08
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1713,1713,130260,2022-08
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,14,14,130260,2022-08
