procedimento,2020,total,municipio_ibge,competencia
0101020066 APLICACAO DE SELANTE (POR DENTE),12,12,130260,2020-12
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),13,13,130260,2020-12
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,37,37,130260,2020-12
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,126,126,130260,2020-12
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,23,23,130260,2020-12
0101050062 SESSAO DE ARTETERAPIA,1,1,130260,2020-12
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,25,25,130260,2020-12
0201010046 BIOPSIA DE ANUS E CANAL ANAL,2,2,130260,2020-12
0201010224 BIOPSIA DE GANGLIO LINFATICO,2,2,130260,2020-12
0201010232 BIOPSIA DE GLANDULA SALIVAR,2,2,130260,2020-12
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),1,1,130260,2020-12
0201010275 BIOPSIA DE MEDULA OSSEA,16,16,130260,2020-12
0201010372 BIOPSIA DE PELE E PARTES MOLES,148,148,130260,2020-12
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,18,18,130260,2020-12
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2020-12
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,7,7,130260,2020-12
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,4,4,130260,2020-12
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,1,1,130260,2020-12
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,1,1,130260,2020-12
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,1,1,130260,2020-12
0201010666 BIOPSIA DO COLO UTERINO,88,88,130260,2020-12
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,80,80,130260,2020-12
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,910,910,130260,2020-12
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,11,11,130260,2020-12
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,162,162,130260,2020-12
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),341,341,130260,2020-12
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),1,1,130260,2020-12
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),2,2,130260,2020-12
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),17,17,130260,2020-12
0202010112 DOSAGEM DE ACIDO ASCORBICO,55,55,130260,2020-12
0202010120 DOSAGEM DE ACIDO URICO,4025,4025,130260,2020-12
0202010147 DOSAGEM DE ALDOLASE,62,62,130260,2020-12
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,3,3,130260,2020-12
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,22,22,130260,2020-12
0202010180 DOSAGEM DE AMILASE,358,358,130260,2020-12
0202010198 DOSAGEM DE AMONIA,1,1,130260,2020-12
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1867,1867,130260,2020-12
0202010210 DOSAGEM DE CALCIO,2413,2413,130260,2020-12
0202010228 DOSAGEM DE CALCIO IONIZAVEL,125,125,130260,2020-12
0202010252 DOSAGEM DE CERULOPLASMINA,5,5,130260,2020-12
0202010260 DOSAGEM DE CLORETO,174,174,130260,2020-12
0202010279 DOSAGEM DE COLESTEROL HDL,10014,10014,130260,2020-12
0202010287 DOSAGEM DE COLESTEROL LDL,8940,8940,130260,2020-12
0202010295 DOSAGEM DE COLESTEROL TOTAL,12482,12482,130260,2020-12
0202010309 DOSAGEM DE COLINESTERASE,7,7,130260,2020-12
0202010317 DOSAGEM DE CREATININA,10350,10350,130260,2020-12
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),228,228,130260,2020-12
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,86,86,130260,2020-12
0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,2,2,130260,2020-12
0202010368 DOSAGEM DE DESIDROGENASE LATICA,172,172,130260,2020-12
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2020-12
0202010384 DOSAGEM DE FERRITINA,1934,1934,130260,2020-12
0202010392 DOSAGEM DE FERRO SERICO,1231,1231,130260,2020-12
0202010406 DOSAGEM DE FOLATO,214,214,130260,2020-12
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,8,8,130260,2020-12
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2778,2778,130260,2020-12
0202010430 DOSAGEM DE FOSFORO,1268,1268,130260,2020-12
0202010457 DOSAGEM DE GALACTOSE,2,2,130260,2020-12
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2614,2614,130260,2020-12
0202010473 DOSAGEM DE GLICOSE,13674,13674,130260,2020-12
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,7,7,130260,2020-12
0202010490 DOSAGEM DE HAPTOGLOBINA,3,3,130260,2020-12
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,4974,4974,130260,2020-12
0202010538 DOSAGEM DE LACTATO,7,7,130260,2020-12
0202010546 DOSAGEM DE LEUCINO-AMINOPEPTIDASE,1,1,130260,2020-12
0202010554 DOSAGEM DE LIPASE,183,183,130260,2020-12
0202010562 DOSAGEM DE MAGNESIO,1010,1010,130260,2020-12
0202010570 DOSAGEM DE MUCO-PROTEINAS,32,32,130260,2020-12
0202010600 DOSAGEM DE POTASSIO,3319,3319,130260,2020-12
0202010619 DOSAGEM DE PROTEINAS TOTAIS,72,72,130260,2020-12
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,901,901,130260,2020-12
0202010635 DOSAGEM DE SODIO,2282,2282,130260,2020-12
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),7987,7987,130260,2020-12
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),8738,8738,130260,2020-12
0202010660 DOSAGEM DE TRANSFERRINA,738,738,130260,2020-12
0202010678 DOSAGEM DE TRIGLICERIDEOS,10151,10151,130260,2020-12
0202010686 DOSAGEM DE TRIPTOFANO,3,3,130260,2020-12
0202010694 DOSAGEM DE UREIA,10618,10618,130260,2020-12
0202010708 DOSAGEM DE VITAMINA B12,1321,1321,130260,2020-12
0202010716 ELETROFORESE DE LIPOPROTEINAS,5,5,130260,2020-12
0202010724 ELETROFORESE DE PROTEINAS,57,57,130260,2020-12
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),45,45,130260,2020-12
0202010740 PROVA DA D-XILOSE,1,1,130260,2020-12
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,26,26,130260,2020-12
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,3732,3732,130260,2020-12
0202020010 CITOQUIMICA HEMATOLOGICA,2,2,130260,2020-12
0202020029 CONTAGEM DE PLAQUETAS,772,772,130260,2020-12
0202020037 CONTAGEM DE RETICULOCITOS,89,89,130260,2020-12
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,1107,1107,130260,2020-12
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,2,2,130260,2020-12
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,1045,1045,130260,2020-12
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,36,36,130260,2020-12
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,35,35,130260,2020-12
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),319,319,130260,2020-12
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),891,891,130260,2020-12
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1393,1393,130260,2020-12
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,17,17,130260,2020-12
0202020177 DOSAGEM DE ANTITROMBINA III,3,3,130260,2020-12
0202020207 DOSAGEM DE FATOR V,4,4,130260,2020-12
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),2,2,130260,2020-12
0202020258 DOSAGEM DE FATOR X,1,1,130260,2020-12
0202020282 DOSAGEM DE FATOR XIII,3,3,130260,2020-12
0202020290 DOSAGEM DE FIBRINOGENIO,16,16,130260,2020-12
0202020304 DOSAGEM DE HEMOGLOBINA,15,15,130260,2020-12
0202020339 DOSAGEM DE HEMOSSIDERINA,1,1,130260,2020-12
0202020355 ELETROFORESE DE HEMOGLOBINA,139,139,130260,2020-12
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",253,253,130260,2020-12
0202020371 HEMATOCRITO,35,35,130260,2020-12
0202020380 HEMOGRAMA COMPLETO,15885,15885,130260,2020-12
0202020398 LEUCOGRAMA,244,244,130260,2020-12
0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,1,1,130260,2020-12
0202020410 PESQUISA DE CELULAS LE,6,6,130260,2020-12
0202020444 PESQUISA DE HEMOGLOBINA S,1,1,130260,2020-12
0202020452 PESQUISA DE PLASMODIO,1,1,130260,2020-12
0202020460 PESQUISA DE TRIPANOSSOMA,2,2,130260,2020-12
0202020487 PROVA DE CONSUMO DE PROTROMBINA,5,5,130260,2020-12
0202020495 PROVA DE RETRACAO DO COAGULO,748,748,130260,2020-12
0202020509 PROVA DO LACO,809,809,130260,2020-12
0202020517 RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS,1,1,130260,2020-12
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,3,3,130260,2020-12
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),21,21,130260,2020-12
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,481,481,130260,2020-12
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),4,4,130260,2020-12
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),9,9,130260,2020-12
0202030075 DETERMINACAO DE FATOR REUMATOIDE,896,896,130260,2020-12
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,1131,1131,130260,2020-12
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,36,36,130260,2020-12
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),1496,1496,130260,2020-12
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,9,9,130260,2020-12
0202030121 DOSAGEM DE COMPLEMENTO C3,111,111,130260,2020-12
0202030130 DOSAGEM DE COMPLEMENTO C4,104,104,130260,2020-12
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),9,9,130260,2020-12
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),39,39,130260,2020-12
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),7,7,130260,2020-12
0202030202 DOSAGEM DE PROTEINA C REATIVA,1486,1486,130260,2020-12
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),135,135,130260,2020-12
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,33,33,130260,2020-12
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,29,29,130260,2020-12
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,59,59,130260,2020-12
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,34,34,130260,2020-12
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),31,31,130260,2020-12
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),3665,3665,130260,2020-12
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,31,31,130260,2020-12
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),15,15,130260,2020-12
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,25,25,130260,2020-12
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),47,47,130260,2020-12
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),40,40,130260,2020-12
0202030407 PESQUISA DE ANTICORPOS ANTIBRUCELAS,1,1,130260,2020-12
0202030431 PESQUISA DE ANTICORPOS ANTICORTEX SUPRARENAL,1,1,130260,2020-12
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),6,6,130260,2020-12
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,17,17,130260,2020-12
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),740,740,130260,2020-12
0202030482 PESQUISA DE ANTICORPOS ANTIFIGADO,1,1,130260,2020-12
0202030504 PESQUISA DE ANTICORPOS ANTIGLOMERULO,1,1,130260,2020-12
0202030512 PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS,3,3,130260,2020-12
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,9,9,130260,2020-12
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,190,190,130260,2020-12
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,6,6,130260,2020-12
