procedimento,2020,total,municipio_ibge,competencia
0101020066 APLICACAO DE SELANTE (POR DENTE),1,1,130260,2020-01
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),29,29,130260,2020-01
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,16,16,130260,2020-01
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,210,210,130260,2020-01
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,11,11,130260,2020-01
0101040024 AVALIACAO ANTROPOMETRICA,3,3,130260,2020-01
0101050054 OFICINA DE MASSAGEM/ AUTO-MASSAGEM,4,4,130260,2020-01
0101050070 SESSAO DE MEDITACAO,6,6,130260,2020-01
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,22,22,130260,2020-01
0201010046 BIOPSIA DE ANUS E CANAL ANAL,2,2,130260,2020-01
0201010194 BIOPSIA DE FARINGE/LARINGE,1,1,130260,2020-01
0201010224 BIOPSIA DE GANGLIO LINFATICO,5,5,130260,2020-01
0201010232 BIOPSIA DE GLANDULA SALIVAR,3,3,130260,2020-01
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),3,3,130260,2020-01
0201010275 BIOPSIA DE MEDULA OSSEA,17,17,130260,2020-01
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),4,4,130260,2020-01
0201010372 BIOPSIA DE PELE E PARTES MOLES,144,144,130260,2020-01
0201010380 BIOPSIA DE PENIS,1,1,130260,2020-01
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),5,5,130260,2020-01
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,38,38,130260,2020-01
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,68,68,130260,2020-01
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2020-01
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,9,9,130260,2020-01
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,3,3,130260,2020-01
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,7,7,130260,2020-01
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,4,4,130260,2020-01
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,61,61,130260,2020-01
0201010666 BIOPSIA DO COLO UTERINO,130,130,130260,2020-01
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,1,1,130260,2020-01
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,879,879,130260,2020-01
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,2307,2307,130260,2020-01
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,5,5,130260,2020-01
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,225,225,130260,2020-01
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,5,5,130260,2020-01
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),177,177,130260,2020-01
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),27,27,130260,2020-01
0202010112 DOSAGEM DE ACIDO ASCORBICO,34,34,130260,2020-01
0202010120 DOSAGEM DE ACIDO URICO,3311,3311,130260,2020-01
0202010147 DOSAGEM DE ALDOLASE,19,19,130260,2020-01
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,12,12,130260,2020-01
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,1,1,130260,2020-01
0202010171 DOSAGEM DE ALFA-2-MACROGLOBULINA,2,2,130260,2020-01
0202010180 DOSAGEM DE AMILASE,740,740,130260,2020-01
0202010198 DOSAGEM DE AMONIA,2,2,130260,2020-01
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,2407,2407,130260,2020-01
0202010210 DOSAGEM DE CALCIO,2686,2686,130260,2020-01
0202010228 DOSAGEM DE CALCIO IONIZAVEL,327,327,130260,2020-01
0202010236 DOSAGEM DE CAROTENO,1,1,130260,2020-01
0202010252 DOSAGEM DE CERULOPLASMINA,8,8,130260,2020-01
0202010260 DOSAGEM DE CLORETO,637,637,130260,2020-01
0202010279 DOSAGEM DE COLESTEROL HDL,8554,8554,130260,2020-01
0202010287 DOSAGEM DE COLESTEROL LDL,8739,8739,130260,2020-01
0202010295 DOSAGEM DE COLESTEROL TOTAL,10228,10228,130260,2020-01
0202010309 DOSAGEM DE COLINESTERASE,5,5,130260,2020-01
0202010317 DOSAGEM DE CREATININA,11471,11471,130260,2020-01
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),816,816,130260,2020-01
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,622,622,130260,2020-01
0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,1,1,130260,2020-01
0202010368 DOSAGEM DE DESIDROGENASE LATICA,457,457,130260,2020-01
0202010384 DOSAGEM DE FERRITINA,1929,1929,130260,2020-01
0202010392 DOSAGEM DE FERRO SERICO,1228,1228,130260,2020-01
0202010406 DOSAGEM DE FOLATO,266,266,130260,2020-01
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,5,5,130260,2020-01
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2916,2916,130260,2020-01
0202010430 DOSAGEM DE FOSFORO,2081,2081,130260,2020-01
0202010449 DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA,2,2,130260,2020-01
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2781,2781,130260,2020-01
0202010473 DOSAGEM DE GLICOSE,13420,13420,130260,2020-01
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,8,8,130260,2020-01
0202010490 DOSAGEM DE HAPTOGLOBINA,2,2,130260,2020-01
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,3495,3495,130260,2020-01
0202010520 DOSAGEM DE ISOMERASE-FOSFOHEXOSE,2,2,130260,2020-01
0202010538 DOSAGEM DE LACTATO,177,177,130260,2020-01
0202010554 DOSAGEM DE LIPASE,477,477,130260,2020-01
0202010562 DOSAGEM DE MAGNESIO,1725,1725,130260,2020-01
0202010570 DOSAGEM DE MUCO-PROTEINAS,64,64,130260,2020-01
0202010589 DOSAGEM DE PIRUVATO,2,2,130260,2020-01
0202010600 DOSAGEM DE POTASSIO,5251,5251,130260,2020-01
0202010619 DOSAGEM DE PROTEINAS TOTAIS,557,557,130260,2020-01
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,990,990,130260,2020-01
0202010635 DOSAGEM DE SODIO,4431,4431,130260,2020-01
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),8276,8276,130260,2020-01
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),9234,9234,130260,2020-01
0202010660 DOSAGEM DE TRANSFERRINA,594,594,130260,2020-01
0202010678 DOSAGEM DE TRIGLICERIDEOS,9389,9389,130260,2020-01
0202010686 DOSAGEM DE TRIPTOFANO,4,4,130260,2020-01
0202010694 DOSAGEM DE UREIA,12234,12234,130260,2020-01
0202010708 DOSAGEM DE VITAMINA B12,1249,1249,130260,2020-01
0202010716 ELETROFORESE DE LIPOPROTEINAS,1,1,130260,2020-01
0202010724 ELETROFORESE DE PROTEINAS,32,32,130260,2020-01
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),151,151,130260,2020-01
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,23,23,130260,2020-01
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,3425,3425,130260,2020-01
0202020029 CONTAGEM DE PLAQUETAS,544,544,130260,2020-01
0202020037 CONTAGEM DE RETICULOCITOS,140,140,130260,2020-01
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,1598,1598,130260,2020-01
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,1123,1123,130260,2020-01
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,406,406,130260,2020-01
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,1,1,130260,2020-01
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,29,29,130260,2020-01
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),635,635,130260,2020-01
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),2318,2318,130260,2020-01
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1240,1240,130260,2020-01
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,1,1,130260,2020-01
0202020177 DOSAGEM DE ANTITROMBINA III,1,1,130260,2020-01
0202020223 DOSAGEM DE FATOR VIII,1,1,130260,2020-01
0202020290 DOSAGEM DE FIBRINOGENIO,5,5,130260,2020-01
0202020304 DOSAGEM DE HEMOGLOBINA,13,13,130260,2020-01
0202020312 DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC,1,1,130260,2020-01
0202020320 DOSAGEM DE HEMOGLOBINA FETAL,1,1,130260,2020-01
0202020339 DOSAGEM DE HEMOSSIDERINA,8,8,130260,2020-01
0202020355 ELETROFORESE DE HEMOGLOBINA,54,54,130260,2020-01
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",801,801,130260,2020-01
0202020371 HEMATOCRITO,151,151,130260,2020-01
0202020380 HEMOGRAMA COMPLETO,18853,18853,130260,2020-01
0202020398 LEUCOGRAMA,885,885,130260,2020-01
0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,1,1,130260,2020-01
0202020410 PESQUISA DE CELULAS LE,4,4,130260,2020-01
0202020452 PESQUISA DE PLASMODIO,236,236,130260,2020-01
0202020460 PESQUISA DE TRIPANOSSOMA,9,9,130260,2020-01
0202020487 PROVA DE CONSUMO DE PROTROMBINA,1,1,130260,2020-01
0202020495 PROVA DE RETRACAO DO COAGULO,1163,1163,130260,2020-01
0202020509 PROVA DO LACO,1159,1159,130260,2020-01
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,4,4,130260,2020-01
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),24,24,130260,2020-01
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,566,566,130260,2020-01
0202030032 CONTAGEM DE LINFOCITOS T TOTAIS,1,1,130260,2020-01
