procedimento,2020,total,municipio_ibge,competencia
0101020066 APLICACAO DE SELANTE (POR DENTE),18,18,130260,2020-10
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),20,20,130260,2020-10
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,19,19,130260,2020-10
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,92,92,130260,2020-10
0101020104 ORIENTACAO DE HIGIENE BUCAL,93,93,130260,2020-10
0101030010 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,1,1,130260,2020-10
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,13,13,130260,2020-10
0101050070 SESSAO DE MEDITACAO,23,23,130260,2020-10
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,24,24,130260,2020-10
0201010046 BIOPSIA DE ANUS E CANAL ANAL,11,11,130260,2020-10
0201010224 BIOPSIA DE GANGLIO LINFATICO,9,9,130260,2020-10
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),4,4,130260,2020-10
0201010275 BIOPSIA DE MEDULA OSSEA,15,15,130260,2020-10
0201010305 BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO),1,1,130260,2020-10
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),6,6,130260,2020-10
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),1,1,130260,2020-10
0201010372 BIOPSIA DE PELE E PARTES MOLES,193,193,130260,2020-10
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),2,2,130260,2020-10
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,31,31,130260,2020-10
0201010437 BIOPSIA DE RIM POR PUNCAO,1,1,130260,2020-10
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,52,52,130260,2020-10
0201010500 BIOPSIA/PUNCAO DE VAGINA,1,1,130260,2020-10
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,7,7,130260,2020-10
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,4,4,130260,2020-10
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,2,2,130260,2020-10
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,4,4,130260,2020-10
