procedimento,2021,total,municipio_ibge,competencia
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),17,17,130260,2021-07
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,27,27,130260,2021-07
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,95,95,130260,2021-07
0101020104 ORIENTACAO DE HIGIENE BUCAL,1,1,130260,2021-07
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,2,2,130260,2021-07
0101040024 AVALIACAO ANTROPOMETRICA,4,4,130260,2021-07
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,95,95,130260,2021-07
0201010046 BIOPSIA DE ANUS E CANAL ANAL,6,6,130260,2021-07
0201010194 BIOPSIA DE FARINGE/LARINGE,2,2,130260,2021-07
0201010216 BIOPSIA DE FIGADO POR PUNCAO,1,1,130260,2021-07
0201010224 BIOPSIA DE GANGLIO LINFATICO,1,1,130260,2021-07
0201010232 BIOPSIA DE GLANDULA SALIVAR,10,10,130260,2021-07
"0201010240 BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E TUMOR INTRA OCULAR",2,2,130260,2021-07
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),2,2,130260,2021-07
0201010275 BIOPSIA DE MEDULA OSSEA,16,16,130260,2021-07
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),9,9,130260,2021-07
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),3,3,130260,2021-07
0201010372 BIOPSIA DE PELE E PARTES MOLES,275,275,130260,2021-07
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),3,3,130260,2021-07
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,23,23,130260,2021-07
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,51,51,130260,2021-07
0201010518 BIOPSIA/PUNCAO DE VULVA,3,3,130260,2021-07
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,17,17,130260,2021-07
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2021-07
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,9,9,130260,2021-07
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,8,8,130260,2021-07
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,65,65,130260,2021-07
0201010631 PUNCAO LOMBAR,5,5,130260,2021-07
0201010666 BIOPSIA DO COLO UTERINO,66,66,130260,2021-07
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,3,3,130260,2021-07
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,169,169,130260,2021-07
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,3949,3949,130260,2021-07
0202010015 CLEARANCE OSMOLAR,3,3,130260,2021-07
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,212,212,130260,2021-07
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,7,7,130260,2021-07
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),238,238,130260,2021-07
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),2,2,130260,2021-07
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),1,1,130260,2021-07
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),18,18,130260,2021-07
0202010090 DOSAGEM DE 5-NUCLEOTIDASE,1,1,130260,2021-07
0202010112 DOSAGEM DE ACIDO ASCORBICO,93,93,130260,2021-07
0202010120 DOSAGEM DE ACIDO URICO,4546,4546,130260,2021-07
0202010147 DOSAGEM DE ALDOLASE,32,32,130260,2021-07
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,3,3,130260,2021-07
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,9,9,130260,2021-07
0202010180 DOSAGEM DE AMILASE,525,525,130260,2021-07
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1898,1898,130260,2021-07
0202010210 DOSAGEM DE CALCIO,2672,2672,130260,2021-07
0202010228 DOSAGEM DE CALCIO IONIZAVEL,584,584,130260,2021-07
0202010252 DOSAGEM DE CERULOPLASMINA,4,4,130260,2021-07
0202010260 DOSAGEM DE CLORETO,661,661,130260,2021-07
0202010279 DOSAGEM DE COLESTEROL HDL,11913,11913,130260,2021-07
0202010287 DOSAGEM DE COLESTEROL LDL,9651,9651,130260,2021-07
0202010295 DOSAGEM DE COLESTEROL TOTAL,15909,15909,130260,2021-07
0202010317 DOSAGEM DE CREATININA,11942,11942,130260,2021-07
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),772,772,130260,2021-07
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,354,354,130260,2021-07
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,1,1,130260,2021-07
0202010368 DOSAGEM DE DESIDROGENASE LATICA,552,552,130260,2021-07
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),1,1,130260,2021-07
0202010384 DOSAGEM DE FERRITINA,2129,2129,130260,2021-07
0202010392 DOSAGEM DE FERRO SERICO,1637,1637,130260,2021-07
0202010406 DOSAGEM DE FOLATO,361,361,130260,2021-07
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,5,5,130260,2021-07
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2668,2668,130260,2021-07
0202010430 DOSAGEM DE FOSFORO,1744,1744,130260,2021-07
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),2651,2651,130260,2021-07
0202010473 DOSAGEM DE GLICOSE,14787,14787,130260,2021-07
