procedimento,2021,total,municipio_ibge,competencia
0101020066 APLICACAO DE SELANTE (POR DENTE),3,3,130260,2021-11
0101020074 APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),32,32,130260,2021-11
0101020082 EVIDENCIACAO DE PLACA BACTERIANA,43,43,130260,2021-11
0101020090 SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,134,134,130260,2021-11
0101020104 ORIENTACAO DE HIGIENE BUCAL,19,19,130260,2021-11
0101030029 VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,14,14,130260,2021-11
0101040024 AVALIACAO ANTROPOMETRICA,25,25,130260,2021-11
0101050089 SESSAO DE MUSICOTERAPIA,3,3,130260,2021-11
0201010020 BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,114,114,130260,2021-11
0201010046 BIOPSIA DE ANUS E CANAL ANAL,18,18,130260,2021-11
0201010119 BIOPSIA DE CORNEA,1,1,130260,2021-11
0201010151 BIOPSIA DE ENDOMETRIO,1,1,130260,2021-11
0201010224 BIOPSIA DE GANGLIO LINFATICO,3,3,130260,2021-11
0201010232 BIOPSIA DE GLANDULA SALIVAR,17,17,130260,2021-11
0201010267 BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),6,6,130260,2021-11
0201010275 BIOPSIA DE MEDULA OSSEA,27,27,130260,2021-11
0201010305 BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO),1,1,130260,2021-11
0201010321 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),10,10,130260,2021-11
0201010330 BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),5,5,130260,2021-11
0201010372 BIOPSIA DE PELE E PARTES MOLES,242,242,130260,2021-11
0201010402 BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),1,1,130260,2021-11
0201010410 BIOPSIA DE PROSTATA VIA TRANSRETAL,39,39,130260,2021-11
0201010470 BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,63,63,130260,2021-11
0201010518 BIOPSIA/PUNCAO DE VULVA,2,2,130260,2021-11
0201010526 BIOPSIA DOS TECIDOS MOLES DA BOCA,12,12,130260,2021-11
0201010542 BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,2,2,130260,2021-11
0201010569 BIOPSIA/EXERESE DE NODULO DE MAMA,8,8,130260,2021-11
0201010585 PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,4,4,130260,2021-11
0201010607 PUNCAO DE MAMA POR AGULHA GROSSA,51,51,130260,2021-11
