lista morb  cid-10,2020,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,2160,2160,130260,2020-12
Cólera,2,2,130260,2020-12
Amebíase,12,12,130260,2020-12
Diarréia e gastroenterite origem infecc presum,217,217,130260,2020-12
Outras doenças infecciosas intestinais,87,87,130260,2020-12
Tuberculose respiratória,5,5,130260,2020-12
Tuberculose pulmonar,3,3,130260,2020-12
Outras tuberculoses respiratórias,2,2,130260,2020-12
Outras tuberculoses,2,2,130260,2020-12
Tuberculose do sistema nervoso,1,1,130260,2020-12
Restante de outras tuberculoses,1,1,130260,2020-12
Infecção meningocócica,1,1,130260,2020-12
Septicemia,108,108,130260,2020-12
Outras doenças bacterianas,129,129,130260,2020-12
Restante de outras doenças bacterianas,129,129,130260,2020-12
Sífilis congênita,16,16,130260,2020-12
Outras sífilis,1,1,130260,2020-12
Outras infecções com transm predominant sexual,4,4,130260,2020-12
Febres recorrentes,2,2,130260,2020-12
Raiva,1,1,130260,2020-12
Outras febre p/arbovírus e febr hemorr p/vírus,36,36,130260,2020-12
Dengue [dengue clásssico],30,30,130260,2020-12
Febre hemorrágica devida ao vírus da dengue,3,3,130260,2020-12
Restante outr febr arbovírus febr hemor vírus,3,3,130260,2020-12
Infecções pelo vírus do herpes,1,1,130260,2020-12
Varicela e herpes zoster,7,7,130260,2020-12
Outras hepatites virais,6,6,130260,2020-12
Doença pelo vírus da imunodefic humana [HIV],100,100,130260,2020-12
Caxumba [parotidite epidêmica],1,1,130260,2020-12
Outras doenças virais,1395,1395,130260,2020-12
Meningite viral,1,1,130260,2020-12
Restante de outras doenças virais,1394,1394,130260,2020-12
Micoses,3,3,130260,2020-12
Malária,13,13,130260,2020-12
Malária por Plasmodium falciparum,3,3,130260,2020-12
Malária por Plasmodium vivax,6,6,130260,2020-12
Malária não especificada,4,4,130260,2020-12
Leishmaniose,1,1,130260,2020-12
Leishmaniose não especificada,1,1,130260,2020-12
Tripanossomíase,1,1,130260,2020-12
Filariose,1,1,130260,2020-12
Outras helmintíases,3,3,130260,2020-12
Outras doenças infecciosas e parasitárias,5,5,130260,2020-12
02 Neoplasias (tumores),492,492,130260,2020-12
Neoplasia maligna do lábio cavid oral e faringe,7,7,130260,2020-12
Neoplasia maligna do esôfago,8,8,130260,2020-12
Neoplasia maligna do estômago,23,23,130260,2020-12
Neoplasia maligna do cólon,9,9,130260,2020-12
Neopl malig junção retoss reto ânus canal anal,16,16,130260,2020-12
Neopl malig fígado e vias biliares intra-hepát,6,6,130260,2020-12
Neoplasia maligna do pâncreas,1,1,130260,2020-12
Outras neoplasias malignas de órgãos digestivos,7,7,130260,2020-12
Neoplasias malignas de laringe,6,6,130260,2020-12
Neoplasia maligna de traquéia brônquios e pulm,16,16,130260,2020-12
Outras neopl malig órg respirat e intratorác,2,2,130260,2020-12
Neoplasia maligna do osso e cartilagem articul,16,16,130260,2020-12
Neoplasia maligna da pele,1,1,130260,2020-12
Outras neoplasias malignas da pele,3,3,130260,2020-12
Neopl malig do tecido mesotelial e tec moles,15,15,130260,2020-12
Neoplasia maligna da mama,46,46,130260,2020-12
Neoplasia maligna do colo do útero,43,43,130260,2020-12
Neopl malig outr porções e porç não espec útero,8,8,130260,2020-12
Outras neopl malignas órgãos genitais femininos,18,18,130260,2020-12
Neoplasia maligna da próstata,14,14,130260,2020-12
Outras neopl malignas órgãos genit masculinos,5,5,130260,2020-12
Neoplasia maligna da bexiga,6,6,130260,2020-12
Outras neoplasias malignas do trato urinário,10,10,130260,2020-12
Neoplasia maligna dos olhos e anexos,3,3,130260,2020-12
Neoplasia maligna do encéfalo,6,6,130260,2020-12
Neopl malig outr local mal def secun e não esp,25,25,130260,2020-12
Doença de Hodgkin,1,1,130260,2020-12
Linfoma não-Hodgkin,7,7,130260,2020-12
Leucemia,45,45,130260,2020-12
Outras neopl malig tecidos linfóid hemat e rel,3,3,130260,2020-12
Carcinoma in situ de colo do útero,5,5,130260,2020-12
Neoplasia benigna da mama,2,2,130260,2020-12
Leiomioma do útero,59,59,130260,2020-12
Neoplasia benigna do ovário,3,3,130260,2020-12
Neopl benig encéfalo e outr part sist nerv cent,4,4,130260,2020-12
Outr neopl in situ benigs e comport incert desc,43,43,130260,2020-12
03 Doenças sangue órgãos hemat e transt imunitár,56,56,130260,2020-12
Anemia por deficiência de ferro,8,8,130260,2020-12
Outras anemias,33,33,130260,2020-12
Afecç hemorrág e outr doenç sang e órg hematop,15,15,130260,2020-12
04 Doenças endócrinas nutricionais e metabólicas,239,239,130260,2020-12
Outros transtornos tireoidianos,4,4,130260,2020-12
Diabetes mellitus,196,196,130260,2020-12
Desnutrição,6,6,130260,2020-12
Obesidade,2,2,130260,2020-12
Depleção de volume,6,6,130260,2020-12
Outros transt endócrinos nutricionais metabólic,25,25,130260,2020-12
05 Transtornos mentais e comportamentais,64,64,130260,2020-12
Demência,1,1,130260,2020-12
Transt mentais e comportamentais dev uso álcool,3,3,130260,2020-12
Transt ment comport dev uso outr subst psicoat,3,3,130260,2020-12
Esquizofrenia transt esquizotípicos e delirant,41,41,130260,2020-12
Transtornos de humor [afetivos],12,12,130260,2020-12
Transt neurót e relacionados com stress somatof,1,1,130260,2020-12
Outros transtornos mentais e comportamentais,3,3,130260,2020-12
06 Doenças do sistema nervoso,138,138,130260,2020-12
Doenças inflamatórias do sistema nervoso centr,4,4,130260,2020-12
Meningite bacteriana não classif outra parte,3,3,130260,2020-12
Restante doenças inflamat sist nervoso centr,1,1,130260,2020-12
Doença de Parkinson,1,1,130260,2020-12
Esclerose múltiplas,1,1,130260,2020-12
Epilepsia,31,31,130260,2020-12
Enxaqueca e outras síndromes de algias cefálic,2,2,130260,2020-12
Acid vascular cerebr isquêm transit e síndr cor,71,71,130260,2020-12
Transtornos dos nervos raízes e plexos nervosos,2,2,130260,2020-12
Paralisia cerebral e outras síndromes paralít,4,4,130260,2020-12
Outras doenças do sistema nervoso,22,22,130260,2020-12
07 Doenças do olho e anexos,59,59,130260,2020-12
Catarata e outros transtornos do cristalino,40,40,130260,2020-12
Descolamentos e defeitos da retina,13,13,130260,2020-12
Outras doenças do olho e anexos,6,6,130260,2020-12
08 Doenças do ouvido e da apófise mastóide,20,20,130260,2020-12
Otite média e outr transt ouvid médio apóf mast,11,11,130260,2020-12
Outras doenças do ouvido e da apófise mastóide,9,9,130260,2020-12
09 Doenças do aparelho circulatório,622,622,130260,2020-12
Febre reumática aguda,1,1,130260,2020-12
Doença reumática crônica do coração,7,7,130260,2020-12
Hipertensão essencial (primária),83,83,130260,2020-12
Outras doenças hipertensivas,23,23,130260,2020-12
Infarto agudo do miocárdio,81,81,130260,2020-12
Outras doenças isquêmicas do coração,72,72,130260,2020-12
Embolia pulmonar,4,4,130260,2020-12
Transtornos de condução e arritmias cardíacas,35,35,130260,2020-12
Insuficiência cardíaca,126,126,130260,2020-12
Outras doenças do coração,20,20,130260,2020-12
Hemorragia intracraniana,39,39,130260,2020-12
Infarto cerebral,3,3,130260,2020-12
Acid vascular cerebr não espec hemorrág ou isq,49,49,130260,2020-12
Outras doenças cerebrovasculares,8,8,130260,2020-12
Arteroesclerose,7,7,130260,2020-12
Embolia e trombose arteriais,4,4,130260,2020-12
Outras doenças das artérias arteríolas e capil,12,12,130260,2020-12
Flebite tromboflebite embolia e trombose venosa,11,11,130260,2020-12
Veias varicosas das extremidades inferiores,16,16,130260,2020-12
Hemorróidas,3,3,130260,2020-12
Outras doenças do aparelho circulatório,18,18,130260,2020-12
10 Doenças do aparelho respiratório,1018,1018,130260,2020-12
Faringite aguda e amigdalite aguda,8,8,130260,2020-12
Laringite e traqueíte agudas,4,4,130260,2020-12
Outras infecções agudas das vias aéreas super,9,9,130260,2020-12
Influenza [gripe],21,21,130260,2020-12
Pneumonia,696,696,130260,2020-12
Bronquite aguda e bronquiolite aguda,82,82,130260,2020-12
Outras doenças do nariz e dos seios paranasais,9,9,130260,2020-12
Doenças crônicas das amígdalas e das adenóides,8,8,130260,2020-12
Outras doenças do trato respiratório superior,8,8,130260,2020-12
Bronquite enfisema e outr doenç pulm obstr crôn,30,30,130260,2020-12
Asma,40,40,130260,2020-12
Bronquiectasia,1,1,130260,2020-12
Outras doenças do aparelho respiratório,102,102,130260,2020-12
11 Doenças do aparelho digestivo,907,907,130260,2020-12
Outros transtornos dentes e estruturas suporte,2,2,130260,2020-12
Outr doenç cavidade oral glând saliv e maxilar,7,7,130260,2020-12
Úlcera gástrica e duodenal,9,9,130260,2020-12
Gastrite e duodenite,23,23,130260,2020-12
Outras doenças do esôfago estômago e duodeno,17,17,130260,2020-12
Doenças do apêndice,213,213,130260,2020-12
Hérnia inguinal,74,74,130260,2020-12
Outras hérnias,43,43,130260,2020-12
Doença de Crohn e colite ulcerativa,1,1,130260,2020-12
Ileo paralítico e obstrução intestinal s/hérnia,24,24,130260,2020-12
Doença diverticular do intestino,2,2,130260,2020-12
Outras doenças dos intestinos e peritônio,75,75,130260,2020-12
