lista morb  cid-10,2021,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,1432,1432,130260,2021-12
Febres tifóide e paratifóide,1,1,130260,2021-12
Shiguelose,1,1,130260,2021-12
Amebíase,3,3,130260,2021-12
Diarréia e gastroenterite origem infecc presum,288,288,130260,2021-12
Outras doenças infecciosas intestinais,83,83,130260,2021-12
Tuberculose respiratória,29,29,130260,2021-12
Tuberculose pulmonar,24,24,130260,2021-12
Outras tuberculoses respiratórias,4,4,130260,2021-12
Restante de tuberculose respiratória,1,1,130260,2021-12
Outras tuberculoses,6,6,130260,2021-12
Tuberculose do sistema nervoso,2,2,130260,2021-12
Tuberc intest peritônio glângl mesentéricos,1,1,130260,2021-12
Tuberculose do aparelho geniturinário,1,1,130260,2021-12
Tuberculose miliar,2,2,130260,2021-12
Hanseníase [lepra],2,2,130260,2021-12
Coqueluche,1,1,130260,2021-12
Infecção meningocócica,1,1,130260,2021-12
Septicemia,143,143,130260,2021-12
Outras doenças bacterianas,176,176,130260,2021-12
Leptospirose não especificada,3,3,130260,2021-12
Restante de outras doenças bacterianas,173,173,130260,2021-12
Sífilis congênita,35,35,130260,2021-12
Outras sífilis,2,2,130260,2021-12
Infecção gonocócica,1,1,130260,2021-12
Doenças por clamídias transmitidas via sexual,1,1,130260,2021-12
Outras infecções com transm predominant sexual,2,2,130260,2021-12
Febres recorrentes,2,2,130260,2021-12
Encefalite viral,6,6,130260,2021-12
Outras febre p/arbovírus e febr hemorr p/vírus,21,21,130260,2021-12
Dengue [dengue clásssico],19,19,130260,2021-12
Febre hemorrágica devida ao vírus da dengue,1,1,130260,2021-12
Restante outr febr arbovírus febr hemor vírus,1,1,130260,2021-12
Infecções pelo vírus do herpes,2,2,130260,2021-12
Varicela e herpes zoster,4,4,130260,2021-12
Hepatite aguda B,2,2,130260,2021-12
Outras hepatites virais,14,14,130260,2021-12
Doença pelo vírus da imunodefic humana [HIV],152,152,130260,2021-12
Outras doenças virais,400,400,130260,2021-12
Meningite viral,1,1,130260,2021-12
Restante de outras doenças virais,399,399,130260,2021-12
Micoses,3,3,130260,2021-12
Malária,34,34,130260,2021-12
Malária por Plasmodium falciparum,3,3,130260,2021-12
Malária por Plasmodium vivax,20,20,130260,2021-12
Malária por Plasmodium malariae,2,2,130260,2021-12
Malária não especificada,9,9,130260,2021-12
Leishmaniose,3,3,130260,2021-12
Leishmaniose cutânea,2,2,130260,2021-12
Leishmaniose não especificada,1,1,130260,2021-12
Equinococose,1,1,130260,2021-12
Outras helmintíases,7,7,130260,2021-12
Outras doenças infecciosas e parasitárias,6,6,130260,2021-12
02 Neoplasias (tumores),650,650,130260,2021-12
Neoplasia maligna do lábio cavid oral e faringe,9,9,130260,2021-12
Neoplasia maligna do esôfago,7,7,130260,2021-12
Neoplasia maligna do estômago,25,25,130260,2021-12
Neoplasia maligna do cólon,21,21,130260,2021-12
Neopl malig junção retoss reto ânus canal anal,16,16,130260,2021-12
Neopl malig fígado e vias biliares intra-hepát,6,6,130260,2021-12
Outras neoplasias malignas de órgãos digestivos,5,5,130260,2021-12
Neoplasias malignas de laringe,9,9,130260,2021-12
Neoplasia maligna de traquéia brônquios e pulm,15,15,130260,2021-12
Outras neopl malig órg respirat e intratorác,9,9,130260,2021-12
Neoplasia maligna do osso e cartilagem articul,11,11,130260,2021-12
Neoplasia maligna da pele,1,1,130260,2021-12
Outras neoplasias malignas da pele,12,12,130260,2021-12
Neopl malig do tecido mesotelial e tec moles,22,22,130260,2021-12
Neoplasia maligna da mama,31,31,130260,2021-12
Neoplasia maligna do colo do útero,41,41,130260,2021-12
Neopl malig outr porções e porç não espec útero,9,9,130260,2021-12
Outras neopl malignas órgãos genitais femininos,17,17,130260,2021-12
Neoplasia maligna da próstata,16,16,130260,2021-12
Outras neopl malignas órgãos genit masculinos,5,5,130260,2021-12
Neoplasia maligna da bexiga,8,8,130260,2021-12
Outras neoplasias malignas do trato urinário,7,7,130260,2021-12
Neoplasia maligna do encéfalo,13,13,130260,2021-12
Neopl malig outr local mal def secun e não esp,31,31,130260,2021-12
Doença de Hodgkin,10,10,130260,2021-12
Linfoma não-Hodgkin,13,13,130260,2021-12
Leucemia,87,87,130260,2021-12
Outras neopl malig tecidos linfóid hemat e rel,1,1,130260,2021-12
Carcinoma in situ de colo do útero,9,9,130260,2021-12
Neoplasia benigna da pele,1,1,130260,2021-12
Leiomioma do útero,99,99,130260,2021-12
Neoplasia benigna do ovário,1,1,130260,2021-12
Neopl benig encéfalo e outr part sist nerv cent,4,4,130260,2021-12
Outr neopl in situ benigs e comport incert desc,79,79,130260,2021-12
03 Doenças sangue órgãos hemat e transt imunitár,148,148,130260,2021-12
Anemia por deficiência de ferro,24,24,130260,2021-12
Outras anemias,96,96,130260,2021-12
Afecç hemorrág e outr doenç sang e órg hematop,28,28,130260,2021-12
04 Doenças endócrinas nutricionais e metabólicas,323,323,130260,2021-12
Transtornos tireoidianos relac deficiência iodo,2,2,130260,2021-12
Outros transtornos tireoidianos,4,4,130260,2021-12
Diabetes mellitus,267,267,130260,2021-12
Desnutrição,29,29,130260,2021-12
Obesidade,1,1,130260,2021-12
Depleção de volume,3,3,130260,2021-12
Outros transt endócrinos nutricionais metabólic,17,17,130260,2021-12
05 Transtornos mentais e comportamentais,59,59,130260,2021-12
Demência,1,1,130260,2021-12
Transt mentais e comportamentais dev uso álcool,3,3,130260,2021-12
Transt ment comport dev uso outr subst psicoat,2,2,130260,2021-12
Esquizofrenia transt esquizotípicos e delirant,37,37,130260,2021-12
Transtornos de humor [afetivos],13,13,130260,2021-12
Retardo mental,1,1,130260,2021-12
Outros transtornos mentais e comportamentais,2,2,130260,2021-12
06 Doenças do sistema nervoso,179,179,130260,2021-12
Doenças inflamatórias do sistema nervoso centr,5,5,130260,2021-12
