lista morb  cid-10,2021,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,3093,3093,130260,2021-06
Cólera,2,2,130260,2021-06
Amebíase,5,5,130260,2021-06
Diarréia e gastroenterite origem infecc presum,315,315,130260,2021-06
Outras doenças infecciosas intestinais,75,75,130260,2021-06
Tuberculose respiratória,11,11,130260,2021-06
Tuberculose pulmonar,8,8,130260,2021-06
Outras tuberculoses respiratórias,3,3,130260,2021-06
Outras tuberculoses,3,3,130260,2021-06
Tuberculose do sistema nervoso,1,1,130260,2021-06
Tuberculose miliar,1,1,130260,2021-06
Restante de outras tuberculoses,1,1,130260,2021-06
Hanseníase [lepra],1,1,130260,2021-06
Outros tétanos,1,1,130260,2021-06
Septicemia,132,132,130260,2021-06
Outras doenças bacterianas,284,284,130260,2021-06
Outras formas de leptospirose,1,1,130260,2021-06
Leptospirose não especificada,3,3,130260,2021-06
Restante de outras doenças bacterianas,280,280,130260,2021-06
Sífilis congênita,34,34,130260,2021-06
Sífilis precoce,1,1,130260,2021-06
Outras sífilis,2,2,130260,2021-06
Doenças por clamídias transmitidas via sexual,1,1,130260,2021-06
Outras infecções com transm predominant sexual,3,3,130260,2021-06
Febres recorrentes,3,3,130260,2021-06
Encefalite viral,5,5,130260,2021-06
Outras febre p/arbovírus e febr hemorr p/vírus,151,151,130260,2021-06
Dengue [dengue clásssico],138,138,130260,2021-06
Febre hemorrágica devida ao vírus da dengue,1,1,130260,2021-06
Restante outr febr arbovírus febr hemor vírus,12,12,130260,2021-06
Infecções pelo vírus do herpes,3,3,130260,2021-06
Varicela e herpes zoster,6,6,130260,2021-06
Hepatite aguda B,1,1,130260,2021-06
Outras hepatites virais,8,8,130260,2021-06
Doença pelo vírus da imunodefic humana [HIV],133,133,130260,2021-06
Caxumba [parotidite epidêmica],1,1,130260,2021-06
Outras doenças virais,1867,1867,130260,2021-06
Meningite viral,2,2,130260,2021-06
Restante de outras doenças virais,1865,1865,130260,2021-06
Micoses,6,6,130260,2021-06
Malária,25,25,130260,2021-06
Malária por Plasmodium falciparum,2,2,130260,2021-06
Malária por Plasmodium vivax,22,22,130260,2021-06
Malária por Plasmodium malariae,1,1,130260,2021-06
Leishmaniose,2,2,130260,2021-06
Leishmaniose cutânea,2,2,130260,2021-06
Outras helmintíases,3,3,130260,2021-06
Outras doenças infecciosas e parasitárias,9,9,130260,2021-06
02 Neoplasias (tumores),440,440,130260,2021-06
Neoplasia maligna do lábio cavid oral e faringe,3,3,130260,2021-06
Neoplasia maligna do esôfago,11,11,130260,2021-06
Neoplasia maligna do estômago,25,25,130260,2021-06
Neoplasia maligna do cólon,12,12,130260,2021-06
Neopl malig junção retoss reto ânus canal anal,5,5,130260,2021-06
Neopl malig fígado e vias biliares intra-hepát,6,6,130260,2021-06
Neoplasia maligna do pâncreas,8,8,130260,2021-06
Outras neoplasias malignas de órgãos digestivos,4,4,130260,2021-06
Neoplasias malignas de laringe,7,7,130260,2021-06
Neoplasia maligna de traquéia brônquios e pulm,19,19,130260,2021-06
Outras neopl malig órg respirat e intratorác,5,5,130260,2021-06
Neoplasia maligna do osso e cartilagem articul,5,5,130260,2021-06
Neoplasia maligna da pele,1,1,130260,2021-06
Neopl malig do tecido mesotelial e tec moles,7,7,130260,2021-06
Neoplasia maligna da mama,21,21,130260,2021-06
Neoplasia maligna do colo do útero,25,25,130260,2021-06
Neopl malig outr porções e porç não espec útero,5,5,130260,2021-06
Outras neopl malignas órgãos genitais femininos,9,9,130260,2021-06
Neoplasia maligna da próstata,9,9,130260,2021-06
Outras neopl malignas órgãos genit masculinos,1,1,130260,2021-06
Neoplasia maligna da bexiga,3,3,130260,2021-06
Outras neoplasias malignas do trato urinário,6,6,130260,2021-06
Neoplasia maligna dos olhos e anexos,2,2,130260,2021-06
Neoplasia maligna do encéfalo,8,8,130260,2021-06
Neopl malig outras partes sistema nerv central,2,2,130260,2021-06
Neopl malig outr local mal def secun e não esp,19,19,130260,2021-06
Doença de Hodgkin,2,2,130260,2021-06
Linfoma não-Hodgkin,8,8,130260,2021-06
Leucemia,88,88,130260,2021-06
Outras neopl malig tecidos linfóid hemat e rel,1,1,130260,2021-06
Carcinoma in situ de colo do útero,5,5,130260,2021-06
Neoplasia benigna da pele,5,5,130260,2021-06
Neoplasia benigna da mama,1,1,130260,2021-06
Leiomioma do útero,42,42,130260,2021-06
Neoplasia benigna do ovário,2,2,130260,2021-06
Neopl benig encéfalo e outr part sist nerv cent,6,6,130260,2021-06
Outr neopl in situ benigs e comport incert desc,52,52,130260,2021-06
03 Doenças sangue órgãos hemat e transt imunitár,130,130,130260,2021-06
Anemia por deficiência de ferro,21,21,130260,2021-06
Outras anemias,80,80,130260,2021-06
Afecç hemorrág e outr doenç sang e órg hematop,29,29,130260,2021-06
