lista morb  cid-10,2020,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,1042,1042,130260,2020-02
Amebíase,8,8,130260,2020-02
Diarréia e gastroenterite origem infecc presum,227,227,130260,2020-02
Outras doenças infecciosas intestinais,86,86,130260,2020-02
Tuberculose respiratória,17,17,130260,2020-02
Tuberculose pulmonar,14,14,130260,2020-02
Outras tuberculoses respiratórias,3,3,130260,2020-02
Outras tuberculoses,2,2,130260,2020-02
Tuberculose do sistema nervoso,1,1,130260,2020-02
Tuberculose miliar,1,1,130260,2020-02
Difteria,2,2,130260,2020-02
Coqueluche,5,5,130260,2020-02
Infecção meningocócica,1,1,130260,2020-02
Septicemia,146,146,130260,2020-02
Outras doenças bacterianas,233,233,130260,2020-02
Leptospirose não especificada,2,2,130260,2020-02
Restante de outras doenças bacterianas,231,231,130260,2020-02
Sífilis congênita,23,23,130260,2020-02
Sífilis precoce,1,1,130260,2020-02
Infecção gonocócica,1,1,130260,2020-02
Outras infecções com transm predominant sexual,26,26,130260,2020-02
Febres recorrentes,3,3,130260,2020-02
Raiva,1,1,130260,2020-02
Encefalite viral,7,7,130260,2020-02
Outras febre p/arbovírus e febr hemorr p/vírus,55,55,130260,2020-02
Dengue [dengue clásssico],43,43,130260,2020-02
Febre hemorrágica devida ao vírus da dengue,7,7,130260,2020-02
Restante outr febr arbovírus febr hemor vírus,5,5,130260,2020-02
Infecções pelo vírus do herpes,4,4,130260,2020-02
Varicela e herpes zoster,8,8,130260,2020-02
Hepatite aguda B,4,4,130260,2020-02
Outras hepatites virais,17,17,130260,2020-02
Doença pelo vírus da imunodefic humana [HIV],120,120,130260,2020-02
Caxumba [parotidite epidêmica],2,2,130260,2020-02
Outras doenças virais,13,13,130260,2020-02
Meningite viral,1,1,130260,2020-02
Restante de outras doenças virais,12,12,130260,2020-02
Micoses,2,2,130260,2020-02
Malária,15,15,130260,2020-02
Malária por Plasmodium vivax,15,15,130260,2020-02
Leishmaniose,1,1,130260,2020-02
Leishmaniose cutânea,1,1,130260,2020-02
Filariose,2,2,130260,2020-02
Outras helmintíases,5,5,130260,2020-02
Outras doenças infecciosas e parasitárias,5,5,130260,2020-02
02 Neoplasias (tumores),404,404,130260,2020-02
Neoplasia maligna do lábio cavid oral e faringe,3,3,130260,2020-02
Neoplasia maligna do esôfago,7,7,130260,2020-02
Neoplasia maligna do estômago,25,25,130260,2020-02
Neoplasia maligna do cólon,5,5,130260,2020-02
Neopl malig junção retoss reto ânus canal anal,12,12,130260,2020-02
Neopl malig fígado e vias biliares intra-hepát,3,3,130260,2020-02
