lista morb  cid-10,2021,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,3602,3602,130260,2021-01
Cólera,2,2,130260,2021-01
Amebíase,6,6,130260,2021-01
Diarréia e gastroenterite origem infecc presum,121,121,130260,2021-01
Outras doenças infecciosas intestinais,77,77,130260,2021-01
Tuberculose respiratória,2,2,130260,2021-01
Tuberculose pulmonar,2,2,130260,2021-01
Outras tuberculoses,4,4,130260,2021-01
Tuberculose do sistema nervoso,2,2,130260,2021-01
Tuberculose miliar,1,1,130260,2021-01
Restante de outras tuberculoses,1,1,130260,2021-01
Hanseníase [lepra],1,1,130260,2021-01
Infecção meningocócica,1,1,130260,2021-01
Septicemia,138,138,130260,2021-01
Outras doenças bacterianas,120,120,130260,2021-01
Restante de outras doenças bacterianas,120,120,130260,2021-01
Sífilis congênita,20,20,130260,2021-01
Sífilis precoce,1,1,130260,2021-01
Outras sífilis,1,1,130260,2021-01
Outras infecções com transm predominant sexual,4,4,130260,2021-01
Febres recorrentes,2,2,130260,2021-01
Encefalite viral,3,3,130260,2021-01
Outras febre p/arbovírus e febr hemorr p/vírus,26,26,130260,2021-01
Dengue [dengue clásssico],24,24,130260,2021-01
Febre hemorrágica devida ao vírus da dengue,1,1,130260,2021-01
Restante outr febr arbovírus febr hemor vírus,1,1,130260,2021-01
Varicela e herpes zoster,1,1,130260,2021-01
Hepatite aguda B,1,1,130260,2021-01
Outras hepatites virais,7,7,130260,2021-01
Doença pelo vírus da imunodefic humana [HIV],86,86,130260,2021-01
Outras doenças virais,2960,2960,130260,2021-01
Meningite viral,1,1,130260,2021-01
Restante de outras doenças virais,2959,2959,130260,2021-01
Micoses,3,3,130260,2021-01
Malária,6,6,130260,2021-01
Malária por Plasmodium vivax,6,6,130260,2021-01
Outras helmintíases,3,3,130260,2021-01
Outras doenças infecciosas e parasitárias,6,6,130260,2021-01
02 Neoplasias (tumores),325,325,130260,2021-01
Neoplasia maligna do lábio cavid oral e faringe,4,4,130260,2021-01
Neoplasia maligna do esôfago,16,16,130260,2021-01
Neoplasia maligna do estômago,22,22,130260,2021-01
Neoplasia maligna do cólon,12,12,130260,2021-01
Neopl malig junção retoss reto ânus canal anal,9,9,130260,2021-01
Neopl malig fígado e vias biliares intra-hepát,2,2,130260,2021-01
Neoplasia maligna do pâncreas,4,4,130260,2021-01
Outras neoplasias malignas de órgãos digestivos,3,3,130260,2021-01
Neoplasias malignas de laringe,2,2,130260,2021-01
Neoplasia maligna de traquéia brônquios e pulm,7,7,130260,2021-01
Outras neopl malig órg respirat e intratorác,1,1,130260,2021-01
Neoplasia maligna do osso e cartilagem articul,8,8,130260,2021-01
Outras neoplasias malignas da pele,4,4,130260,2021-01
Neopl malig do tecido mesotelial e tec moles,3,3,130260,2021-01
Neoplasia maligna da mama,17,17,130260,2021-01
Neoplasia maligna do colo do útero,23,23,130260,2021-01
Neopl malig outr porções e porç não espec útero,4,4,130260,2021-01
Outras neopl malignas órgãos genitais femininos,11,11,130260,2021-01
Neoplasia maligna da próstata,9,9,130260,2021-01
Outras neopl malignas órgãos genit masculinos,5,5,130260,2021-01
Neoplasia maligna da bexiga,7,7,130260,2021-01
Outras neoplasias malignas do trato urinário,1,1,130260,2021-01
Neoplasia maligna dos olhos e anexos,2,2,130260,2021-01
Neoplasia maligna do encéfalo,5,5,130260,2021-01
Neopl malig outr local mal def secun e não esp,16,16,130260,2021-01
Doença de Hodgkin,1,1,130260,2021-01
Linfoma não-Hodgkin,7,7,130260,2021-01
Leucemia,51,51,130260,2021-01
Outras neopl malig tecidos linfóid hemat e rel,1,1,130260,2021-01
Carcinoma in situ de colo do útero,2,2,130260,2021-01
Neoplasia benigna da pele,2,2,130260,2021-01
Neoplasia benigna da mama,1,1,130260,2021-01
Leiomioma do útero,23,23,130260,2021-01
Neopl benig encéfalo e outr part sist nerv cent,11,11,130260,2021-01
Outr neopl in situ benigs e comport incert desc,29,29,130260,2021-01
03 Doenças sangue órgãos hemat e transt imunitár,45,45,130260,2021-01
Anemia por deficiência de ferro,8,8,130260,2021-01
Outras anemias,23,23,130260,2021-01
Afecç hemorrág e outr doenç sang e órg hematop,14,14,130260,2021-01
04 Doenças endócrinas nutricionais e metabólicas,186,186,130260,2021-01
Outros transtornos tireoidianos,1,1,130260,2021-01
Diabetes mellitus,146,146,130260,2021-01
Desnutrição,18,18,130260,2021-01
Depleção de volume,2,2,130260,2021-01
Outros transt endócrinos nutricionais metabólic,19,19,130260,2021-01
05 Transtornos mentais e comportamentais,65,65,130260,2021-01
Demência,1,1,130260,2021-01
Transt ment comport dev uso outr subst psicoat,8,8,130260,2021-01
Esquizofrenia transt esquizotípicos e delirant,46,46,130260,2021-01
Transtornos de humor [afetivos],9,9,130260,2021-01
Outros transtornos mentais e comportamentais,1,1,130260,2021-01
06 Doenças do sistema nervoso,135,135,130260,2021-01
Doenças inflamatórias do sistema nervoso centr,1,1,130260,2021-01
Restante doenças inflamat sist nervoso centr,1,1,130260,2021-01
Epilepsia,28,28,130260,2021-01
Enxaqueca e outras síndromes de algias cefálic,2,2,130260,2021-01
Acid vascular cerebr isquêm transit e síndr cor,61,61,130260,2021-01
Transtornos dos nervos raízes e plexos nervosos,5,5,130260,2021-01
Outras doenças do sistema nervoso,38,38,130260,2021-01
07 Doenças do olho e anexos,67,67,130260,2021-01
Conjuntivite e outros transtornos da conjuntiva,11,11,130260,2021-01
Catarata e outros transtornos do cristalino,44,44,130260,2021-01
Descolamentos e defeitos da retina,12,12,130260,2021-01
08 Doenças do ouvido e da apófise mastóide,8,8,130260,2021-01
Otite média e outr transt ouvid médio apóf mast,6,6,130260,2021-01
Outras doenças do ouvido e da apófise mastóide,2,2,130260,2021-01
09 Doenças do aparelho circulatório,597,597,130260,2021-01
Febre reumática aguda,1,1,130260,2021-01
Doença reumática crônica do coração,7,7,130260,2021-01
Hipertensão essencial (primária),62,62,130260,2021-01
Outras doenças hipertensivas,11,11,130260,2021-01
Infarto agudo do miocárdio,94,94,130260,2021-01
Outras doenças isquêmicas do coração,60,60,130260,2021-01
Transtornos de condução e arritmias cardíacas,19,19,130260,2021-01
Insuficiência cardíaca,155,155,130260,2021-01
Outras doenças do coração,10,10,130260,2021-01
Hemorragia intracraniana,30,30,130260,2021-01
Infarto cerebral,2,2,130260,2021-01
Acid vascular cerebr não espec hemorrág ou isq,67,67,130260,2021-01
Outras doenças cerebrovasculares,5,5,130260,2021-01
Arteroesclerose,12,12,130260,2021-01
Outras doenças vasculares periféricas,1,1,130260,2021-01
Embolia e trombose arteriais,5,5,130260,2021-01
Outras doenças das artérias arteríolas e capil,13,13,130260,2021-01
Flebite tromboflebite embolia e trombose venosa,16,16,130260,2021-01
Veias varicosas das extremidades inferiores,14,14,130260,2021-01
Hemorróidas,2,2,130260,2021-01
Outras doenças do aparelho circulatório,11,11,130260,2021-01
10 Doenças do aparelho respiratório,1214,1214,130260,2021-01
Faringite aguda e amigdalite aguda,3,3,130260,2021-01
Laringite e traqueíte agudas,3,3,130260,2021-01
Outras infecções agudas das vias aéreas super,5,5,130260,2021-01
Influenza [gripe],20,20,130260,2021-01
Pneumonia,797,797,130260,2021-01
Bronquite aguda e bronquiolite aguda,84,84,130260,2021-01
Outras doenças do nariz e dos seios paranasais,5,5,130260,2021-01
Doenças crônicas das amígdalas e das adenóides,5,5,130260,2021-01
Outras doenças do trato respiratório superior,4,4,130260,2021-01
Bronquite enfisema e outr doenç pulm obstr crôn,11,11,130260,2021-01
Asma,30,30,130260,2021-01
Bronquiectasia,1,1,130260,2021-01
Outras doenças do aparelho respiratório,246,246,130260,2021-01
11 Doenças do aparelho digestivo,946,946,130260,2021-01
Outros transtornos dentes e estruturas suporte,1,1,130260,2021-01
Outr doenç cavidade oral glând saliv e maxilar,4,4,130260,2021-01
Úlcera gástrica e duodenal,1,1,130260,2021-01
Gastrite e duodenite,18,18,130260,2021-01
Outras doenças do esôfago estômago e duodeno,21,21,130260,2021-01
Doenças do apêndice,258,258,130260,2021-01
Hérnia inguinal,83,83,130260,2021-01
Outras hérnias,43,43,130260,2021-01
Ileo paralítico e obstrução intestinal s/hérnia,36,36,130260,2021-01
Doença diverticular do intestino,8,8,130260,2021-01
Outras doenças dos intestinos e peritônio,51,51,130260,2021-01
Doença alcoólica do fígado,10,10,130260,2021-01
Outras doenças do fígado,22,22,130260,2021-01
Colelitíase e colecistite,288,288,130260,2021-01
Pancreatite aguda e outras doenças do pâncreas,21,21,130260,2021-01
Outras doenças do aparelho digestivo,81,81,130260,2021-01
12 Doenças da pele e do tecido subcutâneo,251,251,130260,2021-01
Infecções da pele e do tecido subcutâneo,150,150,130260,2021-01
Outras doenças da pele e do tecido subcutâneo,101,101,130260,2021-01
13 Doenças sist osteomuscular e tec conjuntivo,55,55,130260,2021-01
Artrite reumatóide e outr poliartropatias infl,4,4,130260,2021-01
Artrose,5,5,130260,2021-01
Deformidades adquiridas das articulações,1,1,130260,2021-01
Outros transtronos articulares,8,8,130260,2021-01
Doenças sistêmicas do tecido conjuntivo,2,2,130260,2021-01
Transt discais cervic e outr transt disc interv,3,3,130260,2021-01
Outras dorsopatias,6,6,130260,2021-01
Transtornos do tecido mole,13,13,130260,2021-01
Transtornos da densidade e da estrutura ósseas,6,6,130260,2021-01
Osteomielite,4,4,130260,2021-01
Outras doenças sist osteomuscular e tec conjunt,3,3,130260,2021-01
14 Doenças do aparelho geniturinário,640,640,130260,2021-01
Síndrome nefríticas aguda e rapidamente progres,16,16,130260,2021-01
Outras doenças glomerulares,18,18,130260,2021-01
Doenças renais túbulo-intersticiais,39,39,130260,2021-01
Insuficiência renal,76,76,130260,2021-01
Urolitíase,52,52,130260,2021-01
Cistite,9,9,130260,2021-01
Outras doenças do aparelho urinário,177,177,130260,2021-01
Hiperplasia da próstata,13,13,130260,2021-01
Outros transtornos da próstata,1,1,130260,2021-01
Hidrocele e espermatocele,8,8,130260,2021-01
Preprúcio redundante fimose e parafimose,19,19,130260,2021-01
Outras doenças dos órgãos genitais masculinos,21,21,130260,2021-01
Transtornos da mama,10,10,130260,2021-01
Salpingite e ooforite,24,24,130260,2021-01
Outras doenças inflamat órgãos pélvicos femin,46,46,130260,2021-01
Endometriose,6,6,130260,2021-01
Prolapso genital feminino,19,19,130260,2021-01
Transt não-inflam ovário tromp Falópio lig larg,36,36,130260,2021-01
Transtornos da menstruação,1,1,130260,2021-01
Outros transtornos do aparelho geniturinário,49,49,130260,2021-01
15 Gravidez parto e puerpério,4968,4968,130260,2021-01
Aborto espontâneo,192,192,130260,2021-01
Aborto por razões médicas,7,7,130260,2021-01
Outras gravidezes que terminam em aborto,184,184,130260,2021-01
Edema protein transt hipertens grav parto puerp,80,80,130260,2021-01
Placent prév descol premat plac hemorr antepart,10,10,130260,2021-01
Outr mot ass mãe rel cav fet amn pos prob part,401,401,130260,2021-01
Trabalho de parto obstruído,397,397,130260,2021-01
Hemorragia pós-parto,12,12,130260,2021-01
Outras complicações da gravidez e do parto,1075,1075,130260,2021-01
Parto único espontâneo,2478,2478,130260,2021-01
Compl pred rel puerpério e outr afecç obst NCOP,132,132,130260,2021-01
16 Algumas afec originadas no período perinatal,425,425,130260,2021-01
