lista morb  cid-10,2020,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,3824,3824,130260,2020-06
Cólera,1,1,130260,2020-06
Amebíase,2,2,130260,2020-06
Diarréia e gastroenterite origem infecc presum,139,139,130260,2020-06
Outras doenças infecciosas intestinais,43,43,130260,2020-06
Tuberculose respiratória,3,3,130260,2020-06
Tuberculose pulmonar,3,3,130260,2020-06
Outras tuberculoses,6,6,130260,2020-06
Tuberculose do sistema nervoso,1,1,130260,2020-06
Tuberc intest peritônio glângl mesentéricos,1,1,130260,2020-06
Tuberculose óssea e das articulações,1,1,130260,2020-06
Tuberculose miliar,2,2,130260,2020-06
Restante de outras tuberculoses,1,1,130260,2020-06
Infecção meningocócica,1,1,130260,2020-06
Septicemia,67,67,130260,2020-06
Outras doenças bacterianas,152,152,130260,2020-06
Restante de outras doenças bacterianas,152,152,130260,2020-06
Sífilis congênita,20,20,130260,2020-06
Outras sífilis,2,2,130260,2020-06
Infecção gonocócica,1,1,130260,2020-06
Outras infecções com transm predominant sexual,4,4,130260,2020-06
Febres recorrentes,1,1,130260,2020-06
Raiva,1,1,130260,2020-06
Encefalite viral,6,6,130260,2020-06
Outras febre p/arbovírus e febr hemorr p/vírus,24,24,130260,2020-06
Dengue [dengue clásssico],22,22,130260,2020-06
Restante outr febr arbovírus febr hemor vírus,2,2,130260,2020-06
Infecções pelo vírus do herpes,1,1,130260,2020-06
Varicela e herpes zoster,4,4,130260,2020-06
Outras hepatites virais,7,7,130260,2020-06
Doença pelo vírus da imunodefic humana [HIV],86,86,130260,2020-06
Outras doenças virais,3234,3234,130260,2020-06
Meningite viral,2,2,130260,2020-06
Restante de outras doenças virais,3232,3232,130260,2020-06
Micoses,2,2,130260,2020-06
Malária,6,6,130260,2020-06
Malária por Plasmodium vivax,5,5,130260,2020-06
Malária não especificada,1,1,130260,2020-06
Leishmaniose,1,1,130260,2020-06
Leishmaniose cutânea,1,1,130260,2020-06
Outras helmintíases,5,5,130260,2020-06
Outras doenças infecciosas e parasitárias,5,5,130260,2020-06
02 Neoplasias (tumores),384,384,130260,2020-06
Neoplasia maligna do lábio cavid oral e faringe,7,7,130260,2020-06
Neoplasia maligna do esôfago,7,7,130260,2020-06
Neoplasia maligna do estômago,22,22,130260,2020-06
Neoplasia maligna do cólon,13,13,130260,2020-06
Neopl malig junção retoss reto ânus canal anal,5,5,130260,2020-06
Neopl malig fígado e vias biliares intra-hepát,2,2,130260,2020-06
Neoplasia maligna do pâncreas,5,5,130260,2020-06
Outras neoplasias malignas de órgãos digestivos,4,4,130260,2020-06
Neoplasias malignas de laringe,4,4,130260,2020-06
Neoplasia maligna de traquéia brônquios e pulm,13,13,130260,2020-06
Outras neopl malig órg respirat e intratorác,1,1,130260,2020-06
Neoplasia maligna do osso e cartilagem articul,5,5,130260,2020-06
Outras neoplasias malignas da pele,4,4,130260,2020-06
Neopl malig do tecido mesotelial e tec moles,4,4,130260,2020-06
Neoplasia maligna da mama,44,44,130260,2020-06
Neoplasia maligna do colo do útero,44,44,130260,2020-06
Neopl malig outr porções e porç não espec útero,8,8,130260,2020-06
Outras neopl malignas órgãos genitais femininos,17,17,130260,2020-06
Neoplasia maligna da próstata,16,16,130260,2020-06
Outras neopl malignas órgãos genit masculinos,2,2,130260,2020-06
Neoplasia maligna da bexiga,2,2,130260,2020-06
Outras neoplasias malignas do trato urinário,6,6,130260,2020-06
Neoplasia maligna do encéfalo,17,17,130260,2020-06
Neopl malig outras partes sistema nerv central,1,1,130260,2020-06
Neopl malig outr local mal def secun e não esp,13,13,130260,2020-06
Doença de Hodgkin,1,1,130260,2020-06
Linfoma não-Hodgkin,10,10,130260,2020-06
Leucemia,51,51,130260,2020-06
Outras neopl malig tecidos linfóid hemat e rel,3,3,130260,2020-06
Carcinoma in situ de colo do útero,2,2,130260,2020-06
Neoplasia benigna da mama,1,1,130260,2020-06
Leiomioma do útero,20,20,130260,2020-06
Neopl benig encéfalo e outr part sist nerv cent,9,9,130260,2020-06
Outr neopl in situ benigs e comport incert desc,21,21,130260,2020-06
03 Doenças sangue órgãos hemat e transt imunitár,78,78,130260,2020-06
Anemia por deficiência de ferro,9,9,130260,2020-06
Outras anemias,53,53,130260,2020-06
Afecç hemorrág e outr doenç sang e órg hematop,16,16,130260,2020-06
04 Doenças endócrinas nutricionais e metabólicas,176,176,130260,2020-06
Tireotoxicose,1,1,130260,2020-06
Outros transtornos tireoidianos,2,2,130260,2020-06
Diabetes mellitus,150,150,130260,2020-06
Desnutrição,8,8,130260,2020-06
Depleção de volume,1,1,130260,2020-06
Outros transt endócrinos nutricionais metabólic,14,14,130260,2020-06
05 Transtornos mentais e comportamentais,6,6,130260,2020-06
Demência,1,1,130260,2020-06
Transt ment comport dev uso outr subst psicoat,2,2,130260,2020-06
Transtornos de humor [afetivos],1,1,130260,2020-06
Outros transtornos mentais e comportamentais,2,2,130260,2020-06
06 Doenças do sistema nervoso,215,215,130260,2020-06
Doenças inflamatórias do sistema nervoso centr,8,8,130260,2020-06
Meningite bacteriana não classif outra parte,5,5,130260,2020-06
Mening dev outras causas e causas não especif,1,1,130260,2020-06
Restante doenças inflamat sist nervoso centr,2,2,130260,2020-06
Esclerose múltiplas,3,3,130260,2020-06
Epilepsia,41,41,130260,2020-06
Enxaqueca e outras síndromes de algias cefálic,1,1,130260,2020-06
Acid vascular cerebr isquêm transit e síndr cor,121,121,130260,2020-06
Transtornos dos nervos raízes e plexos nervosos,3,3,130260,2020-06
Outras doenças do sistema nervoso,38,38,130260,2020-06
07 Doenças do olho e anexos,18,18,130260,2020-06
Descolamentos e defeitos da retina,16,16,130260,2020-06
Outras doenças do olho e anexos,2,2,130260,2020-06
08 Doenças do ouvido e da apófise mastóide,11,11,130260,2020-06
Otite média e outr transt ouvid médio apóf mast,6,6,130260,2020-06
Perda de audição,1,1,130260,2020-06
Outras doenças do ouvido e da apófise mastóide,4,4,130260,2020-06
09 Doenças do aparelho circulatório,559,559,130260,2020-06
Febre reumática aguda,3,3,130260,2020-06
Doença reumática crônica do coração,5,5,130260,2020-06
Hipertensão essencial (primária),48,48,130260,2020-06
Outras doenças hipertensivas,10,10,130260,2020-06
Infarto agudo do miocárdio,91,91,130260,2020-06
Outras doenças isquêmicas do coração,55,55,130260,2020-06
Embolia pulmonar,1,1,130260,2020-06
Transtornos de condução e arritmias cardíacas,5,5,130260,2020-06
Insuficiência cardíaca,122,122,130260,2020-06
Outras doenças do coração,20,20,130260,2020-06
Hemorragia intracraniana,59,59,130260,2020-06
Infarto cerebral,3,3,130260,2020-06
Acid vascular cerebr não espec hemorrág ou isq,52,52,130260,2020-06
Outras doenças cerebrovasculares,4,4,130260,2020-06
Arteroesclerose,7,7,130260,2020-06
Outras doenças vasculares periféricas,2,2,130260,2020-06
Embolia e trombose arteriais,5,5,130260,2020-06
Outras doenças das artérias arteríolas e capil,14,14,130260,2020-06
Flebite tromboflebite embolia e trombose venosa,17,17,130260,2020-06
Veias varicosas das extremidades inferiores,14,14,130260,2020-06
Hemorróidas,15,15,130260,2020-06
Outras doenças do aparelho circulatório,7,7,130260,2020-06
10 Doenças do aparelho respiratório,598,598,130260,2020-06
Faringite aguda e amigdalite aguda,6,6,130260,2020-06
Laringite e traqueíte agudas,4,4,130260,2020-06
Outras infecções agudas das vias aéreas super,7,7,130260,2020-06
Influenza [gripe],37,37,130260,2020-06
Pneumonia,341,341,130260,2020-06
Bronquite aguda e bronquiolite aguda,23,23,130260,2020-06
Doenças crônicas das amígdalas e das adenóides,1,1,130260,2020-06
Outras doenças do trato respiratório superior,3,3,130260,2020-06
Bronquite enfisema e outr doenç pulm obstr crôn,16,16,130260,2020-06
Asma,10,10,130260,2020-06
Outras doenças do aparelho respiratório,150,150,130260,2020-06
11 Doenças do aparelho digestivo,922,922,130260,2020-06
Outr doenç cavidade oral glând saliv e maxilar,3,3,130260,2020-06
Úlcera gástrica e duodenal,4,4,130260,2020-06
Gastrite e duodenite,10,10,130260,2020-06
Outras doenças do esôfago estômago e duodeno,37,37,130260,2020-06
Doenças do apêndice,265,265,130260,2020-06
Hérnia inguinal,37,37,130260,2020-06
Outras hérnias,40,40,130260,2020-06
Ileo paralítico e obstrução intestinal s/hérnia,26,26,130260,2020-06
Doença diverticular do intestino,5,5,130260,2020-06
Outras doenças dos intestinos e peritônio,84,84,130260,2020-06
Doença alcoólica do fígado,3,3,130260,2020-06
Outras doenças do fígado,25,25,130260,2020-06
Colelitíase e colecistite,252,252,130260,2020-06
Pancreatite aguda e outras doenças do pâncreas,18,18,130260,2020-06
Outras doenças do aparelho digestivo,113,113,130260,2020-06
12 Doenças da pele e do tecido subcutâneo,252,252,130260,2020-06
Infecções da pele e do tecido subcutâneo,136,136,130260,2020-06
Outras doenças da pele e do tecido subcutâneo,116,116,130260,2020-06
13 Doenças sist osteomuscular e tec conjuntivo,50,50,130260,2020-06
Artrite reumatóide e outr poliartropatias infl,1,1,130260,2020-06
Artrose,5,5,130260,2020-06
Deformidades adquiridas das articulações,1,1,130260,2020-06
Outros transtronos articulares,14,14,130260,2020-06
Doenças sistêmicas do tecido conjuntivo,3,3,130260,2020-06
Transt discais cervic e outr transt disc interv,7,7,130260,2020-06
Outras dorsopatias,7,7,130260,2020-06
Transtornos do tecido mole,5,5,130260,2020-06
Transtornos da densidade e da estrutura ósseas,3,3,130260,2020-06
Osteomielite,3,3,130260,2020-06
Outras doenças sist osteomuscular e tec conjunt,1,1,130260,2020-06
14 Doenças do aparelho geniturinário,660,660,130260,2020-06
Síndrome nefríticas aguda e rapidamente progres,11,11,130260,2020-06
Outras doenças glomerulares,12,12,130260,2020-06
Doenças renais túbulo-intersticiais,46,46,130260,2020-06
Insuficiência renal,143,143,130260,2020-06
Urolitíase,53,53,130260,2020-06
Cistite,19,19,130260,2020-06
Outras doenças do aparelho urinário,200,200,130260,2020-06
Hiperplasia da próstata,8,8,130260,2020-06
Outros transtornos da próstata,5,5,130260,2020-06
Preprúcio redundante fimose e parafimose,3,3,130260,2020-06
Outras doenças dos órgãos genitais masculinos,9,9,130260,2020-06
Transtornos da mama,19,19,130260,2020-06
Salpingite e ooforite,4,4,130260,2020-06
Outras doenças inflamat órgãos pélvicos femin,66,66,130260,2020-06
Endometriose,2,2,130260,2020-06
Prolapso genital feminino,7,7,130260,2020-06
Transt não-inflam ovário tromp Falópio lig larg,15,15,130260,2020-06
Transtornos da menstruação,1,1,130260,2020-06
Outros transtornos do aparelho geniturinário,37,37,130260,2020-06
15 Gravidez parto e puerpério,5594,5594,130260,2020-06
Aborto espontâneo,210,210,130260,2020-06
Aborto por razões médicas,6,6,130260,2020-06
Outras gravidezes que terminam em aborto,206,206,130260,2020-06
Edema protein transt hipertens grav parto puerp,120,120,130260,2020-06
Placent prév descol premat plac hemorr antepart,14,14,130260,2020-06
Outr mot ass mãe rel cav fet amn pos prob part,329,329,130260,2020-06
Trabalho de parto obstruído,319,319,130260,2020-06
Hemorragia pós-parto,4,4,130260,2020-06
Outras complicações da gravidez e do parto,1234,1234,130260,2020-06
Parto único espontâneo,3023,3023,130260,2020-06
Compl pred rel puerpério e outr afecç obst NCOP,129,129,130260,2020-06
16 Algumas afec originadas no período perinatal,530,530,130260,2020-06
Feto e rec-nasc afet fat mat e compl grav parto,3,3,130260,2020-06
Ret cres fet desn fet tran gest curt baix peso,118,118,130260,2020-06
Hipóxia intrauterina e asfixia ao nascer,12,12,130260,2020-06
Outros transt respiratórios orig per perinatal,112,112,130260,2020-06
Doenças infecciosas e parasitárias congênitas,89,89,130260,2020-06
Outras infecções específicas do período perinat,13,13,130260,2020-06
Doença hemolítica do feto e do recém-nascido,2,2,130260,2020-06
Outras afecções originadas no período perinatal,181,181,130260,2020-06
17 Malf cong deformid e anomalias cromossômicas,63,63,130260,2020-06
Outras malformações congênitas do sistema nerv,6,6,130260,2020-06
Malformações congênitas do aparelho circulat,35,35,130260,2020-06
