lista morb  cid-10,2021,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,1456,1456,130260,2021-11
Cólera,3,3,130260,2021-11
Amebíase,8,8,130260,2021-11
Diarréia e gastroenterite origem infecc presum,334,334,130260,2021-11
Outras doenças infecciosas intestinais,106,106,130260,2021-11
Tuberculose respiratória,22,22,130260,2021-11
Tuberculose pulmonar,15,15,130260,2021-11
Outras tuberculoses respiratórias,6,6,130260,2021-11
Restante de tuberculose respiratória,1,1,130260,2021-11
Outras tuberculoses,5,5,130260,2021-11
Tuberculose miliar,3,3,130260,2021-11
Restante de outras tuberculoses,2,2,130260,2021-11
Hanseníase [lepra],1,1,130260,2021-11
Outros tétanos,2,2,130260,2021-11
Infecção meningocócica,1,1,130260,2021-11
Septicemia,141,141,130260,2021-11
Outras doenças bacterianas,227,227,130260,2021-11
Leptospirose não especificada,3,3,130260,2021-11
Restante de outras doenças bacterianas,224,224,130260,2021-11
Sífilis congênita,23,23,130260,2021-11
Outras infecções com transm predominant sexual,5,5,130260,2021-11
Febres recorrentes,4,4,130260,2021-11
Raiva,1,1,130260,2021-11
Encefalite viral,1,1,130260,2021-11
Outras febre p/arbovírus e febr hemorr p/vírus,41,41,130260,2021-11
Dengue [dengue clásssico],41,41,130260,2021-11
Varicela e herpes zoster,9,9,130260,2021-11
Hepatite aguda B,2,2,130260,2021-11
Outras hepatites virais,11,11,130260,2021-11
Doença pelo vírus da imunodefic humana [HIV],145,145,130260,2021-11
Outras doenças virais,294,294,130260,2021-11
Meningite viral,1,1,130260,2021-11
Restante de outras doenças virais,293,293,130260,2021-11
Micoses,4,4,130260,2021-11
Malária,43,43,130260,2021-11
Malária por Plasmodium falciparum,4,4,130260,2021-11
Malária por Plasmodium vivax,32,32,130260,2021-11
Malária não especificada,7,7,130260,2021-11
Leishmaniose,3,3,130260,2021-11
Leishmaniose cutânea,2,2,130260,2021-11
Leishmaniose cutâneo-mucosa,1,1,130260,2021-11
Filariose,2,2,130260,2021-11
Outras helmintíases,5,5,130260,2021-11
Seqüelas de hanseníase [lepra],1,1,130260,2021-11
Outras doenças infecciosas e parasitárias,12,12,130260,2021-11
02 Neoplasias (tumores),555,555,130260,2021-11
Neoplasia maligna do lábio cavid oral e faringe,3,3,130260,2021-11
Neoplasia maligna do esôfago,5,5,130260,2021-11
Neoplasia maligna do estômago,20,20,130260,2021-11
Neoplasia maligna do cólon,6,6,130260,2021-11
Neopl malig junção retoss reto ânus canal anal,11,11,130260,2021-11
Neopl malig fígado e vias biliares intra-hepát,2,2,130260,2021-11
Neoplasia maligna do pâncreas,3,3,130260,2021-11
Neoplasia maligna de traquéia brônquios e pulm,6,6,130260,2021-11
Outras neopl malig órg respirat e intratorác,3,3,130260,2021-11
Neoplasia maligna do osso e cartilagem articul,15,15,130260,2021-11
Neoplasia maligna da pele,1,1,130260,2021-11
Outras neoplasias malignas da pele,4,4,130260,2021-11
Neopl malig do tecido mesotelial e tec moles,4,4,130260,2021-11
Neoplasia maligna da mama,35,35,130260,2021-11
Neoplasia maligna do colo do útero,25,25,130260,2021-11
Neopl malig outr porções e porç não espec útero,11,11,130260,2021-11
Outras neopl malignas órgãos genitais femininos,13,13,130260,2021-11
