lista morb  cid-10,2020,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,2421,2421,130260,2020-11
Cólera,5,5,130260,2020-11
Amebíase,8,8,130260,2020-11
Diarréia e gastroenterite origem infecc presum,205,205,130260,2020-11
Outras doenças infecciosas intestinais,54,54,130260,2020-11
Tuberculose respiratória,7,7,130260,2020-11
Tuberculose pulmonar,5,5,130260,2020-11
Outras tuberculoses respiratórias,2,2,130260,2020-11
Outras tuberculoses,3,3,130260,2020-11
Tuberculose do sistema nervoso,2,2,130260,2020-11
Restante de outras tuberculoses,1,1,130260,2020-11
Septicemia,111,111,130260,2020-11
Outras doenças bacterianas,156,156,130260,2020-11
Leptospirose não especificada,1,1,130260,2020-11
Restante de outras doenças bacterianas,155,155,130260,2020-11
Sífilis congênita,17,17,130260,2020-11
Outras infecções com transm predominant sexual,3,3,130260,2020-11
Febres recorrentes,1,1,130260,2020-11
Raiva,1,1,130260,2020-11
Encefalite viral,3,3,130260,2020-11
Outras febre p/arbovírus e febr hemorr p/vírus,20,20,130260,2020-11
Dengue [dengue clásssico],20,20,130260,2020-11
Infecções pelo vírus do herpes,2,2,130260,2020-11
Varicela e herpes zoster,3,3,130260,2020-11
Hepatite aguda B,2,2,130260,2020-11
Outras hepatites virais,16,16,130260,2020-11
Doença pelo vírus da imunodefic humana [HIV],146,146,130260,2020-11
Caxumba [parotidite epidêmica],1,1,130260,2020-11
Outras doenças virais,1626,1626,130260,2020-11
Meningite viral,1,1,130260,2020-11
Restante de outras doenças virais,1625,1625,130260,2020-11
Micoses,2,2,130260,2020-11
Malária,23,23,130260,2020-11
Malária por Plasmodium falciparum,2,2,130260,2020-11
Malária por Plasmodium vivax,18,18,130260,2020-11
Malária não especificada,3,3,130260,2020-11
Filariose,1,1,130260,2020-11
Outras helmintíases,4,4,130260,2020-11
Outras doenças infecciosas e parasitárias,1,1,130260,2020-11
02 Neoplasias (tumores),476,476,130260,2020-11
Neoplasia maligna do lábio cavid oral e faringe,6,6,130260,2020-11
Neoplasia maligna do esôfago,12,12,130260,2020-11
Neoplasia maligna do estômago,16,16,130260,2020-11
Neoplasia maligna do cólon,11,11,130260,2020-11
Neopl malig junção retoss reto ânus canal anal,13,13,130260,2020-11
Neopl malig fígado e vias biliares intra-hepát,2,2,130260,2020-11
Neoplasia maligna do pâncreas,2,2,130260,2020-11
Outras neoplasias malignas de órgãos digestivos,2,2,130260,2020-11
Neoplasias malignas de laringe,3,3,130260,2020-11
Neoplasia maligna de traquéia brônquios e pulm,15,15,130260,2020-11
Outras neopl malig órg respirat e intratorác,3,3,130260,2020-11
Neoplasia maligna do osso e cartilagem articul,12,12,130260,2020-11
Neoplasia maligna da pele,1,1,130260,2020-11
Outras neoplasias malignas da pele,2,2,130260,2020-11
Neopl malig do tecido mesotelial e tec moles,5,5,130260,2020-11
Neoplasia maligna da mama,37,37,130260,2020-11
Neoplasia maligna do colo do útero,26,26,130260,2020-11
Neopl malig outr porções e porç não espec útero,9,9,130260,2020-11
Outras neopl malignas órgãos genitais femininos,14,14,130260,2020-11
Neoplasia maligna da próstata,18,18,130260,2020-11
Outras neopl malignas órgãos genit masculinos,1,1,130260,2020-11
Neoplasia maligna da bexiga,6,6,130260,2020-11
Outras neoplasias malignas do trato urinário,4,4,130260,2020-11
Neoplasia maligna dos olhos e anexos,2,2,130260,2020-11
Neoplasia maligna do encéfalo,8,8,130260,2020-11
Neopl malig outr local mal def secun e não esp,27,27,130260,2020-11
Doença de Hodgkin,1,1,130260,2020-11
Linfoma não-Hodgkin,5,5,130260,2020-11
Leucemia,48,48,130260,2020-11
Carcinoma in situ de colo do útero,8,8,130260,2020-11
