lista morb  cid-10,2022,total,municipio_ibge,competencia
01 Algumas doenças infecciosas e parasitárias,1455,1455,130260,2022-07
Cólera,10,10,130260,2022-07
Amebíase,9,9,130260,2022-07
Diarréia e gastroenterite origem infecc presum,316,316,130260,2022-07
Outras doenças infecciosas intestinais,107,107,130260,2022-07
Tuberculose respiratória,37,37,130260,2022-07
Tuberculose pulmonar,30,30,130260,2022-07
Outras tuberculoses respiratórias,4,4,130260,2022-07
Restante de tuberculose respiratória,3,3,130260,2022-07
Outras tuberculoses,5,5,130260,2022-07
Tuberculose do sistema nervoso,1,1,130260,2022-07
Tuberculose miliar,3,3,130260,2022-07
Restante de outras tuberculoses,1,1,130260,2022-07
Hanseníase [lepra],1,1,130260,2022-07
Infecção meningocócica,1,1,130260,2022-07
Septicemia,246,246,130260,2022-07
Outras doenças bacterianas,228,228,130260,2022-07
Outras formas de leptospirose,1,1,130260,2022-07
Leptospirose não especificada,3,3,130260,2022-07
Restante de outras doenças bacterianas,224,224,130260,2022-07
Sífilis congênita,13,13,130260,2022-07
Outras sífilis,1,1,130260,2022-07
Outras infecções com transm predominant sexual,2,2,130260,2022-07
Febres recorrentes,4,4,130260,2022-07
Encefalite viral,4,4,130260,2022-07
Outras febre p/arbovírus e febr hemorr p/vírus,31,31,130260,2022-07
Dengue [dengue clásssico],25,25,130260,2022-07
Febre hemorrágica devida ao vírus da dengue,2,2,130260,2022-07
Restante outr febr arbovírus febr hemor vírus,4,4,130260,2022-07
Infecções pelo vírus do herpes,1,1,130260,2022-07
Varicela e herpes zoster,8,8,130260,2022-07
Hepatite aguda B,1,1,130260,2022-07
Outras hepatites virais,18,18,130260,2022-07
Doença pelo vírus da imunodefic humana [HIV],245,245,130260,2022-07
Caxumba [parotidite epidêmica],4,4,130260,2022-07
Outras doenças virais,111,111,130260,2022-07
Meningite viral,1,1,130260,2022-07
Restante de outras doenças virais,110,110,130260,2022-07
Micoses,6,6,130260,2022-07
Malária,35,35,130260,2022-07
Malária por Plasmodium falciparum,5,5,130260,2022-07
Malária por Plasmodium vivax,25,25,130260,2022-07
Malária por Plasmodium malariae,1,1,130260,2022-07
Malária não especificada,4,4,130260,2022-07
Leishmaniose,3,3,130260,2022-07
Leishmaniose cutânea,2,2,130260,2022-07
Leishmaniose cutâneo-mucosa,1,1,130260,2022-07
Outras helmintíases,1,1,130260,2022-07
Seqüelas de tuberculose,1,1,130260,2022-07
Seqüelas de hanseníase [lepra],2,2,130260,2022-07
Outras doenças infecciosas e parasitárias,4,4,130260,2022-07
02 Neoplasias (tumores),795,795,130260,2022-07
Neoplasia maligna do lábio cavid oral e faringe,20,20,130260,2022-07
Neoplasia maligna do esôfago,12,12,130260,2022-07
Neoplasia maligna do estômago,14,14,130260,2022-07
Neoplasia maligna do cólon,16,16,130260,2022-07
Neopl malig junção retoss reto ânus canal anal,14,14,130260,2022-07
Neopl malig fígado e vias biliares intra-hepát,13,13,130260,2022-07
Neoplasia maligna do pâncreas,5,5,130260,2022-07
Outras neoplasias malignas de órgãos digestivos,5,5,130260,2022-07
Neoplasias malignas de laringe,13,13,130260,2022-07
Neoplasia maligna de traquéia brônquios e pulm,21,21,130260,2022-07
Outras neopl malig órg respirat e intratorác,4,4,130260,2022-07
Neoplasia maligna do osso e cartilagem articul,8,8,130260,2022-07
Neoplasia maligna da pele,1,1,130260,2022-07
Outras neoplasias malignas da pele,7,7,130260,2022-07
Neopl malig do tecido mesotelial e tec moles,10,10,130260,2022-07
Neoplasia maligna da mama,56,56,130260,2022-07
Neoplasia maligna do colo do útero,45,45,130260,2022-07
Neopl malig outr porções e porç não espec útero,15,15,130260,2022-07
Outras neopl malignas órgãos genitais femininos,15,15,130260,2022-07
Neoplasia maligna da próstata,19,19,130260,2022-07
Outras neopl malignas órgãos genit masculinos,4,4,130260,2022-07
Neoplasia maligna da bexiga,5,5,130260,2022-07
Outras neoplasias malignas do trato urinário,8,8,130260,2022-07
Neoplasia maligna do encéfalo,3,3,130260,2022-07
Neopl malig outras partes sistema nerv central,1,1,130260,2022-07
Neopl malig outr local mal def secun e não esp,34,34,130260,2022-07
Doença de Hodgkin,3,3,130260,2022-07
Linfoma não-Hodgkin,20,20,130260,2022-07
Leucemia,74,74,130260,2022-07
Outras neopl malig tecidos linfóid hemat e rel,2,2,130260,2022-07
Carcinoma in situ de colo do útero,10,10,130260,2022-07
Neoplasia benigna da pele,2,2,130260,2022-07
Neoplasia benigna da mama,1,1,130260,2022-07
Leiomioma do útero,194,194,130260,2022-07
Neoplasia benigna do ovário,3,3,130260,2022-07
Neopl benig encéfalo e outr part sist nerv cent,4,4,130260,2022-07
Outr neopl in situ benigs e comport incert desc,114,114,130260,2022-07
03 Doenças sangue órgãos hemat e transt imunitár,174,174,130260,2022-07
Anemia por deficiência de ferro,13,13,130260,2022-07
Outras anemias,123,123,130260,2022-07
Afecç hemorrág e outr doenç sang e órg hematop,38,38,130260,2022-07
04 Doenças endócrinas nutricionais e metabólicas,499,499,130260,2022-07
Outros transtornos tireoidianos,4,4,130260,2022-07
Diabetes mellitus,409,409,130260,2022-07
Desnutrição,26,26,130260,2022-07
Depleção de volume,16,16,130260,2022-07
Outros transt endócrinos nutricionais metabólic,44,44,130260,2022-07
05 Transtornos mentais e comportamentais,81,81,130260,2022-07
Transt mentais e comportamentais dev uso álcool,2,2,130260,2022-07
Transt ment comport dev uso outr subst psicoat,4,4,130260,2022-07
Esquizofrenia transt esquizotípicos e delirant,56,56,130260,2022-07
Transtornos de humor [afetivos],15,15,130260,2022-07
Retardo mental,2,2,130260,2022-07
Outros transtornos mentais e comportamentais,2,2,130260,2022-07
06 Doenças do sistema nervoso,166,166,130260,2022-07
Doenças inflamatórias do sistema nervoso centr,4,4,130260,2022-07
Meningite bacteriana não classif outra parte,4,4,130260,2022-07
Doença de Parkinson,1,1,130260,2022-07
Doença de Alzheimer,2,2,130260,2022-07
Esclerose múltiplas,1,1,130260,2022-07
Epilepsia,54,54,130260,2022-07
Enxaqueca e outras síndromes de algias cefálic,7,7,130260,2022-07
Acid vascular cerebr isquêm transit e síndr cor,32,32,130260,2022-07
Transtornos dos nervos raízes e plexos nervosos,5,5,130260,2022-07
Paralisia cerebral e outras síndromes paralít,3,3,130260,2022-07
Outras doenças do sistema nervoso,57,57,130260,2022-07
07 Doenças do olho e anexos,44,44,130260,2022-07
Ceratite e outros transtornos esclerót e córnea,1,1,130260,2022-07
Descolamentos e defeitos da retina,29,29,130260,2022-07
Outras doenças do olho e anexos,14,14,130260,2022-07
08 Doenças do ouvido e da apófise mastóide,26,26,130260,2022-07
Otite média e outr transt ouvid médio apóf mast,22,22,130260,2022-07
Outras doenças do ouvido e da apófise mastóide,4,4,130260,2022-07
09 Doenças do aparelho circulatório,1271,1271,130260,2022-07
Febre reumática aguda,2,2,130260,2022-07
Doença reumática crônica do coração,20,20,130260,2022-07
Hipertensão essencial (primária),62,62,130260,2022-07
Outras doenças hipertensivas,50,50,130260,2022-07
Infarto agudo do miocárdio,230,230,130260,2022-07
Outras doenças isquêmicas do coração,147,147,130260,2022-07
Embolia pulmonar,3,3,130260,2022-07
Transtornos de condução e arritmias cardíacas,28,28,130260,2022-07
Insuficiência cardíaca,296,296,130260,2022-07
Outras doenças do coração,41,41,130260,2022-07
Hemorragia intracraniana,21,21,130260,2022-07
Infarto cerebral,7,7,130260,2022-07
Acid vascular cerebr não espec hemorrág ou isq,164,164,130260,2022-07
Outras doenças cerebrovasculares,48,48,130260,2022-07
Arteroesclerose,23,23,130260,2022-07
Outras doenças vasculares periféricas,4,4,130260,2022-07
Embolia e trombose arteriais,10,10,130260,2022-07
Outras doenças das artérias arteríolas e capil,33,33,130260,2022-07
Flebite tromboflebite embolia e trombose venosa,25,25,130260,2022-07
Veias varicosas das extremidades inferiores,20,20,130260,2022-07
Hemorróidas,23,23,130260,2022-07
Outras doenças do aparelho circulatório,14,14,130260,2022-07
10 Doenças do aparelho respiratório,2062,2062,130260,2022-07
Faringite aguda e amigdalite aguda,22,22,130260,2022-07
Laringite e traqueíte agudas,14,14,130260,2022-07
